OBJECTID_1,OBJECTID,PadID,nnes_9m,nnes_15m,nnes_21m,nnes_27m,nnes_33m,nnes_39m,nnes_45m,nnes_51m,nnes_57m,nnes_63m,nnes_69m,nnes_75m,nnes_81m,nnes_87m,nnes_93m,nnes_99m,nnes_105m,nnes_111m,nnes_117m,nnes_123m,nnes_130m,nnes_150m,nnes_170m,nnes_190m,nnes_210m,nnes_230m,nnes_250m,nnes_270m,nnes_290m,nnes_310m,nnes_330m,nnes_350m,nnes_370m,nnes_390m,nnes_410m,nnes_430m,nnes_450m,nnes_470m,nnes_530m,nnes_570m,nnes_610m,nnes_650m,nnes_690m,nnes_730m,nnes_770m,nnes_810m,nnes_850m,nnes_890m,nnes_930m,nnes_970m,nnes_1010m,nnes_1110m,nnes_1290m,nnes_1470m,nnes_1650m,nnes_1830m,nnes_2010m,nnes_2190m,nnes_2370m,nnes_2550m,nnes_2730m,nnes_2910m,nnes_3090m,nnes_3270m,nnes_3450m,nnes_3630m,nnes_3810m,nnes_3990m,nnes_4170m,nnes_4350m,nnes_4530m,nnes_4710m,nnes_4890m,nnes_5070m
272,272,NYK08C,-0.393905729,-0.405344069,-0.414806813,-0.431123555,-0.452442974,-0.477351665,-0.495588809,-0.50801158,-0.522178829,-0.53785646,-0.555540502,-0.57328105,-0.59069103,-0.609170616,-0.627757013,-0.645386696,-0.661528051,-0.678194344,-0.695995569,-0.715171337,-0.813283145,-0.860038817,-0.913322508,-0.960772514,-0.991299987,-0.999948263,-0.991602302,-0.970222473,-0.942901373,-0.913799882,-0.886748075,-0.863818526,-0.845036149,-0.82858032,-0.811568141,-0.794124365,-0.775471509,-0.756106138,-0.696892321,-0.656643927,-0.615264177,-0.574254751,-0.531985939,-0.487112075,-0.442422718,-0.401759356,-0.371525973,-0.350498617,-0.341265321,-0.334885746,-0.320232689,-0.277707607,-0.046563145,0.279336601,0.40281561,0.377718836,0.233351022,0.043233894,-0.103553675,-0.136619076,-0.126656041,-0.082336724,-0.024758106,0.009186766,0.021954115,0.025976509,0.022975482,0.030952429,0.032533299,0.030643346,0.012071229,-0.022171739,-0.061364371,-0.102367207
273,273,NYK09C,-0.992120445,-0.991628289,-0.989188492,-0.984347403,-0.978571594,-0.974332809,-0.971430898,-0.969373286,-0.968054235,-0.967203856,-0.966358244,-0.965294957,-0.963649035,-0.961802125,-0.959984541,-0.958295345,-0.956814528,-0.955901146,-0.955756366,-0.956534863,-0.956135035,-0.968995929,-0.985759258,-0.998398066,-0.997522593,-0.982217193,-0.952183366,-0.921767175,-0.898982525,-0.883922815,-0.873538911,-0.864289403,-0.853279769,-0.840867817,-0.827315867,-0.811181545,-0.793402791,-0.773810565,-0.706212699,-0.660120845,-0.613664627,-0.568807304,-0.526266754,-0.484403908,-0.446268797,-0.41665861,-0.398417979,-0.387235761,-0.377964526,-0.367264569,-0.357089072,-0.291081548,-0.127254128,0.136805192,0.315361112,0.356559664,0.249632195,0.080476336,-0.078351609,-0.134980246,-0.144385457,-0.11150267,-0.05217867,-0.00718388,0.012792866,0.01219782,0.006550178,0.010935716,0.0075682,0.008061949,-0.008064095,-0.038255326,-0.075721823,-0.112544872
274,274,NYK19C,-0.881005168,-0.906139314,-0.913796842,-0.9174909,-0.921325028,-0.930076897,-0.942957222,-0.959203959,-0.973354161,-0.983336151,-0.990245581,-0.994853973,-0.997697055,-0.999091208,-0.99966675,-0.999864399,-0.999906123,-0.999856114,-0.99969238,-0.999325156,-0.991838813,-0.982508719,-0.971589386,-0.950349808,-0.931899607,-0.921557844,-0.918187499,-0.918582916,-0.918092132,-0.914101183,-0.907120407,-0.898593485,-0.887474179,-0.874348879,-0.858687103,-0.83987391,-0.818137527,-0.794632435,-0.711809754,-0.652922094,-0.600232363,-0.553751409,-0.511112332,-0.473698497,-0.444770157,-0.423128843,-0.40507558,-0.385711908,-0.363626301,-0.342619002,-0.324488997,-0.270435721,-0.15783,0.002936987,0.212488368,0.310048103,0.253852904,0.109736398,-0.042714622,-0.128675714,-0.152671233,-0.13475582,-0.079426378,-0.024927808,0.003042844,-0.001122864,-0.008073155,-0.011618742,-0.016774496,-0.016650058,-0.029407466,-0.055132229,-0.089983329,-0.123394527
275,275,NYK10C,-0.712495327,-0.774359226,-0.811624825,-0.814704061,-0.808084249,-0.811100006,-0.826540709,-0.837797523,-0.844026327,-0.848575354,-0.854219496,-0.861711085,-0.870446503,-0.879247606,-0.887529671,-0.894798636,-0.901459098,-0.907943606,-0.914211392,-0.920161664,-0.933005631,-0.95225805,-0.97082442,-0.97790271,-0.981806934,-0.982389629,-0.97971648,-0.973746419,-0.964407682,-0.952016473,-0.937872112,-0.923001528,-0.906350374,-0.887557566,-0.86635077,-0.843570471,-0.820914388,-0.798830688,-0.731156766,-0.681829512,-0.630984724,-0.579723299,-0.527648866,-0.475945741,-0.427284122,-0.383279681,-0.347394466,-0.322823495,-0.305839449,-0.291056693,-0.275700837,-0.230787724,-0.084262863,0.143862158,0.332441092,0.384838462,0.293697387,0.135257825,-0.030277543,-0.102113441,-0.127609551,-0.109680235,-0.053194828,-0.00603425,0.013410555,0.0082255,0.000985773,0.002370983,-0.002329021,-0.001541527,-0.01478967,-0.044283837,-0.081469893,-0.119300604
276,276,NYK20C,-0.949411869,-0.957232237,-0.962642789,-0.960036099,-0.950440526,-0.932783127,-0.908182979,-0.878264785,-0.846178114,-0.814692318,-0.785302937,-0.760858417,-0.743975878,-0.733658493,-0.72718817,-0.722885311,-0.726573169,-0.737463653,-0.750220478,-0.759881437,-0.75416708,-0.814261258,-0.87556541,-0.920599341,-0.949518919,-0.965578139,-0.972690582,-0.974772513,-0.973344684,-0.968455732,-0.959878206,-0.947443843,-0.931211531,-0.912289619,-0.89209938,-0.871224701,-0.849999189,-0.828298986,-0.759262383,-0.711282909,-0.659775853,-0.605625153,-0.550583482,-0.496437609,-0.44508338,-0.400115788,-0.361282229,-0.326523751,-0.297299594,-0.272565812,-0.255008757,-0.185147762,-0.046294499,0.150937289,0.348078936,0.410320491,0.330240399,0.182323962,0.015600915,-0.071927287,-0.112318382,-0.10613551,-0.051568188,-0.001297386,0.01597018,0.005721927,-0.004495995,-0.006099337,-0.010784091,-0.010409556,-0.0207878,-0.050524563,-0.087699287,-0.126890182
277,277,NYK30C,0.158987969,0.147056252,0.1072191,0.060025264,-0.003932378,-0.085560404,-0.177244917,-0.273193836,-0.364994675,-0.446781218,-0.517364025,-0.577260673,-0.626481235,-0.668255627,-0.712532818,-0.753187239,-0.782999098,-0.799093783,-0.812577963,-0.824832976,-0.852003396,-0.873780072,-0.888859093,-0.900946259,-0.915305436,-0.930527449,-0.942575276,-0.949701667,-0.951602519,-0.94825691,-0.940703452,-0.929589748,-0.915632725,-0.89912951,-0.880366266,-0.859593332,-0.838255465,-0.815840483,-0.739606738,-0.683611989,-0.62938571,-0.579271317,-0.533759117,-0.493302405,-0.45864132,-0.43146956,-0.406322271,-0.376529992,-0.343538105,-0.31206274,-0.289525568,-0.240690261,-0.157082692,-0.082872756,0.110029779,0.239913344,0.242083088,0.132669017,-0.002666144,-0.11572022,-0.153337538,-0.149872124,-0.104696609,-0.044686366,-0.009322182,-0.013540721,-0.021640908,-0.034813911,-0.03961638,-0.042277042,-0.051577948,-0.0728328,-0.103438906,-0.13484253
278,278,NYK29C,-0.975818515,-0.977201164,-0.979865193,-0.983679891,-0.98760426,-0.99145776,-0.994827211,-0.997165263,-0.998631537,-0.999556839,-0.999967575,-0.99991256,-0.99960953,-0.999291956,-0.998833358,-0.998067558,-0.99685967,-0.994980156,-0.992003083,-0.98776108,-0.957397759,-0.934959292,-0.901595354,-0.882413328,-0.87702924,-0.879414022,-0.885057986,-0.889572442,-0.89196831,-0.891175807,-0.887758255,-0.881046534,-0.870018363,-0.854323626,-0.835746646,-0.814159393,-0.790309191,-0.764892101,-0.681539774,-0.623719931,-0.569924891,-0.525105417,-0.491000295,-0.466759235,-0.450209051,-0.435035706,-0.418126881,-0.39930433,-0.377560794,-0.354717523,-0.331380665,-0.291407943,-0.225483522,-0.129123509,0.055864949,0.187062785,0.189245865,0.075727053,-0.052564617,-0.147505015,-0.169274449,-0.153241888,-0.104770109,-0.047910374,-0.011650211,-0.01110093,-0.016553989,-0.026399318,-0.031443331,-0.033867948,-0.045576904,-0.066814117,-0.097456172,-0.127647385
279,279,NYK28C,-0.743298113,-0.744482875,-0.741807818,-0.746087551,-0.754910529,-0.761552513,-0.770445764,-0.783727705,-0.798990309,-0.815412581,-0.833012342,-0.851559579,-0.871273875,-0.891198635,-0.910016418,-0.927040756,-0.942340314,-0.955876291,-0.967743933,-0.978336394,-0.98618871,-0.999907613,-0.989104688,-0.954717517,-0.909656346,-0.866419911,-0.839748621,-0.816990912,-0.801876843,-0.793019652,-0.789244652,-0.788070798,-0.786882579,-0.783373475,-0.774901271,-0.761929691,-0.746046662,-0.72695899,-0.656724274,-0.608069897,-0.56431365,-0.526549697,-0.494668275,-0.470804423,-0.457133025,-0.450555384,-0.447018385,-0.441236079,-0.433757931,-0.426288635,-0.419383079,-0.358219475,-0.306391925,-0.187178016,-0.013436064,0.126970351,0.125973478,0.00941397,-0.104037188,-0.182422429,-0.187082931,-0.154965565,-0.102187909,-0.047406215,-0.012083387,-0.007453285,-0.011447331,-0.017955204,-0.021819202,-0.024480909,-0.038913585,-0.061017171,-0.091960169,-0.121245466
280,280,NYK27C,-0.864287674,-0.866427958,-0.865243733,-0.863143086,-0.866805136,-0.873121023,-0.879062295,-0.884739935,-0.890872598,-0.89646107,-0.901906013,-0.907868624,-0.913328528,-0.918597579,-0.924301744,-0.93060112,-0.937503278,-0.945542037,-0.954668283,-0.964110374,-0.958055556,-0.987986326,-0.999998868,-0.985674381,-0.943874776,-0.890725076,-0.846342981,-0.816613078,-0.801841915,-0.78866452,-0.779230356,-0.771572351,-0.764967382,-0.759263933,-0.753184855,-0.745172858,-0.734322369,-0.72077179,-0.671724737,-0.635761619,-0.600873113,-0.566491544,-0.532869518,-0.504048705,-0.482255548,-0.470752865,-0.465895772,-0.463518471,-0.45974794,-0.455509663,-0.453239262,-0.413823605,-0.284316361,-0.07518287,0.130416632,0.22458382,0.139423206,-0.021112455,-0.146469012,-0.197496384,-0.188206077,-0.137624443,-0.073571816,-0.021699784,0.004854811,0.008278427,0.003285553,0.005234845,0.004053971,0.002509027,-0.015142967,-0.043711711,-0.079195365,-0.11102239
281,281,NYK26C,-0.703666568,-0.725556612,-0.746399701,-0.759522915,-0.761673987,-0.761865914,-0.762037992,-0.764899492,-0.769943774,-0.777357578,-0.786799431,-0.797409177,-0.809366941,-0.821905553,-0.834105432,-0.846297204,-0.859472334,-0.873661995,-0.888348937,-0.903542042,-0.948066592,-0.985071838,-0.999997377,-0.984946609,-0.945345104,-0.893766344,-0.846033096,-0.809756994,-0.78681004,-0.77342099,-0.765088499,-0.755051434,-0.745785296,-0.737278461,-0.730562329,-0.72513938,-0.720441997,-0.714880943,-0.689739406,-0.668224752,-0.640470862,-0.609088838,-0.578104317,-0.548283458,-0.523118794,-0.5038082,-0.495360821,-0.493864954,-0.492553324,-0.489094734,-0.487040848,-0.439014286,-0.205834419,0.087327123,0.278941214,0.289184362,0.134778261,-0.058187414,-0.183223844,-0.202951655,-0.180079132,-0.114433736,-0.044221669,0.001228006,0.020062443,0.024727359,0.020204989,0.028283551,0.030653356,0.027787598,0.008201419,-0.02741104,-0.06551116,-0.100997478
282,282,NYK18C,-0.82472527,-0.827484846,-0.83232677,-0.835561275,-0.838014305,-0.841383994,-0.846197724,-0.850065112,-0.852835834,-0.854973972,-0.857306778,-0.859957099,-0.863574624,-0.868578315,-0.875013411,-0.882313311,-0.890225112,-0.89855212,-0.906956494,-0.915335119,-0.930054367,-0.958667994,-0.984077334,-0.999201298,-0.992226362,-0.959521472,-0.922077537,-0.886698186,-0.86346364,-0.849340677,-0.84048599,-0.832498729,-0.824038744,-0.815111279,-0.803997159,-0.79109019,-0.775929391,-0.757723451,-0.693031132,-0.64897126,-0.605702937,-0.564128041,-0.524980783,-0.487736613,-0.45636481,-0.433708966,-0.422524095,-0.41493088,-0.406855047,-0.398292691,-0.390965521,-0.334939659,-0.220315441,-0.027826207,0.174208015,0.269912332,0.20239225,0.049525648,-0.092882223,-0.16261065,-0.170076609,-0.136617422,-0.077585049,-0.02520667,0.002504974,0.002756028,-0.002715735,-0.003134158,-0.0070487,-0.007155747,-0.02271043,-0.049213223,-0.084369056,-0.116815664
283,283,NYK17C,-0.559997559,-0.537400007,-0.540868223,-0.554161549,-0.571513832,-0.581365407,-0.587628722,-0.594264507,-0.601378858,-0.608060956,-0.613484621,-0.618067205,-0.622610211,-0.628879905,-0.636898041,-0.646979809,-0.659162998,-0.673287868,-0.690202653,-0.709657013,-0.758175433,-0.831934631,-0.907749772,-0.968078613,-0.997370064,-0.995220184,-0.96801126,-0.926121533,-0.885449231,-0.848713219,-0.825284421,-0.811390519,-0.800892115,-0.791751742,-0.780654311,-0.767648578,-0.7540465,-0.740307391,-0.700428545,-0.667720675,-0.63122648,-0.593034446,-0.555179954,-0.517777145,-0.479264557,-0.447181523,-0.426320136,-0.418292999,-0.414618701,-0.411207169,-0.405200243,-0.277707607,-0.046563145,0.279336601,0.40281561,0.377718836,0.233351022,0.043233894,-0.103553675,-0.136619076,-0.126656041,-0.082336724,-0.024758106,0.009186766,0.021954115,0.025976509,0.022975482,0.030952429,0.032533299,0.030643346,0.012071229,-0.022171739,-0.061364371,-0.102367207
284,284,NYK16C,-0.1571109,-0.13694413,-0.137872487,-0.145067498,-0.15588285,-0.167218044,-0.181636229,-0.201574475,-0.227767289,-0.255685329,-0.283859462,-0.309889287,-0.336544454,-0.364589065,-0.394949526,-0.428299636,-0.464379996,-0.50179553,-0.539724767,-0.578229666,-0.608931243,-0.731230497,-0.835247755,-0.917212725,-0.973064184,-0.998593688,-0.993381619,-0.96620512,-0.929451108,-0.892906666,-0.856124043,-0.823896229,-0.797393501,-0.77613014,-0.759241581,-0.744911432,-0.731752157,-0.718605459,-0.676142335,-0.64981395,-0.621775985,-0.588220477,-0.551949263,-0.515878737,-0.481703639,-0.446776718,-0.412241161,-0.385195583,-0.367019743,-0.353931159,-0.335401297,-0.215057567,0.094321176,0.405994594,0.469504625,0.377450407,0.203904063,-0.001659305,-0.114624634,-0.13159892,-0.100231767,-0.049324192,0.000327977,0.023072731,0.030010875,0.039544672,0.042227972,0.049344193,0.057359818,0.051688667,0.03085806,-0.006317724,-0.047222838,-0.092272356
285,285,NYK15C,-0.24469991,-0.274163157,-0.288732201,-0.304111302,-0.309551448,-0.3059012,-0.293434829,-0.272146702,-0.246385455,-0.223504052,-0.204280764,-0.189761579,-0.17785871,-0.165851459,-0.154193893,-0.1432008,-0.134470671,-0.128978342,-0.126479372,-0.127047673,-0.093830071,-0.163233787,-0.260608554,-0.351356119,-0.426123857,-0.484676272,-0.528098822,-0.563668311,-0.594868124,-0.622167826,-0.645579159,-0.6642102,-0.678052127,-0.68694526,-0.694405258,-0.703722596,-0.710910738,-0.718757987,-0.73409462,-0.737674057,-0.735539019,-0.728505611,-0.715347767,-0.699405313,-0.682906806,-0.668344319,-0.660585821,-0.657584727,-0.649817944,-0.6373505,-0.62267971,-0.511030138,-0.249130487,0.032795183,0.251291335,0.245889321,0.063048869,-0.139283434,-0.240917027,-0.237812549,-0.19981131,-0.117760152,-0.037227523,0.010111787,0.028116249,0.032373406,0.028962526,0.037863173,0.042642921,0.03859625,0.017140176,-0.022246584,-0.06098076,-0.095334157
286,286,NYK14C,0.725977123,0.70756942,0.687504351,0.666807055,0.649971426,0.63505131,0.61586678,0.590939224,0.559580743,0.522034705,0.478345245,0.429814398,0.377557039,0.32322377,0.268155456,0.214063466,0.162209079,0.112811141,0.066126131,0.022777645,0.016266495,-0.085747346,-0.164582163,-0.240723342,-0.325354844,-0.412801057,-0.487796545,-0.542218924,-0.58064121,-0.602176428,-0.614824474,-0.623740435,-0.629715979,-0.635477781,-0.641884744,-0.6450665,-0.648200214,-0.651682019,-0.662815094,-0.66485101,-0.664885938,-0.660140157,-0.653248847,-0.647254765,-0.648465216,-0.654317081,-0.65659678,-0.655160785,-0.653887093,-0.65494442,-0.652578712,-0.584321976,-0.393743187,-0.246795356,0.001255663,0.103805751,-0.019899875,-0.189685032,-0.264279157,-0.268956274,-0.226514712,-0.14158994,-0.060506709,-0.00524319,0.018993102,0.022129787,0.019018846,0.023321573,0.027839791,0.023640966,0.002225548,-0.03353006,-0.070082299,-0.100290358
287,287,NYK13C,-0.557714224,-0.532615304,-0.505104661,-0.473598748,-0.434264421,-0.381612062,-0.317797273,-0.24808228,-0.175017923,-0.102320962,-0.03369138,0.028065246,0.080597773,0.122829273,0.154561132,0.176592559,0.189694405,0.194960997,0.192842633,0.18419151,0.158217743,0.070388861,-0.062240314,-0.211378112,-0.340640426,-0.426359177,-0.473598331,-0.504363537,-0.524978578,-0.537905574,-0.543135703,-0.542375565,-0.538225472,-0.533703685,-0.530532837,-0.525604427,-0.523313403,-0.523997724,-0.541816592,-0.55443114,-0.565575063,-0.577160358,-0.595807135,-0.617199183,-0.636846781,-0.652383387,-0.665807545,-0.679013431,-0.688930035,-0.692456365,-0.691208601,-0.679312825,-0.651067674,-0.703935325,-0.650580227,-0.434246391,-0.325705826,-0.322376877,-0.300319076,-0.30427143,-0.25462836,-0.171008557,-0.10487207,-0.048148993,-0.012596186,-0.000618847,-0.00124255,-0.006893254,-0.0034081,-0.012380911,-0.031545561,-0.058576565,-0.085026152,-0.110414609
288,288,NYK12C,0.921335042,0.901575804,0.871572554,0.836216748,0.795043766,0.748821795,0.695673883,0.636652648,0.573347151,0.505946636,0.43548581,0.365392208,0.297653317,0.234334812,0.176723033,0.12458688,0.077565797,0.035137247,-0.003125575,-0.037812904,-0.078298368,-0.18352665,-0.261626482,-0.326185942,-0.387384802,-0.441580504,-0.483202666,-0.509367764,-0.516600549,-0.50969255,-0.495825082,-0.476681769,-0.458254188,-0.438125938,-0.422892511,-0.413760662,-0.409354657,-0.408250213,-0.414658427,-0.423262984,-0.434315979,-0.451452941,-0.473821521,-0.50070107,-0.527961731,-0.55584389,-0.583196521,-0.60671109,-0.623040617,-0.635838151,-0.649063766,-0.734878659,-0.751430213,-0.83084631,-0.833716571,-0.702245176,-0.529842496,-0.401999086,-0.326573551,-0.305870324,-0.257621408,-0.179236904,-0.124626622,-0.073095314,-0.034732658,-0.013350718,-0.014172946,-0.022363618,-0.021550806,-0.03252615,-0.04928109,-0.071534194,-0.091625184,-0.114787348
289,289,NYK11C,-0.955918014,-0.945535243,-0.940964282,-0.937027097,-0.93245095,-0.927937329,-0.922330797,-0.913701355,-0.900904477,-0.883512855,-0.861835301,-0.835174382,-0.803380609,-0.767147958,-0.728224814,-0.688050568,-0.647617757,-0.609570324,-0.575229704,-0.545002103,-0.532488942,-0.473713189,-0.42699936,-0.385316581,-0.341573447,-0.306782007,-0.276203156,-0.243457168,-0.210868672,-0.182924062,-0.162515387,-0.147110954,-0.133923247,-0.123653829,-0.11545001,-0.108745068,-0.10450384,-0.10217724,-0.125010312,-0.176347554,-0.245865747,-0.316325933,-0.383572549,-0.446751773,-0.508757889,-0.563669264,-0.613085747,-0.660644352,-0.706884384,-0.746573985,-0.781047821,-0.798545897,-0.828284681,-0.905400932,-0.920161426,-0.863026381,-0.715349913,-0.492961407,-0.358869374,-0.299317151,-0.251524389,-0.185896754,-0.141802579,-0.098657943,-0.059713021,-0.028797371,-0.028002329,-0.037084807,-0.041175079,-0.052788418,-0.067627661,-0.084143601,-0.098384857,-0.117938429
290,290,NYK21C,-0.91411221,-0.927256584,-0.939503372,-0.937644482,-0.92879039,-0.915644348,-0.898806572,-0.879237056,-0.856805861,-0.830196679,-0.798448443,-0.7604388,-0.716003716,-0.665681779,-0.611343503,-0.554948151,-0.500447392,-0.450546443,-0.408972442,-0.377382398,-0.407458037,-0.35209465,-0.340195447,-0.331819743,-0.318234205,-0.307176828,-0.287688643,-0.264105797,-0.239180252,-0.214297041,-0.194425941,-0.177683681,-0.168324828,-0.165070817,-0.16553992,-0.167794138,-0.170591578,-0.17298989,-0.183860615,-0.205381066,-0.239928156,-0.279494107,-0.317840666,-0.352395892,-0.387371182,-0.426031113,-0.46696502,-0.5071854,-0.546958625,-0.585361481,-0.624398232,-0.697321713,-0.751898825,-0.810295582,-0.834111452,-0.760604143,-0.586748898,-0.384956628,-0.292929024,-0.25958249,-0.231203869,-0.185144246,-0.150644794,-0.110631898,-0.069980986,-0.036075067,-0.03556899,-0.04591272,-0.053210542,-0.064265668,-0.076092206,-0.088576816,-0.102374084,-0.122503452
291,291,NYK22C,0.761540413,0.769820571,0.772276402,0.769234538,0.761184275,0.746863425,0.731468022,0.713367224,0.685169399,0.647402287,0.604144275,0.553288519,0.492863923,0.421656966,0.341331214,0.254961491,0.164943129,0.073746338,-0.014856181,-0.098821647,-0.189344421,-0.318802387,-0.404795438,-0.448993236,-0.470631719,-0.48546958,-0.489490002,-0.480929345,-0.475936502,-0.463445157,-0.449078888,-0.434164345,-0.420731664,-0.410707891,-0.403717965,-0.397932917,-0.393447965,-0.388971418,-0.371007055,-0.356428683,-0.350558668,-0.360969424,-0.378732115,-0.396410882,-0.415456861,-0.438428551,-0.462556332,-0.483280927,-0.499494076,-0.515760303,-0.53268528,-0.519496381,-0.58612591,-0.575696468,-0.576665342,-0.43044591,-0.257842094,-0.193921223,-0.200606689,-0.228960916,-0.218258187,-0.177869022,-0.140455067,-0.093745098,-0.051616523,-0.026453421,-0.028719204,-0.039774802,-0.045257278,-0.054331154,-0.065854214,-0.080806419,-0.100125968,-0.124268465
292,292,NYK24C,0.116101488,0.123954527,0.119721241,0.105173662,0.087705463,0.064634688,0.035967134,0.008352095,-0.015977331,-0.039741449,-0.06225102,-0.084311798,-0.102041103,-0.116621733,-0.128414452,-0.137611687,-0.145894229,-0.154512599,-0.164545,-0.176782176,-0.156652018,-0.266711563,-0.402319312,-0.519975841,-0.598175466,-0.642556012,-0.661151052,-0.664604664,-0.662963092,-0.658149123,-0.654534817,-0.64822942,-0.64165473,-0.633762896,-0.627437055,-0.621669173,-0.615520716,-0.608363986,-0.58097136,-0.559472263,-0.537531674,-0.518456995,-0.507469356,-0.505967438,-0.513310313,-0.5222525,-0.530436039,-0.537782729,-0.544421434,-0.548286021,-0.546716094,-0.540447235,-0.454736292,-0.374371707,-0.199230298,-0.025471229,-0.042242739,-0.155857489,-0.218563899,-0.254807711,-0.224466726,-0.156692296,-0.091356426,-0.035565656,-0.003441955,0.003955505,0.001363666,-0.001103075,0.000945004,-0.004565374,-0.023106815,-0.050665762,-0.082280643,-0.110514604
293,293,NYK25C,0.490783036,0.475301892,0.449318945,0.416332185,0.375811607,0.334937423,0.292098671,0.246918038,0.197494745,0.141203329,0.078969814,0.01114289,-0.06026325,-0.13088347,-0.197540313,-0.258549452,-0.312982678,-0.359206468,-0.396425098,-0.426144361,-0.429739714,-0.462915838,-0.495336801,-0.532659292,-0.578387916,-0.62399292,-0.656899393,-0.675397515,-0.680723369,-0.677613556,-0.672816396,-0.66972506,-0.664703906,-0.66140914,-0.657866716,-0.653930783,-0.650959074,-0.647512257,-0.628493905,-0.610949278,-0.593277633,-0.575526059,-0.558421731,-0.546724439,-0.544971526,-0.550278127,-0.554796219,-0.556586504,-0.559215724,-0.563025713,-0.56360209,-0.501524329,-0.334194422,-0.145941168,0.076980323,0.170760497,0.066001475,-0.101801313,-0.203588009,-0.232889861,-0.206737727,-0.138882294,-0.068109348,-0.015061437,0.010411941,0.014738892,0.010541871,0.013925969,0.01586362,0.012701559,-0.006643636,-0.038567662,-0.074432768,-0.105681032
294,294,NYK23C,0.824261725,0.834857523,0.82550019,0.807611823,0.790660203,0.772696972,0.750944853,0.727004051,0.700581551,0.6709764,0.638482213,0.60207969,0.559718251,0.5097422,0.45210126,0.387124538,0.314976007,0.237585828,0.157044306,0.075482182,-0.046371426,-0.262990355,-0.386962742,-0.449346423,-0.494805455,-0.530935585,-0.557409048,-0.570818722,-0.568350911,-0.560201466,-0.545606256,-0.529123902,-0.512964249,-0.499355704,-0.48910886,-0.481925726,-0.475732058,-0.469816774,-0.449488699,-0.432072341,-0.417406201,-0.413746983,-0.422270179,-0.438684165,-0.45749709,-0.477006823,-0.497117549,-0.516164422,-0.528964877,-0.537571669,-0.547853291,-0.474624634,-0.491111636,-0.434379965,-0.353991836,-0.173185721,-0.084875301,-0.125900164,-0.175889671,-0.228643179,-0.215610296,-0.168758184,-0.120003618,-0.067867912,-0.028757095,-0.013815353,-0.016066726,-0.024487345,-0.02708834,-0.033988517,-0.04834808,-0.068126947,-0.093700469,-0.120252855
295,295,NYK077C,-0.286728084,-0.285540849,-0.280570477,-0.30054155,-0.307039022,-0.304664612,-0.306925297,-0.317398071,-0.334853888,-0.354945511,-0.375877827,-0.399468213,-0.422812134,-0.446106344,-0.470478505,-0.49529773,-0.521713734,-0.549501419,-0.578148484,-0.607106566,-0.624959886,-0.733088374,-0.829627693,-0.908158123,-0.963425875,-0.994074941,-0.998642027,-0.979181349,-0.945286334,-0.908564985,-0.870942175,-0.837067723,-0.80668211,-0.778642893,-0.752815604,-0.728908896,-0.70745939,-0.688009918,-0.639347374,-0.614270985,-0.587572217,-0.555956841,-0.522854805,-0.492233753,-0.462274313,-0.427690417,-0.3906326,-0.353515267,-0.31828618,-0.286857605,-0.256947279,-0.033412587,0.271522611,0.488351524,0.501457453,0.402870148,0.254390419,0.077226594,-0.026712729,-0.05793583,-0.03397708,-0.003970048,0.017225757,0.024694229,0.027324287,0.037717603,0.046110876,0.049074393,0.056622874,0.050913636,0.029832141,-0.00198713,-0.044556554,-0.093659408
296,296,NYK300C,0.158987969,0.147056252,0.1072191,0.060025264,-0.003932378,-0.085560404,-0.177244917,-0.273193836,-0.364994675,-0.446781218,-0.517364025,-0.577260673,-0.626481235,-0.668255627,-0.712532818,-0.753187239,-0.782999098,-0.799093783,-0.812577963,-0.824832976,-0.852003396,-0.873780072,-0.888859093,-0.900946259,-0.915305436,-0.930527449,-0.942575276,-0.949701667,-0.951602519,-0.94825691,-0.940703452,-0.929589748,-0.915632725,-0.89912951,-0.880366266,-0.859593332,-0.838255465,-0.815840483,-0.739606738,-0.683611989,-0.62938571,-0.579271317,-0.533759117,-0.493302405,-0.45864132,-0.43146956,-0.406322271,-0.376529992,-0.343538105,-0.31206274,-0.289525568,-0.240690261,-0.157082692,-0.082872756,0.110029779,0.239913344,0.242083088,0.132669017,-0.002666144,-0.11572022,-0.153337538,-0.149872124,-0.104696609,-0.044686366,-0.009322182,-0.013540721,-0.021640908,-0.034813911,-0.03961638,-0.042277042,-0.051577948,-0.0728328,-0.103438906,-0.13484253
