OBJECTID_1,OBJECTID,PadID,wnes_9m,wnes_15m,wnes_21m,wnes_27m,wnes_33m,wnes_39m,wnes_45m,wnes_51m,wnes_57m,wnes_63m,wnes_69m,wnes_75m,wnes_81m,wnes_87m,wnes_93m,wnes_99m,wnes_105m,wnes_111m,wnes_117m,wnes_123m,wnes_130m,wnes_150m,wnes_170m,wnes_190m,wnes_210m,wnes_230m,wnes_250m,wnes_270m,wnes_290m,wnes_310m,wnes_330m,wnes_350m,wnes_370m,wnes_390m,wnes_410m,wnes_430m,wnes_450m,wnes_470m,wnes_530m,wnes_570m,wnes_610m,wnes_650m,wnes_690m,wnes_730m,wnes_770m,wnes_810m,wnes_850m,wnes_890m,wnes_930m,wnes_970m,wnes_1010m,wnes_1110m,wnes_1290m,wnes_1470m,wnes_1650m,wnes_1830m,wnes_2010m,wnes_2190m,wnes_2370m,wnes_2550m,wnes_2730m,wnes_2910m,wnes_3090m,wnes_3270m,wnes_3450m,wnes_3630m,wnes_3810m,wnes_3990m,wnes_4170m,wnes_4350m,wnes_4530m,wnes_4710m,wnes_4890m,wnes_5070m
26,26,ARM03Cv,0.425260842,0.403551459,0.3627671,0.304222643,0.22689791,0.133730263,0.036094766,-0.055313043,-0.13530378,-0.1957656,-0.236019626,-0.260280997,-0.272105545,-0.274396807,-0.269787133,-0.259980112,-0.246507019,-0.2307868,-0.213983476,-0.196829766,-0.183205456,-0.13070254,-0.098250456,-0.093241759,-0.126804814,-0.175566137,-0.227671966,-0.280313879,-0.3345792,-0.381581008,-0.429507196,-0.467345536,-0.495110422,-0.515455067,-0.530903637,-0.542865038,-0.553364635,-0.562862575,-0.59189105,-0.619630039,-0.64888221,-0.674741089,-0.690963387,-0.701164663,-0.712440133,-0.725260377,-0.736464202,-0.745585918,-0.749217391,-0.742119551,-0.719049513,-0.658241749,-0.40331921,-0.326313496,-0.365329176,-0.393659055,-0.449100196,-0.518407881,-0.60054332,-0.663127124,-0.702027023,-0.729318321,-0.759005547,-0.78998816,-0.818140686,-0.838387787,-0.855114341,-0.874013066,-0.888005614,-0.89316684,-0.893100202,-0.891168356,-0.890656352,-0.889302969
27,27,WHI17Tv,-0.990879536,-0.979148686,-0.974091947,-0.973053873,-0.973607063,-0.974492848,-0.976042092,-0.978530705,-0.981229007,-0.98436743,-0.987665236,-0.99051559,-0.993003964,-0.995347679,-0.997369826,-0.998928547,-0.999845564,-0.999916911,-0.998989165,-0.996839941,-0.991645455,-0.966350436,-0.92497319,-0.872175276,-0.821145833,-0.788505793,-0.776128769,-0.784137845,-0.795352697,-0.803873122,-0.811929762,-0.818901837,-0.823724449,-0.826284587,-0.827364624,-0.827412009,-0.82693857,-0.826149464,-0.829169452,-0.833509326,-0.840524375,-0.855384886,-0.87959218,-0.909173071,-0.937440932,-0.960750163,-0.978340864,-0.990594566,-0.997604251,-0.999975085,-0.998835862,-0.988729239,-0.949541509,-0.90548569,-0.820035279,-0.684973121,-0.386796862,0.011023016,0.109298855,0.123314597,0.104493327,0.041428227,-0.007757511,-0.014383102,-0.016112389,-0.008713775,-0.022415949,-0.07325618,-0.147086099,-0.219822273,-0.292241663,-0.354075462,-0.410371482,-0.462389976
28,28,WHI16Tv,-0.950698853,-0.970535338,-0.977761984,-0.982919455,-0.986325741,-0.988119006,-0.990115464,-0.991872072,-0.993384719,-0.995024681,-0.996733606,-0.998209715,-0.999286175,-0.999888897,-0.999955058,-0.99935174,-0.997931242,-0.995534599,-0.992115319,-0.987631142,-0.970164001,-0.936829031,-0.894871116,-0.853264868,-0.819434464,-0.793604076,-0.777091563,-0.775484502,-0.776431203,-0.776335478,-0.777120411,-0.778369069,-0.780578434,-0.783374071,-0.785803199,-0.788080633,-0.791181803,-0.794457853,-0.805202961,-0.815588117,-0.828751683,-0.844111502,-0.867704511,-0.897403479,-0.927310228,-0.953347623,-0.973999977,-0.988491952,-0.996878386,-0.999907911,-0.999154866,-0.988729239,-0.949541509,-0.90548569,-0.820035279,-0.684973121,-0.386796862,0.011023016,0.109298855,0.123314597,0.104493327,0.041428227,-0.007757511,-0.014383102,-0.016112389,-0.008713775,-0.022415949,-0.07325618,-0.147086099,-0.219822273,-0.292241663,-0.354075462,-0.410371482,-0.462389976
29,29,WOR30Cv,0.650027335,0.615176201,0.592057168,0.566469729,0.537893355,0.505690038,0.469199091,0.431332141,0.392296523,0.351379156,0.30994004,0.267749488,0.226934254,0.18818973,0.150201946,0.114645518,0.086488016,0.048530538,0.013890729,-0.009322552,-0.105433166,-0.108847819,-0.141859949,-0.163197815,-0.172118396,-0.17816852,-0.193071902,-0.204424426,-0.206637889,-0.204378217,-0.195184559,-0.171784297,-0.125926197,-0.064758055,0.001576379,0.062313408,0.10934969,0.145581737,0.147473931,0.084185816,0.013128217,-0.040453404,-0.074780971,-0.093453377,-0.103221104,-0.11346449,-0.128118306,-0.143334717,-0.160822064,-0.183307528,-0.206990242,-0.263685524,-0.375721902,-0.489027143,-0.642164052,-0.784941435,-0.893463314,-0.967134774,-0.998287439,-0.996576369,-0.986596227,-0.979276419,-0.974086523,-0.969135582,-0.968260586,-0.970550537,-0.974941969,-0.980222762,-0.987188518,-0.993463039,-0.997729719,-0.999557853,-0.999998629,-0.999769092
30,30,ARM02Cv,0.48118782,0.461982995,0.442578167,0.411562592,0.367941529,0.310680956,0.23789677,0.14981088,0.054315366,-0.038787451,-0.120113105,-0.183564395,-0.227309078,-0.252674311,-0.26180321,-0.257471114,-0.243539378,-0.224069074,-0.202192515,-0.181790292,-0.197996423,-0.213572159,-0.232722476,-0.238142893,-0.235294625,-0.246729285,-0.277853966,-0.322028756,-0.371667325,-0.414408594,-0.445855051,-0.470209897,-0.491053492,-0.509384811,-0.524593174,-0.536767304,-0.546863019,-0.556819618,-0.591024399,-0.616784155,-0.646746993,-0.681110501,-0.713415325,-0.73912853,-0.757219732,-0.770265639,-0.77980113,-0.786193848,-0.786819875,-0.782496154,-0.771948814,-0.677351892,-0.462238818,-0.380279183,-0.395023793,-0.398787111,-0.44796592,-0.510183752,-0.586096764,-0.647950888,-0.686584115,-0.714368641,-0.73977536,-0.768020689,-0.798912287,-0.818478644,-0.831539035,-0.852104247,-0.871110559,-0.880618393,-0.882157445,-0.881980777,-0.884105861,-0.884904027
31,31,ARM17Cv,0.401744902,0.391424477,0.381993443,0.369359732,0.356191128,0.341908455,0.326428801,0.309382558,0.292248517,0.275988936,0.261333346,0.248210043,0.236531183,0.225857869,0.214809746,0.201937675,0.185910627,0.165722653,0.140932515,0.111783706,0.071264677,-0.056827594,-0.172660306,-0.25975588,-0.331137747,-0.394392133,-0.444228768,-0.503663003,-0.556331158,-0.595774412,-0.625256598,-0.648150265,-0.665339053,-0.676662803,-0.682765722,-0.684603035,-0.684298873,-0.683815777,-0.685411274,-0.68470782,-0.679940701,-0.675412297,-0.672395945,-0.671802282,-0.670105636,-0.665011823,-0.65723139,-0.64176774,-0.616811752,-0.584287345,-0.544816375,-0.368941367,-0.138675824,-0.182614535,-0.319271266,-0.40960449,-0.482351005,-0.560280025,-0.627152979,-0.674432039,-0.706655324,-0.728777349,-0.750471413,-0.78083545,-0.814231813,-0.834986567,-0.848896086,-0.865852475,-0.880368173,-0.887295008,-0.887152255,-0.886316657,-0.88494724,-0.882597566
32,32,ARM19Cv,-0.642091513,-0.618775725,-0.579162478,-0.517518878,-0.435047507,-0.336248368,-0.233185604,-0.134640783,-0.047198918,0.025053101,0.0811003,0.121957116,0.150076896,0.167638808,0.176132753,0.176736817,0.170736581,0.159513369,0.144505456,0.127005741,0.104082167,0.043275502,-0.053731702,-0.206751376,-0.351581901,-0.459717691,-0.525351286,-0.560463488,-0.581193328,-0.597736359,-0.611827374,-0.623440385,-0.631919324,-0.636948764,-0.6404531,-0.644468904,-0.64848119,-0.652249336,-0.665773928,-0.680165172,-0.697681546,-0.715362608,-0.733026147,-0.748159051,-0.758219361,-0.761279821,-0.7574265,-0.750987887,-0.745583534,-0.738326967,-0.726190388,-0.684659183,-0.488805234,-0.403868467,-0.411206633,-0.410912782,-0.450915068,-0.508659601,-0.582145393,-0.64262563,-0.680560589,-0.705947161,-0.730965793,-0.759484828,-0.789211273,-0.809097886,-0.821809828,-0.841233432,-0.862020731,-0.873498559,-0.876173794,-0.877314746,-0.880586684,-0.882185161
33,33,ARM27Cv,-0.993971884,-0.99504447,-0.99609673,-0.996993601,-0.997818649,-0.998698533,-0.999483228,-0.999927461,-0.999975026,-0.99968189,-0.999090731,-0.998274982,-0.997462571,-0.996879578,-0.996558785,-0.996303856,-0.995208979,-0.993343115,-0.992029071,-0.992975533,-0.998709559,-0.9992553,-0.996659219,-0.989432991,-0.976931214,-0.961938858,-0.945544779,-0.927332997,-0.906199694,-0.883446276,-0.862867415,-0.849597931,-0.841033101,-0.835571826,-0.831789911,-0.828717947,-0.825906336,-0.822522879,-0.806480885,-0.791134417,-0.772281706,-0.750858605,-0.728216469,-0.705006123,-0.679998934,-0.651093721,-0.61813575,-0.577568233,-0.528100669,-0.474741518,-0.417983949,-0.255025029,-0.125090986,-0.205433697,-0.335766941,-0.452237159,-0.516999841,-0.581608236,-0.62877357,-0.665278494,-0.692730665,-0.709852457,-0.727891564,-0.757670045,-0.78706336,-0.808856547,-0.823009789,-0.835405052,-0.852993309,-0.865145564,-0.869279921,-0.872524261,-0.873239815,-0.872428119
34,34,ARM28Cv,-0.999988377,-0.999985993,-0.999862432,-0.999555469,-0.999176621,-0.998881042,-0.998708844,-0.99874568,-0.999047101,-0.999548972,-0.999930561,-0.999976277,-0.999914169,-0.999948621,-0.999914587,-0.999328017,-0.997864604,-0.996174276,-0.994598925,-0.993540227,-0.988307536,-0.99364841,-0.998572171,-0.999736965,-0.99438411,-0.983077824,-0.968756437,-0.952440083,-0.93418622,-0.914431989,-0.896493018,-0.882387221,-0.873442471,-0.866283,-0.859535635,-0.853634357,-0.848476589,-0.843442023,-0.826208532,-0.80881983,-0.786978483,-0.762427747,-0.734528482,-0.70259136,-0.667223454,-0.629314542,-0.589430094,-0.542892456,-0.486537069,-0.425998122,-0.364157826,-0.255025029,-0.125090986,-0.205433697,-0.335766941,-0.452237159,-0.516999841,-0.581608236,-0.62877357,-0.665278494,-0.692730665,-0.709852457,-0.727891564,-0.757670045,-0.78706336,-0.808856547,-0.823009789,-0.835405052,-0.852993309,-0.865145564,-0.869279921,-0.872524261,-0.873239815,-0.872428119
35,35,ARM29Cv,-0.966481507,-0.97124213,-0.975252211,-0.979105949,-0.983079195,-0.987147689,-0.991372883,-0.995167255,-0.997879505,-0.99889636,-0.999184668,-0.999691188,-0.999799371,-0.997335613,-0.993139327,-0.988179803,-0.983696461,-0.980733097,-0.979343534,-0.97938168,-0.974198818,-0.983047187,-0.993826926,-0.999660254,-0.998153687,-0.990042269,-0.977318943,-0.962069333,-0.945577085,-0.928925633,-0.913721979,-0.901208282,-0.891893089,-0.883378386,-0.875354826,-0.868155599,-0.862089336,-0.856801569,-0.840936482,-0.824234188,-0.803004205,-0.778458714,-0.749191642,-0.714353621,-0.675590038,-0.636905611,-0.597294509,-0.55221504,-0.497798443,-0.437286705,-0.374832183,-0.255025029,-0.125090986,-0.205433697,-0.335766941,-0.452237159,-0.516999841,-0.581608236,-0.62877357,-0.665278494,-0.692730665,-0.709852457,-0.727891564,-0.757670045,-0.78706336,-0.808856547,-0.823009789,-0.835405052,-0.852993309,-0.865145564,-0.869279921,-0.872524261,-0.873239815,-0.872428119
36,36,ARM02Tv,-0.340152055,-0.344009608,-0.360961437,-0.395507038,-0.437696427,-0.482879311,-0.529001296,-0.574071646,-0.616319001,-0.653817832,-0.68662107,-0.715449214,-0.740695298,-0.762796819,-0.781857967,-0.797990024,-0.811297119,-0.822063625,-0.830499053,-0.836839259,-0.836835682,-0.835573554,-0.821135461,-0.803185046,-0.785615742,-0.77337867,-0.766370177,-0.763070226,-0.762654781,-0.765087724,-0.770266414,-0.77835995,-0.790728867,-0.806839108,-0.82581079,-0.847606301,-0.872211337,-0.897063971,-0.95793885,-0.982865036,-0.996584594,-0.999950349,-0.996197641,-0.988949299,-0.981323242,-0.975530505,-0.972485602,-0.97100383,-0.969780684,-0.968729496,-0.967828929,-0.963271677,-0.950571835,-0.955047965,-0.973774791,-0.981166959,-0.979447722,-0.974182487,-0.970019758,-0.973061681,-0.978752732,-0.987617552,-0.99684149,-0.999846637,-0.999462366,-0.995819926,-0.985083282,-0.962028563,-0.924091339,-0.885351717,-0.861169934,-0.857121885,-0.868609488,-0.891808033
37,37,ARM14Tv,-0.593933225,-0.590382814,-0.592481613,-0.596616268,-0.605801404,-0.620562434,-0.638849735,-0.659301102,-0.67982024,-0.698983312,-0.716294765,-0.731567681,-0.744817555,-0.756206751,-0.765800238,-0.773834169,-0.780597508,-0.786286771,-0.791242778,-0.795581102,-0.797716379,-0.807776392,-0.814639628,-0.822965086,-0.83489126,-0.850321054,-0.868237913,-0.890716434,-0.913048863,-0.932783782,-0.9470644,-0.957749844,-0.965678871,-0.971390128,-0.975429714,-0.978313267,-0.980408967,-0.982161283,-0.987650037,-0.991138101,-0.993782043,-0.995919943,-0.997427166,-0.998492062,-0.99920541,-0.999516904,-0.999533653,-0.999409735,-0.999359429,-0.999488175,-0.999676466,-0.999332786,-0.992223144,-0.985397458,-0.99151057,-0.999813855,-0.993850589,-0.979565263,-0.966408372,-0.95572871,-0.961597204,-0.981050789,-0.994247854,-0.998590052,-0.999761105,-0.992851794,-0.976280391,-0.948688924,-0.914114237,-0.875411987,-0.843596816,-0.833160579,-0.842218161,-0.880135775
38,38,ARM25Tv,-0.97120595,-0.872697294,-0.775382102,-0.734807372,-0.727134347,-0.727018118,-0.730996728,-0.737695038,-0.74754715,-0.765399158,-0.80681473,-0.848137498,-0.873691261,-0.89385885,-0.915159345,-0.937970519,-0.957268536,-0.972041667,-0.983269632,-0.991360962,-0.991730034,-0.999898911,-0.993713081,-0.986949682,-0.986219764,-0.990133524,-0.995131135,-0.998673618,-0.999984443,-0.999321282,-0.997196436,-0.994166851,-0.990833223,-0.987861633,-0.985625744,-0.984502971,-0.983863175,-0.984154701,-0.989173889,-0.993163228,-0.996254921,-0.998044133,-0.999059081,-0.999660909,-0.999957025,-0.999979436,-0.999730468,-0.999144137,-0.99825716,-0.997037649,-0.995540261,-0.99431318,-0.999598742,-0.999744356,-0.999898911,-0.996164262,-0.99062717,-0.981564581,-0.96634233,-0.958762348,-0.965591311,-0.978580773,-0.991401196,-0.998347819,-0.999803185,-0.999706566,-0.993483901,-0.973617911,-0.938793778,-0.905394554,-0.886218488,-0.875556469,-0.875771403,-0.889782965
39,39,ARM26Tv,-0.809385419,-0.822776616,-0.879073799,-0.942427099,-0.972556293,-0.98118335,-0.983169913,-0.98412919,-0.984972537,-0.986737609,-0.988730609,-0.988839567,-0.986428142,-0.982608855,-0.978485227,-0.973651826,-0.967352033,-0.96071279,-0.954332173,-0.948463976,-0.949422657,-0.934721351,-0.933698714,-0.943898141,-0.958110869,-0.971399903,-0.981789887,-0.989277542,-0.994352102,-0.997597933,-0.999357581,-0.999980867,-0.99982363,-0.999277353,-0.998464286,-0.997755647,-0.997323573,-0.997175872,-0.997648597,-0.998326719,-0.998837769,-0.99903363,-0.999208748,-0.999503434,-0.999783754,-0.999969959,-0.999970853,-0.999707103,-0.999059439,-0.99799937,-0.996780097,-0.997702956,-0.999462605,-0.996189356,-0.999301851,-0.998334587,-0.991977692,-0.982302368,-0.966808915,-0.956349432,-0.963041306,-0.977448463,-0.990409851,-0.997522593,-0.999698043,-0.999654114,-0.993137658,-0.973769903,-0.941311955,-0.910119057,-0.890327811,-0.878476501,-0.87627238,-0.890342891
40,40,WHI02Tv,-0.95901984,-0.947747529,-0.951934397,-0.95295912,-0.951284885,-0.949034512,-0.946171582,-0.944634974,-0.943995655,-0.942453146,-0.939790666,-0.937443137,-0.935459256,-0.93398875,-0.932110608,-0.929803431,-0.926785827,-0.922922432,-0.918048739,-0.912216485,-0.926587284,-0.899179459,-0.874527931,-0.854426801,-0.849076033,-0.843978524,-0.836871445,-0.83542341,-0.840099573,-0.848745108,-0.859082222,-0.86840409,-0.875046253,-0.87914443,-0.880827665,-0.881110132,-0.880787909,-0.880562723,-0.883722723,-0.889143467,-0.898555934,-0.912705481,-0.93004477,-0.947298288,-0.963531494,-0.977318823,-0.98797977,-0.99510169,-0.998905659,-0.999997199,-0.998615324,-0.98716259,-0.944536686,-0.904289603,-0.805176675,-0.635667205,-0.09622971,0.401215047,0.416564047,0.297904164,0.197929606,0.066186599,0.016287517,0.002410604,-0.004045042,0.003989523,-0.025073925,-0.087288059,-0.15978542,-0.234802529,-0.305773407,-0.36439085,-0.419475287,-0.468747467
41,41,WHI04Tv,-0.947606444,-0.94435662,-0.946643531,-0.947425723,-0.948178887,-0.948068023,-0.947438419,-0.947607517,-0.949500024,-0.952259481,-0.95609808,-0.960873306,-0.966363609,-0.972162664,-0.978144765,-0.983912885,-0.989093661,-0.993497968,-0.996944904,-0.999189973,-0.999778748,-0.986871123,-0.955673635,-0.915780902,-0.869376183,-0.825209141,-0.795713663,-0.779092968,-0.776674092,-0.784697831,-0.797022164,-0.809509218,-0.820339441,-0.827516317,-0.831643164,-0.833793879,-0.835029185,-0.836854219,-0.848316431,-0.859798193,-0.871541679,-0.885811508,-0.90453881,-0.925764084,-0.947904229,-0.966964483,-0.981504917,-0.991704047,-0.99770546,-0.999942899,-0.999176443,-0.99086374,-0.96022439,-0.912166655,-0.805378556,-0.644981384,-0.201472357,0.192303285,0.233976856,0.208593383,0.149454683,0.048211314,0.008876044,-0.001112743,-0.008225749,0.00551157,-0.015731921,-0.074243993,-0.14600192,-0.219373822,-0.290952802,-0.349593669,-0.403421402,-0.45473057
42,42,WHI05Tv,-0.878680229,-0.882918954,-0.886942327,-0.889545441,-0.891730309,-0.895037353,-0.901675701,-0.910572946,-0.920445383,-0.931144774,-0.941126287,-0.949984789,-0.958457649,-0.966546595,-0.973993838,-0.980804622,-0.986943305,-0.992136061,-0.996179223,-0.998865843,-0.999979138,-0.98942852,-0.958539605,-0.91486752,-0.869242787,-0.824995935,-0.790154338,-0.769171178,-0.760159731,-0.758717537,-0.763640583,-0.77232635,-0.782835543,-0.792781115,-0.801412642,-0.808455706,-0.813875675,-0.818681896,-0.838975072,-0.855679572,-0.871347666,-0.884809136,-0.900408328,-0.920250118,-0.942284465,-0.963020623,-0.979221582,-0.99069047,-0.997479677,-0.999923706,-0.999363482,-0.995025098,-0.98093003,-0.918523252,-0.791005075,-0.578451514,-0.043005951,0.19046618,0.21427229,0.213297918,0.147601143,0.050009198,0.023503717,0.006707693,0.000595526,0.017162271,-0.004468708,-0.066325739,-0.134014815,-0.206235945,-0.275530338,-0.331310838,-0.381837398,-0.434181094
43,43,WHI06Tv,0.265366793,0.247030705,0.239627182,0.246291339,0.256702274,0.26647839,0.269636184,0.266322464,0.2578668,0.244786412,0.226664305,0.202998847,0.174355492,0.142524779,0.108845122,0.072881237,0.034126285,-0.007944663,-0.053291857,-0.101505205,-0.159647018,-0.337032348,-0.500158608,-0.620946169,-0.692983389,-0.727378845,-0.738819957,-0.73612684,-0.727241397,-0.714431882,-0.698016584,-0.683190465,-0.67231071,-0.665288687,-0.664178789,-0.669952869,-0.681060195,-0.695679724,-0.740976214,-0.76759845,-0.79719305,-0.828968287,-0.858207703,-0.885096371,-0.91293323,-0.941185057,-0.966168344,-0.984535038,-0.994936883,-0.999216139,-0.999966204,-0.995119572,-0.966430724,-0.905733287,-0.828505039,-0.714132845,-0.525680304,-0.27094996,-0.150393888,-0.063382357,-0.001842422,-0.003863488,-0.03621041,-0.033300724,-0.030775618,-0.027408311,-0.021142144,-0.056702863,-0.12469051,-0.195117921,-0.266471326,-0.331755072,-0.388495743,-0.443224549
44,44,WHI07Tv,0.297758162,0.309394598,0.301256835,0.297754645,0.295672268,0.291573077,0.282405823,0.267859876,0.251330614,0.237029091,0.224032283,0.211104795,0.19660598,0.178969309,0.157451808,0.130843103,0.09808974,0.058926359,0.013888823,-0.036249723,-0.079633988,-0.297259092,-0.491609603,-0.619784355,-0.692254722,-0.725271225,-0.735666752,-0.733275354,-0.723141789,-0.706716239,-0.688442349,-0.675879478,-0.666041434,-0.660061002,-0.658227563,-0.659217894,-0.662953973,-0.669354558,-0.699268818,-0.725949109,-0.760121942,-0.799017251,-0.836513817,-0.868736088,-0.901018918,-0.933653474,-0.962186813,-0.982810557,-0.994686902,-0.999444902,-0.999727309,-0.995119572,-0.966430724,-0.905733287,-0.828505039,-0.714132845,-0.525680304,-0.27094996,-0.150393888,-0.063382357,-0.001842422,-0.003863488,-0.03621041,-0.033300724,-0.030775618,-0.027408311,-0.021142144,-0.056702863,-0.12469051,-0.195117921,-0.266471326,-0.331755072,-0.388495743,-0.443224549
45,45,WHI09Tv,0.432759017,0.430736452,0.416322559,0.398228973,0.373984605,0.345555991,0.310424298,0.271370292,0.225993395,0.178130314,0.129179478,0.077795215,0.024776859,-0.028307872,-0.080661356,-0.13166748,-0.180858403,-0.228608146,-0.274226099,-0.31752792,-0.364598215,-0.488094985,-0.587183654,-0.654507637,-0.698482692,-0.722853363,-0.732177734,-0.730939925,-0.723127425,-0.711850107,-0.702043533,-0.693984807,-0.685251713,-0.675747693,-0.666683197,-0.659879208,-0.653031886,-0.648616791,-0.660403192,-0.683956802,-0.719525218,-0.76478827,-0.811799765,-0.85722208,-0.898151994,-0.934543788,-0.964470327,-0.985095501,-0.996533036,-0.999999762,-0.997451127,-0.978501022,-0.938943803,-0.885340929,-0.82689631,-0.726916432,-0.608062863,-0.443345726,-0.237099588,-0.135992467,-0.061144616,-0.016377237,-0.036060307,-0.054865971,-0.050155375,-0.054582085,-0.059607957,-0.085091844,-0.14692089,-0.215219751,-0.28110677,-0.352946281,-0.416838735,-0.468483359
46,46,WHI12Tv,0.112701267,0.086255834,0.049797866,0.005466748,-0.03805998,-0.079125978,-0.116609082,-0.148237526,-0.17299448,-0.192862764,-0.210764155,-0.229275852,-0.248292819,-0.267861336,-0.289412707,-0.313274652,-0.33905831,-0.365925342,-0.392953306,-0.420067787,-0.482149661,-0.559626579,-0.628901064,-0.689036667,-0.734355032,-0.764382184,-0.785218954,-0.797929108,-0.803926289,-0.806604505,-0.809292853,-0.809297621,-0.805882514,-0.798683107,-0.788443446,-0.778167546,-0.769644916,-0.761022687,-0.755929768,-0.766675174,-0.785280526,-0.814020932,-0.850615621,-0.891175032,-0.929429471,-0.95942241,-0.980570614,-0.993425727,-0.999409676,-0.999048471,-0.993267715,-0.968198538,-0.920165956,-0.879544735,-0.830505729,-0.72669965,-0.605535388,-0.428673357,-0.19209455,-0.091818333,-0.040857784,0.00540476,-0.025501391,-0.051196519,-0.042425577,-0.049989525,-0.065492973,-0.094671637,-0.158611238,-0.229092747,-0.295380354,-0.367552638,-0.432323247,-0.482542306
