OBJECTID_1,OBJECTID,PadID,wnes_9m,wnes_15m,wnes_21m,wnes_27m,wnes_33m,wnes_39m,wnes_45m,wnes_51m,wnes_57m,wnes_63m,wnes_69m,wnes_75m,wnes_81m,wnes_87m,wnes_93m,wnes_99m,wnes_105m,wnes_111m,wnes_117m,wnes_123m,wnes_130m,wnes_150m,wnes_170m,wnes_190m,wnes_210m,wnes_230m,wnes_250m,wnes_270m,wnes_290m,wnes_310m,wnes_330m,wnes_350m,wnes_370m,wnes_390m,wnes_410m,wnes_430m,wnes_450m,wnes_470m,wnes_530m,wnes_570m,wnes_610m,wnes_650m,wnes_690m,wnes_730m,wnes_770m,wnes_810m,wnes_850m,wnes_890m,wnes_930m,wnes_970m,wnes_1010m,wnes_1110m,wnes_1290m,wnes_1470m,wnes_1650m,wnes_1830m,wnes_2010m,wnes_2190m,wnes_2370m,wnes_2550m,wnes_2730m,wnes_2910m,wnes_3090m,wnes_3270m,wnes_3450m,wnes_3630m,wnes_3810m,wnes_3990m,wnes_4170m,wnes_4350m,wnes_4530m,wnes_4710m,wnes_4890m,wnes_5070m
259,259,MCN24C,0.949610889,0.937259853,0.932391942,0.932359874,0.926789403,0.924568474,0.922443748,0.918967783,0.913277626,0.905794978,0.893255174,0.870895684,0.830483794,0.754846394,0.618269265,0.349071831,-0.052133325,-0.394211262,-0.58916831,-0.690128744,-0.69389385,-0.771558404,-0.787374198,-0.808768213,-0.841978908,-0.875085652,-0.903327584,-0.923389733,-0.936243653,-0.943279922,-0.943794072,-0.938623667,-0.929249406,-0.916545868,-0.901045859,-0.882844806,-0.863560915,-0.843048334,-0.768490136,-0.714076281,-0.662853301,-0.616410613,-0.565236866,-0.520651639,-0.484084129,-0.454058588,-0.435382605,-0.430041283,-0.438887477,-0.466765791,-0.513402581,-0.679330885,-0.864346743,-0.955382049,-0.984777093,-0.453084975,0.576730549,0.730209827,0.710967481,0.691315711,0.629588664,0.557211697,0.504897475,0.503474414,0.531279862,0.568202376,0.610263467,0.665424585,0.737786233,0.800527394,0.851379693,0.869847834,0.854257286,0.817313015
260,260,MCN19C,-0.500594974,-0.466854334,-0.449154526,-0.453992307,-0.478003532,-0.511538506,-0.544383883,-0.568498254,-0.589207947,-0.613700211,-0.637053192,-0.658231497,-0.676414907,-0.691411018,-0.70411855,-0.715272963,-0.725291371,-0.736435175,-0.746669173,-0.75602001,-0.778360963,-0.798899829,-0.805694997,-0.81540072,-0.82966423,-0.848969042,-0.870778918,-0.893827319,-0.913271904,-0.934592009,-0.952372372,-0.965783,-0.977249801,-0.986954689,-0.994369626,-0.998780012,-0.999979854,-0.997924089,-0.955710948,-0.880807579,-0.776413918,-0.670006871,-0.586748183,-0.529288352,-0.483484238,-0.447265774,-0.426419139,-0.417198002,-0.416521847,-0.424682975,-0.441087812,-0.486903638,-0.546525419,-0.527177095,-0.431420952,-0.124403201,0.838326812,0.999256909,0.951523185,0.88822329,0.813691139,0.787981451,0.783045888,0.800075531,0.832198083,0.84947902,0.878414273,0.923649609,0.964900613,0.989406466,0.999261796,0.998694837,0.999575317,0.995663583
261,261,MCN20C,-0.999661863,-0.999563754,-0.997536182,-0.995060205,-0.99082166,-0.986334145,-0.981024742,-0.974727392,-0.967404366,-0.959588408,-0.950976193,-0.943376243,-0.934622705,-0.92031759,-0.904776633,-0.892035902,-0.883099556,-0.877123713,-0.873264551,-0.871493995,-0.890602946,-0.896188498,-0.903455257,-0.911342621,-0.91190654,-0.917627871,-0.922044814,-0.923288643,-0.924410641,-0.927302301,-0.933961511,-0.943302453,-0.953904748,-0.965599477,-0.977574468,-0.988815725,-0.997183144,-0.999969482,-0.958146453,-0.888674498,-0.799038351,-0.708147705,-0.621966243,-0.546934664,-0.49137786,-0.44731909,-0.413013786,-0.395425349,-0.39329201,-0.401053607,-0.413814306,-0.425802469,-0.478071809,-0.452456176,-0.359211713,-0.101243228,0.61090064,0.992812157,0.980318427,0.925609827,0.87460804,0.851060987,0.846498668,0.860397756,0.885164917,0.900280952,0.918078125,0.951136172,0.983101428,0.99771601,0.999124587,0.991495192,0.988585949,0.998907745
262,262,MCN25C,0.774543107,0.770920694,0.765088022,0.73814857,0.718639553,0.691437602,0.665403605,0.626523972,0.566934526,0.459073305,0.271556854,-0.041437842,-0.430244058,-0.715396404,-0.865794599,-0.933197975,-0.960878909,-0.972385347,-0.977105379,-0.977584958,-0.963469386,-0.947568417,-0.926113486,-0.901223063,-0.884437919,-0.876512945,-0.874972999,-0.876689315,-0.879002154,-0.880605102,-0.881544292,-0.880543947,-0.877212226,-0.869957626,-0.858972013,-0.844276845,-0.826616645,-0.806024075,-0.738134444,-0.697134793,-0.658746123,-0.61967659,-0.584131241,-0.558928907,-0.531563163,-0.507392943,-0.490919322,-0.488413751,-0.499390006,-0.525881469,-0.566716313,-0.739143133,-0.938798189,-0.999992371,-0.862756014,-0.338918,0.483099669,0.668269873,0.672276795,0.66560787,0.609965444,0.535824537,0.47456643,0.469606966,0.497842193,0.535323679,0.571781516,0.622381806,0.693129599,0.75346297,0.804252446,0.82621783,0.812083721,0.777629554
263,263,MCN23C,0.659044683,0.645904958,0.646139264,0.635411561,0.621617854,0.604823828,0.587035596,0.563991964,0.539447963,0.513999224,0.484635562,0.453448951,0.409391463,0.345815271,0.263362646,0.160640314,0.038371634,-0.098811097,-0.239932105,-0.378992826,-0.503180504,-0.777737737,-0.90321362,-0.953835547,-0.974846721,-0.985753417,-0.991883218,-0.994254172,-0.994282186,-0.992591083,-0.988657832,-0.981793582,-0.972824633,-0.961590111,-0.947714686,-0.93204695,-0.914151549,-0.893347979,-0.815312624,-0.756324053,-0.693703413,-0.63271904,-0.565580606,-0.503352761,-0.456218451,-0.419146925,-0.391826451,-0.381559193,-0.394340873,-0.428883553,-0.474848121,-0.549682975,-0.663489819,-0.728830874,-0.847237706,-0.992369771,0.812196791,0.853010714,0.821577191,0.761309862,0.696878135,0.623620331,0.58761692,0.595708311,0.614792347,0.643305302,0.690136731,0.751306057,0.823817611,0.88453275,0.928947985,0.942137182,0.931075454,0.888426661
264,264,MCN22C,-0.194177926,-0.205654189,-0.269569367,-0.322885096,-0.342573434,-0.354996711,-0.371168137,-0.394841015,-0.42113784,-0.447540611,-0.472490489,-0.499959797,-0.528560936,-0.55527693,-0.579491317,-0.601985693,-0.622756004,-0.640649915,-0.656599879,-0.669967771,-0.662215769,-0.713125765,-0.772911072,-0.830380201,-0.870309412,-0.896523118,-0.917770624,-0.936987519,-0.955132961,-0.971272409,-0.984311938,-0.993326247,-0.998529613,-0.999998987,-0.998432994,-0.993373454,-0.985723019,-0.974960506,-0.915900767,-0.853210866,-0.774412811,-0.68075186,-0.584990084,-0.505209208,-0.44795996,-0.411517501,-0.389578998,-0.380054146,-0.384613127,-0.401788861,-0.423943967,-0.47103852,-0.566170096,-0.580616176,-0.583545506,-0.383568376,0.99709785,0.957883835,0.90489167,0.823690355,0.751948178,0.699670613,0.678667367,0.695365429,0.717227221,0.736673176,0.780936897,0.84050566,0.901408434,0.949626386,0.978269517,0.989492059,0.984857619,0.955509782
265,265,NYK01C,-0.447206497,-0.497503132,-0.551947653,-0.622134984,-0.699468374,-0.780683935,-0.862294197,-0.932262838,-0.978920996,-0.998285055,-0.99822706,-0.987906873,-0.971708953,-0.953156471,-0.935428441,-0.920062423,-0.907795846,-0.89875108,-0.892727852,-0.889383316,-0.878745914,-0.897116303,-0.923575759,-0.952082813,-0.97361505,-0.986715794,-0.993937969,-0.997846007,-0.99965924,-0.999950111,-0.998983502,-0.996884823,-0.994041264,-0.990920186,-0.988137245,-0.986187816,-0.985274673,-0.985064149,-0.992394805,-0.999556959,-0.992518961,-0.943217933,-0.812571287,-0.625985503,-0.476884425,-0.383612841,-0.322327703,-0.27863121,-0.246254921,-0.220818564,-0.205702141,-0.290397763,-0.193134129,-0.031923756,0.022801526,-0.030531354,-0.253431112,-0.643554211,-0.842596769,-0.926125705,-0.96137172,-0.980601549,-0.990533829,-0.995627224,-0.998420238,-0.999613106,-0.999667287,-0.999530137,-0.999299169,-0.99880892,-0.997613251,-0.996231318,-0.995092452,-0.993912756
266,266,NYK02C,-0.358458877,-0.347218841,-0.350374252,-0.356260955,-0.358041167,-0.357823551,-0.358181417,-0.359349012,-0.362556666,-0.370159388,-0.382547259,-0.399957389,-0.422626108,-0.450842083,-0.484089345,-0.521761,-0.562373757,-0.604034483,-0.644579411,-0.681106985,-0.711486995,-0.792538106,-0.836371005,-0.872251332,-0.907174468,-0.938354015,-0.959224761,-0.972874939,-0.981521845,-0.986444414,-0.989196479,-0.990977049,-0.992371023,-0.993569195,-0.994429529,-0.994740367,-0.994432509,-0.993560493,-0.981635034,-0.951455891,-0.881574392,-0.770251036,-0.642269671,-0.523332119,-0.431998581,-0.377196372,-0.354119152,-0.343655437,-0.335861474,-0.33161056,-0.333705068,-0.401793987,-0.302267492,-0.114960611,-0.054974645,-0.153827935,-0.421121627,-0.731199741,-0.865563095,-0.923422098,-0.957712352,-0.981296599,-0.992453218,-0.997790456,-0.999554992,-0.99996382,-0.999950886,-0.999884009,-0.999854028,-0.999588788,-0.9987064,-0.997221947,-0.995787859,-0.994138122
267,267,NYK03C,-0.948675334,-0.945199251,-0.94760406,-0.955637991,-0.965046406,-0.973249078,-0.980015039,-0.985426545,-0.989797652,-0.993268311,-0.995879948,-0.997658372,-0.998820782,-0.999527037,-0.999877334,-0.999993324,-0.999985099,-0.999924242,-0.999853134,-0.999800265,-0.999160707,-0.99945873,-0.999999166,-0.998599052,-0.992627203,-0.980639577,-0.962695658,-0.939314544,-0.909472942,-0.872726023,-0.82793653,-0.777987838,-0.72868228,-0.682772875,-0.64432013,-0.613877296,-0.589166164,-0.568439782,-0.517722487,-0.499269366,-0.485110432,-0.474540055,-0.474903911,-0.483514071,-0.496489376,-0.512022734,-0.530636132,-0.55371964,-0.588072777,-0.631938159,-0.682220995,-0.885207236,-0.986043394,-0.987752616,-0.938200057,-0.96977663,-0.99918282,-0.96550709,-0.944525898,-0.961675584,-0.979533136,-0.994960368,-1,-0.998876393,-0.998188078,-0.998204291,-0.998097539,-0.997264683,-0.996782005,-0.99727577,-0.998913229,-0.99999994,-0.99909234,-0.996925235
268,268,NYK04C,-0.915002882,-0.922894835,-0.927105129,-0.930547535,-0.935813904,-0.941505551,-0.947740972,-0.954697609,-0.962237716,-0.969661355,-0.976765633,-0.983375192,-0.989190221,-0.993913054,-0.997326553,-0.999349833,-1,-0.999429047,-0.997898817,-0.995719135,-0.993274212,-0.985197961,-0.97486639,-0.96062535,-0.942204833,-0.917983234,-0.887308955,-0.851281881,-0.813424945,-0.775321424,-0.737191617,-0.701336324,-0.668905079,-0.639914989,-0.614772618,-0.593571067,-0.574855566,-0.558721304,-0.528442562,-0.51431787,-0.504545331,-0.499896199,-0.501700044,-0.515030682,-0.540410936,-0.573982835,-0.61160785,-0.652488768,-0.699732602,-0.751573682,-0.808302164,-0.955211163,-0.998675764,-0.931582987,-0.889306009,-0.957067847,-0.999976993,-0.974804461,-0.960244238,-0.973061025,-0.987769544,-0.997793317,-0.999827147,-0.998532534,-0.99805361,-0.997728407,-0.997254252,-0.996482253,-0.995683074,-0.996401489,-0.998370349,-0.999934852,-0.99946928,-0.997317731
269,269,NYK05C,-0.402362108,-0.38738811,-0.375707865,-0.365934998,-0.364303946,-0.363813847,-0.359735012,-0.35010457,-0.33846125,-0.328248501,-0.320455164,-0.311997831,-0.301549137,-0.293443382,-0.289361238,-0.288045764,-0.288832545,-0.290769279,-0.293664247,-0.297270119,-0.236816764,-0.250483692,-0.278762192,-0.317403227,-0.372755706,-0.434544474,-0.492411405,-0.543666661,-0.587325454,-0.623486817,-0.650546908,-0.67021054,-0.685119569,-0.698740661,-0.712364197,-0.724883854,-0.736788273,-0.745019436,-0.752800822,-0.751051009,-0.751140833,-0.753122807,-0.760673165,-0.77528441,-0.793399334,-0.817541003,-0.84703362,-0.879943907,-0.913000464,-0.941923976,-0.963383913,-0.995743573,-0.964756131,-0.869033992,-0.858524561,-0.943378508,-0.99555558,-0.993011057,-0.986255944,-0.98909986,-0.996289551,-0.999824464,-0.999554753,-0.99900651,-0.998815596,-0.997948587,-0.997279823,-0.996791601,-0.995699883,-0.996554136,-0.998387039,-0.999884427,-0.999589145,-0.997246504
270,270,NYK06C,0.608947575,0.578546286,0.530154288,0.508928061,0.495080084,0.489117235,0.490084738,0.4883807,0.487207472,0.484990269,0.481894106,0.478107959,0.473830283,0.469354868,0.46386674,0.458074749,0.452275574,0.44584024,0.437859565,0.428432763,0.49377054,0.438845515,0.364556849,0.278095156,0.171556845,0.044606261,-0.095246121,-0.229206696,-0.349651396,-0.453757346,-0.536668301,-0.600933313,-0.653364956,-0.692557335,-0.724507809,-0.751636446,-0.774347007,-0.793342471,-0.827627003,-0.839428484,-0.850301087,-0.861006558,-0.870113134,-0.879742324,-0.891463101,-0.905389428,-0.924076617,-0.94587177,-0.965079784,-0.978968918,-0.988377154,-0.99819988,-0.963711679,-0.867394924,-0.862012744,-0.923993528,-0.977996886,-0.999824047,-0.997660875,-0.996175766,-0.998750389,-0.999972165,-0.999806821,-0.999611557,-0.999507844,-0.998958826,-0.998554587,-0.998290718,-0.99762857,-0.998140872,-0.999251842,-0.999993503,-0.999239206,-0.99617666
271,271,NYK07C,0.967989683,0.964415431,0.96455425,0.957225263,0.955481887,0.956914961,0.957026064,0.954344153,0.948390782,0.940560758,0.932006299,0.922113478,0.911624372,0.900191247,0.88731128,0.873037934,0.856624246,0.838322163,0.818576157,0.797327399,0.784422159,0.689089119,0.569821358,0.427425683,0.275613338,0.121207058,-0.035087816,-0.179014087,-0.294784874,-0.391725987,-0.463929325,-0.520154476,-0.566468596,-0.605980814,-0.640853822,-0.671577573,-0.698140383,-0.721068084,-0.773019075,-0.796992362,-0.81833601,-0.840599418,-0.862255335,-0.880800784,-0.89785701,-0.914317131,-0.929866493,-0.943114281,-0.954628408,-0.964165211,-0.971903205,-0.985438228,-0.994554222,-0.916565478,-0.884705722,-0.9165591,-0.967708766,-0.998100817,-0.997634947,-0.994970679,-0.99653095,-0.998918533,-0.999995768,-0.999818206,-0.999670982,-0.999485135,-0.999401212,-0.999196231,-0.998975515,-0.999130487,-0.99975574,-0.999931097,-0.998619735,-0.995155454
272,272,NYK08C,0.919150829,0.914164186,0.909909487,0.902292907,0.891793311,0.878712356,0.868557274,0.861350238,0.852836013,0.843036473,0.831489503,0.819358766,0.806897819,0.793039203,0.778409362,0.763855994,0.749920428,0.734882593,0.718046069,0.698949158,0.581868112,0.510228574,0.407236964,0.27733773,0.131621897,-0.010171163,-0.129324719,-0.242215544,-0.333072096,-0.406164765,-0.462252975,-0.503803074,-0.534709215,-0.559870183,-0.584257782,-0.607755244,-0.631382525,-0.654449046,-0.717175782,-0.754200757,-0.788320959,-0.818676651,-0.84675318,-0.873339474,-0.896806657,-0.915745258,-0.92842257,-0.936563253,-0.939967036,-0.942258716,-0.947338939,-0.960665643,-0.998915374,-0.960193217,-0.915281177,-0.925920308,-0.972392559,-0.999064982,-0.99462384,-0.990623653,-0.991946697,-0.996604562,-0.999693453,-0.9999578,-0.999758959,-0.999662578,-0.999736011,-0.999520838,-0.999470651,-0.999530375,-0.999927163,-0.99975419,-0.99811542,-0.994746685
273,273,NYK09C,0.125287592,0.129125327,0.14664948,0.176239058,0.205906793,0.225112483,0.237322539,0.245591924,0.250740826,0.254001319,0.257199734,0.261162013,0.267171264,0.273745656,0.28005299,0.285779774,0.290699154,0.293688536,0.294159353,0.2916179,0.292926341,0.247076795,0.168162823,0.056580309,-0.070346542,-0.187748164,-0.30552724,-0.387743831,-0.437984496,-0.4676328,-0.486754298,-0.502994895,-0.52145344,-0.541240573,-0.561737001,-0.584794402,-0.608696938,-0.63341707,-0.707999706,-0.75115943,-0.789566815,-0.822470784,-0.850319564,-0.874844491,-0.894898951,-0.909063041,-0.917203963,-0.921980739,-0.925820053,-0.930116534,-0.934070349,-0.956698239,-0.991870165,-0.990597963,-0.948971748,-0.934272528,-0.968340755,-0.996756494,-0.996925771,-0.990848303,-0.989521503,-0.993764162,-0.998637736,-0.999974191,-0.999918163,-0.999925613,-0.999978542,-0.999940217,-0.99997139,-0.999967515,-0.999967456,-0.999267995,-0.997128963,-0.993646622
274,274,NYK19C,-0.473106682,-0.422979355,-0.40617153,-0.397756726,-0.38879329,-0.367364943,-0.332913935,-0.282714993,-0.229306832,-0.181796506,-0.139332905,-0.101319365,-0.067827366,-0.042623401,-0.025815047,-0.016469136,-0.01370022,-0.016963905,-0.024803165,-0.036731724,-0.12749806,-0.186216533,-0.236672804,-0.311183631,-0.362716317,-0.388241112,-0.396146029,-0.395228356,-0.396367013,-0.405486107,-0.420871198,-0.438782096,-0.460857481,-0.485297829,-0.512500226,-0.542781532,-0.575022578,-0.607090831,-0.702372313,-0.75742507,-0.799825668,-0.832682073,-0.859513938,-0.880687058,-0.895644724,-0.906069517,-0.914283216,-0.922619283,-0.9315449,-0.939474463,-0.945889473,-0.962738037,-0.987466276,-0.999995708,-0.977163613,-0.950720847,-0.967242837,-0.993960738,-0.999087334,-0.991686702,-0.988277018,-0.99087882,-0.996840715,-0.999689281,-0.999995351,-0.999999344,-0.999967396,-0.999932528,-0.999859273,-0.99986136,-0.999567509,-0.998479068,-0.995943248,-0.992357671
275,275,NYK10C,-0.701676846,-0.63274622,-0.584178984,-0.579876959,-0.589066982,-0.584907532,-0.56287694,-0.54598105,-0.536301732,-0.52907455,-0.519912541,-0.507399261,-0.492263019,-0.47636506,-0.46075061,-0.446469992,-0.432864308,-0.419092387,-0.405237645,-0.39153865,-0.359861791,-0.305294305,-0.239791483,-0.20906049,-0.189881802,-0.186843812,-0.200388774,-0.227635518,-0.264419794,-0.306046814,-0.346981049,-0.384796321,-0.422526926,-0.460696876,-0.499436051,-0.537018538,-0.57105124,-0.601555884,-0.682209492,-0.731511116,-0.775795221,-0.814813435,-0.849462569,-0.87947464,-0.904117405,-0.923632324,-0.937719107,-0.946459174,-0.952083111,-0.956705809,-0.96124351,-0.973004103,-0.99644357,-0.989597738,-0.943123996,-0.922983944,-0.955898464,-0.990810454,-0.999541521,-0.994772732,-0.991824508,-0.993966937,-0.998584151,-0.999981821,-0.999910057,-0.999966145,-0.999999523,-0.999997199,-0.999997258,-0.999998808,-0.999890625,-0.999018967,-0.996675789,-0.992858171
276,276,NYK20C,-0.314033508,-0.289320618,-0.270774513,-0.279876262,-0.3109065,-0.360438198,-0.418573439,-0.478174627,-0.532900214,-0.57989347,-0.619111717,-0.648917973,-0.668206513,-0.679518402,-0.686438143,-0.690968037,-0.687089086,-0.675386786,-0.661187708,-0.650061667,-0.656682611,-0.580498517,-0.48309955,-0.390508503,-0.313709795,-0.26011306,-0.232105643,-0.223200783,-0.229347095,-0.249185562,-0.280417204,-0.319922119,-0.364479244,-0.40954566,-0.451839268,-0.490884423,-0.526784003,-0.560286343,-0.650784612,-0.702905834,-0.75146246,-0.795750082,-0.834780097,-0.868072391,-0.895489097,-0.916464627,-0.932456493,-0.945188999,-0.954784274,-0.962137163,-0.966938734,-0.982710719,-0.998927832,-0.988543332,-0.93746525,-0.911941409,-0.94389683,-0.983238518,-0.999878287,-0.99740988,-0.993672252,-0.994351685,-0.998669505,-0.999999166,-0.999872446,-0.999983609,-0.999989867,-0.999981403,-0.999941826,-0.999945819,-0.999783933,-0.998722792,-0.996146977,-0.991916776
277,277,NYK30C,-0.987280548,-0.989128113,-0.994235396,-0.99819684,-0.999992251,-0.996333003,-0.984166801,-0.961959004,-0.931009591,-0.894643247,-0.855765402,-0.81655997,-0.779436529,-0.743931711,-0.701638818,-0.657806218,-0.622022808,-0.601206362,-0.582852542,-0.565376461,-0.523536265,-0.48632127,-0.458180666,-0.433930665,-0.402760416,-0.366222084,-0.333993763,-0.313156009,-0.307331473,-0.317504078,-0.33923009,-0.368595868,-0.402015805,-0.437682688,-0.474294484,-0.510978699,-0.545277715,-0.578277051,-0.673039317,-0.729845643,-0.777093053,-0.815134764,-0.845636547,-0.869857907,-0.888621509,-0.902127504,-0.913729846,-0.926404417,-0.93913877,-0.9500615,-0.957170308,-0.970601976,-0.987585425,-0.996560156,-0.993928313,-0.97079432,-0.970255494,-0.991160393,-0.999996424,-0.993281841,-0.988173842,-0.988705397,-0.994504213,-0.999001086,-0.999956548,-0.999908328,-0.999765813,-0.999393821,-0.999214947,-0.99910593,-0.998668969,-0.997344136,-0.99463582,-0.990867019
278,278,NYK29C,0.218582436,0.212315544,0.199660331,0.179927558,0.156964302,0.13042815,0.101581611,0.075242825,0.05229776,0.029768197,0.008056509,-0.013224141,-0.027942283,-0.037623629,-0.048290581,-0.062137764,-0.079188123,-0.100072488,-0.12621367,-0.155974537,-0.288772494,-0.354755104,-0.432580352,-0.470474988,-0.480437011,-0.476057708,-0.465480775,-0.456794143,-0.452097863,-0.453658104,-0.460310012,-0.473029584,-0.493019283,-0.519741476,-0.549115241,-0.580641389,-0.612708271,-0.644158423,-0.731781065,-0.781647921,-0.821696758,-0.851037204,-0.871159375,-0.884384453,-0.892923176,-0.900413215,-0.908388615,-0.91681844,-0.9259848,-0.934973538,-0.943497121,-0.956598878,-0.974246979,-0.991628528,-0.998438358,-0.982347965,-0.981929719,-0.997128606,-0.99861753,-0.989061296,-0.985568941,-0.988188684,-0.994496465,-0.998851657,-0.99993211,-0.999938369,-0.999862969,-0.999651492,-0.99950552,-0.999426305,-0.998960853,-0.997765422,-0.995239794,-0.99181962
279,279,NYK28C,0.668960273,0.66764158,0.670612514,0.665847898,0.65582782,0.648103178,0.637505531,0.621104598,0.60134387,0.57888025,0.553254426,0.524257839,0.490797102,0.453613311,0.414572209,0.374960631,0.33465609,0.293769568,0.25193584,0.207021415,0.165625662,0.013594999,-0.147214025,-0.297513783,-0.415361673,-0.499316037,-0.542975366,-0.57665056,-0.597489357,-0.609196007,-0.614078879,-0.615584612,-0.617102742,-0.621551335,-0.632082283,-0.647659779,-0.665893674,-0.686680853,-0.754130781,-0.793883502,-0.825560451,-0.850144327,-0.869081855,-0.882237613,-0.889398336,-0.892748475,-0.894524753,-0.897391081,-0.901029408,-0.904587209,-0.907809377,-0.93363744,-0.951905429,-0.982326031,-0.999909759,-0.991906524,-0.992033601,-0.999955714,-0.994573414,-0.98322022,-0.982344151,-0.987919867,-0.994765103,-0.998875678,-0.999926984,-0.999972224,-0.999934494,-0.999838769,-0.999761939,-0.999700308,-0.999242604,-0.998136699,-0.995762706,-0.992622554
280,280,NYK27C,0.502997816,0.499302119,0.501351476,0.504959464,0.498647034,0.487503499,0.476706952,0.466085047,0.454253286,0.443122536,0.4319323,0.41925475,0.407223582,0.395194232,0.381662577,0.366034985,0.347976506,0.325499952,0.297671795,0.265501708,0.28658253,0.154541507,0.001488522,-0.168659493,-0.33030355,-0.454542428,-0.532638311,-0.577185512,-0.597536206,-0.614823759,-0.626737654,-0.636141539,-0.644069016,-0.650782824,-0.6578089,-0.666871369,-0.678800941,-0.693172455,-0.740800858,-0.771885455,-0.79934442,-0.824067533,-0.846197426,-0.863675237,-0.876030564,-0.882265091,-0.884839594,-0.886087239,-0.888049424,-0.890230834,-0.891388893,-0.910357058,-0.958730519,-0.997169793,-0.99145925,-0.974454761,-0.990232885,-0.999777079,-0.989215255,-0.980303645,-0.982129574,-0.990484476,-0.997289896,-0.999764562,-0.999988198,-0.999965727,-0.999994576,-0.999986291,-0.999991775,-0.999996841,-0.999885321,-0.99904418,-0.996859133,-0.993817925
281,281,NYK26C,0.710530341,0.688162446,0.665497959,0.650480509,0.647960424,0.647734761,0.647532284,0.644149601,0.638111711,0.629059017,0.617208779,0.603439033,0.587303281,0.569623828,0.551605046,0.532711089,0.511182249,0.486533344,0.45916903,0.42849943,0.318071961,0.172143906,-0.002277297,-0.172858745,-0.32607156,-0.44853282,-0.533130348,-0.586765349,-0.617195249,-0.633892775,-0.64392513,-0.655665517,-0.666186392,-0.675588965,-0.68284601,-0.688602149,-0.693515182,-0.699246168,-0.724057734,-0.743959427,-0.767982483,-0.793102026,-0.815962911,-0.836292565,-0.852259815,-0.863815546,-0.868687332,-0.869538605,-0.870282233,-0.872230649,-0.873379171,-0.898480058,-0.978586853,-0.9961797,-0.960308194,-0.957273424,-0.990875781,-0.998305678,-0.983071208,-0.97918874,-0.983652115,-0.993430912,-0.999021769,-0.999999225,-0.999798715,-0.999694228,-0.999795854,-0.999599934,-0.999530077,-0.999613822,-0.999966383,-0.999624252,-0.997851849,-0.994886696
282,282,NYK18C,0.565533578,0.561488092,0.554285288,0.54939729,0.545648217,0.540437758,0.532869041,0.526677668,0.522179127,0.518670917,0.514805913,0.51036638,0.504221082,0.495551914,0.484098643,0.470662564,0.455520868,0.438866854,0.421224236,0.402693003,0.367421955,0.284527123,0.177740857,0.039959595,-0.12444602,-0.281635404,-0.38700518,-0.462348759,-0.504411101,-0.527845085,-0.541833222,-0.554026902,-0.566533446,-0.579304397,-0.594633162,-0.611699522,-0.630819738,-0.65257585,-0.720907629,-0.760812938,-0.795690894,-0.825687349,-0.851114035,-0.872990847,-0.88979274,-0.901053011,-0.906351686,-0.909852922,-0.913492739,-0.917258382,-0.920405328,-0.942239583,-0.9754287,-0.999612749,-0.984708846,-0.962884903,-0.979304552,-0.99877286,-0.995677114,-0.986690342,-0.985430837,-0.990623891,-0.996985734,-0.999682248,-0.999996841,-0.999996185,-0.999996305,-0.999995112,-0.999975145,-0.99997437,-0.999742091,-0.998788297,-0.996434569,-0.993153632
283,283,NYK17C,0.828494251,0.843327463,0.841107368,0.832409143,0.820592403,0.813642621,0.809130669,0.804269671,0.798963964,0.793890357,0.789706707,0.786125243,0.782532096,0.777502418,0.770948052,0.762507141,0.752000093,0.739380419,0.723616123,0.704547346,0.652050614,0.554873645,0.419512004,0.250646681,0.072476879,-0.097656213,-0.250906736,-0.37722531,-0.464736164,-0.528853416,-0.564717293,-0.584504426,-0.598808646,-0.610843003,-0.624963105,-0.640870988,-0.656821012,-0.67226851,-0.713722527,-0.744411886,-0.775598586,-0.805177093,-0.831730247,-0.85551554,-0.877670467,-0.894443214,-0.904572368,-0.908312142,-0.909995258,-0.911541939,-0.914227962,-0.960665643,-0.998915374,-0.960193217,-0.915281177,-0.925920308,-0.972392559,-0.999064982,-0.99462384,-0.990623653,-0.991946697,-0.996604562,-0.999693453,-0.9999578,-0.999758959,-0.999662578,-0.999736011,-0.999520838,-0.999470651,-0.999530375,-0.999927163,-0.99975419,-0.99811542,-0.994746685
284,284,NYK16C,0.987580955,0.990578771,0.990449965,0.989421785,0.987775564,0.985919952,0.983365774,0.979473174,0.973715603,0.966760039,0.958865881,0.950772643,0.941667557,0.931168497,0.918702841,0.903636754,0.885636032,0.864986241,0.841841519,0.81587404,0.793222964,0.682130456,0.549873829,0.398397803,0.230534434,0.053015593,-0.114860542,-0.257774383,-0.36894536,-0.450241834,-0.516770422,-0.566740692,-0.603459716,-0.630572736,-0.650808871,-0.667163372,-0.681570828,-0.695418,-0.736771047,-0.760093272,-0.783195138,-0.808700621,-0.833877683,-0.856661618,-0.87633419,-0.894645512,-0.911074758,-0.922834933,-0.930213153,-0.935271502,-0.942075372,-0.976601362,-0.995541811,-0.913875461,-0.88293004,-0.926029801,-0.978990853,-0.999998629,-0.993408859,-0.991303027,-0.994964123,-0.998782814,-0.99999994,-0.999733806,-0.999549568,-0.999217808,-0.999108016,-0.99878186,-0.998353541,-0.998663247,-0.999523759,-0.999980032,-0.99888438,-0.995733798
