OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
678,678,RDM17T,-0.0002723,-0.000440323,-0.000283158,-0.000429962,-0.000395326,-0.000233069,-0.000108366,-8.07313E-05,-5.75712E-05,-4.76535E-05,-4.07807E-05,-3.0601E-05,-1.80834E-05,-1.02124E-05,-6.98365E-06,-3.09227E-06,-2.34467E-07,9.70289E-07,3.48608E-06,7.22964E-06,1.27353E-05,2.00186E-05,2.92607E-05,2.23674E-05,6.953E-06,-1.12965E-05,-2.73873E-05,-4.0159E-05,-5.00439E-05,-5.81099E-05,-6.22506E-05,-6.43795E-05,-6.45278E-05,-6.32077E-05,-6.11478E-05,-5.88745E-05,-5.6757E-05,-5.50009E-05,-5.02581E-05,-4.55091E-05,-4.03346E-05,-3.49367E-05,-2.925E-05,-2.42468E-05,-2.0767E-05,-1.79612E-05,-1.55254E-05,-1.38581E-05,-1.25828E-05,-1.17576E-05,-1.11922E-05,-1.1268E-05,-1.1792E-05,-1.14843E-05,-1.12788E-05,-1.02509E-05,-9.01593E-06,-7.80261E-06,-6.63071E-06,-5.89975E-06,-5.6943E-06,-5.45912E-06,-5.23289E-06,-4.73708E-06,-4.12444E-06,-3.49905E-06,-2.9425E-06,-2.47254E-06,-2.02772E-06,-1.62371E-06,-1.23132E-06,-8.48585E-07,-5.24236E-07,-2.97224E-07
679,679,RDM16T,0.002968804,-7.23802E-05,-0.000489585,-0.000597688,-0.000425046,-0.000332303,-0.000239878,-0.000194911,-0.000182466,-0.00014956,-0.000122274,-0.000102909,-8.78742E-05,-6.82727E-05,-4.98785E-05,-3.63778E-05,-2.27184E-05,-9.0273E-06,5.19685E-06,1.89162E-05,1.81837E-05,4.21141E-05,4.74003E-05,3.46754E-05,1.19013E-05,-1.04899E-05,-3.02923E-05,-4.53914E-05,-5.52587E-05,-6.15568E-05,-6.48396E-05,-6.66321E-05,-6.61669E-05,-6.48953E-05,-6.33857E-05,-6.18554E-05,-6.00524E-05,-5.81358E-05,-5.2446E-05,-4.84855E-05,-4.35399E-05,-3.70291E-05,-3.0033E-05,-2.4673E-05,-2.08768E-05,-1.81176E-05,-1.5882E-05,-1.39381E-05,-1.2694E-05,-1.18309E-05,-1.11584E-05,-1.16135E-05,-1.25113E-05,-1.24654E-05,-1.16764E-05,-1.03296E-05,-9.00104E-06,-7.69247E-06,-6.54649E-06,-5.82017E-06,-5.63709E-06,-5.4415E-06,-5.24495E-06,-4.72884E-06,-4.11464E-06,-3.48957E-06,-2.90513E-06,-2.39541E-06,-1.95308E-06,-1.58467E-06,-1.20862E-06,-8.29322E-07,-5.0002E-07,-2.67615E-07
680,680,RDM15T,-0.007350916,-0.002015665,-0.000773276,-0.000582124,-0.000402269,-0.000270129,-0.000212575,-0.000147167,-0.000102918,-6.38932E-05,-4.17543E-05,-2.20999E-05,-4.45223E-06,1.62884E-05,3.32354E-05,4.76299E-05,6.48094E-05,8.01037E-05,9.40975E-05,0.000106722,0.000129626,0.000137566,0.000103818,5.51479E-05,7.77364E-06,-2.78405E-05,-4.98745E-05,-6.23119E-05,-6.84751E-05,-7.06401E-05,-7.1051E-05,-7.07977E-05,-7.04906E-05,-6.94601E-05,-6.84561E-05,-6.59942E-05,-6.27854E-05,-5.94022E-05,-5.11213E-05,-4.67265E-05,-4.15117E-05,-3.56011E-05,-2.98735E-05,-2.4644E-05,-2.09817E-05,-1.84503E-05,-1.66333E-05,-1.52431E-05,-1.37849E-05,-1.2888E-05,-1.22618E-05,-1.06155E-05,-1.25733E-05,-1.27895E-05,-1.17059E-05,-1.01186E-05,-8.71433E-06,-7.33314E-06,-6.23969E-06,-5.61877E-06,-5.52336E-06,-5.38065E-06,-5.17796E-06,-4.67549E-06,-4.07749E-06,-3.46642E-06,-2.88219E-06,-2.37268E-06,-1.94224E-06,-1.58756E-06,-1.22691E-06,-8.52645E-07,-5.3231E-07,-3.04166E-07
681,681,RDM14T,0.002922928,0.000542685,0.000618926,0.000139365,-3.72056E-05,-0.000122381,-0.000141155,-0.000126027,-0.000108755,-8.30862E-05,-4.8797E-05,-1.9546E-05,1.48034E-05,5.09477E-05,9.3217E-05,0.000130613,0.000161005,0.000185306,0.000204277,0.000216999,0.000209418,0.000190716,0.000128062,6.02912E-05,8.83843E-06,-2.56305E-05,-4.81913E-05,-6.1137E-05,-6.81022E-05,-7.15919E-05,-7.33273E-05,-7.3191E-05,-7.21522E-05,-7.06285E-05,-6.84938E-05,-6.5815E-05,-6.34728E-05,-6.02487E-05,-5.03799E-05,-4.42724E-05,-3.8584E-05,-3.37634E-05,-2.8886E-05,-2.47353E-05,-2.13636E-05,-1.89716E-05,-1.74841E-05,-1.61055E-05,-1.484E-05,-1.3818E-05,-1.3075E-05,-1.27042E-05,-1.32489E-05,-1.33711E-05,-1.20295E-05,-1.04609E-05,-8.95304E-06,-7.57003E-06,-6.44996E-06,-5.87777E-06,-5.60728E-06,-5.44897E-06,-5.22904E-06,-4.69608E-06,-4.08345E-06,-3.46687E-06,-2.85144E-06,-2.29895E-06,-1.878E-06,-1.53052E-06,-1.16737E-06,-7.92857E-07,-4.67969E-07,-2.30283E-07
682,682,RDM13T,-0.000602592,-0.000882518,-0.000490629,-0.000335234,-0.000203858,-0.00015844,-9.43669E-05,-5.64078E-05,-3.8976E-05,-3.40953E-05,-3.24738E-05,-2.11962E-05,1.94032E-06,2.90109E-05,5.20225E-05,7.186E-05,9.01611E-05,0.000107717,0.000125434,0.000138845,0.000173261,0.000168211,0.000131575,8.56608E-05,3.97941E-05,3.23237E-06,-2.53476E-05,-4.59652E-05,-5.90182E-05,-6.63491E-05,-6.91232E-05,-6.98826E-05,-6.92132E-05,-6.7984E-05,-6.61242E-05,-6.40205E-05,-6.16567E-05,-5.9132E-05,-4.92229E-05,-4.1736E-05,-3.53885E-05,-3.01092E-05,-2.66152E-05,-2.38726E-05,-2.13927E-05,-1.93247E-05,-1.77703E-05,-1.66951E-05,-1.57574E-05,-1.47987E-05,-1.39262E-05,-1.43253E-05,-1.41521E-05,-1.41167E-05,-1.21642E-05,-1.01381E-05,-8.40782E-06,-7.02081E-06,-6.03234E-06,-5.68695E-06,-5.51261E-06,-5.40655E-06,-5.10624E-06,-4.57082E-06,-3.97711E-06,-3.3851E-06,-2.74062E-06,-2.16093E-06,-1.77457E-06,-1.4576E-06,-1.11542E-06,-7.684E-07,-4.62605E-07,-2.14806E-07
683,683,RDM12T,0.001485358,-7.94149E-05,-0.000872615,-0.0006723,-0.000416271,-0.000329391,-0.000231701,-0.000151782,-0.000113722,-8.12271E-05,-5.69404E-05,-4.09726E-05,-2.78529E-05,-1.97371E-05,-1.37465E-05,-5.72144E-06,1.20551E-06,1.01629E-05,2.14137E-05,3.20283E-05,4.29861E-05,6.92899E-05,7.11746E-05,5.59141E-05,3.73517E-05,1.26755E-05,-1.21838E-05,-3.09559E-05,-4.36442E-05,-5.21257E-05,-5.73766E-05,-6.0467E-05,-6.13764E-05,-6.08898E-05,-5.95859E-05,-5.77311E-05,-5.54989E-05,-5.31242E-05,-4.48202E-05,-3.8096E-05,-3.14364E-05,-2.72824E-05,-2.48738E-05,-2.33027E-05,-2.15975E-05,-1.95031E-05,-1.81699E-05,-1.74376E-05,-1.66371E-05,-1.59483E-05,-1.56292E-05,-1.67689E-05,-1.5192E-05,-1.45235E-05,-1.27797E-05,-1.06703E-05,-8.70977E-06,-7.3191E-06,-6.22709E-06,-5.82566E-06,-5.63097E-06,-5.46958E-06,-5.08819E-06,-4.53857E-06,-3.94435E-06,-3.35418E-06,-2.67315E-06,-2.06537E-06,-1.6878E-06,-1.36518E-06,-1.02376E-06,-6.79271E-07,-3.75007E-07,-1.28934E-07
684,684,RDM11T,0.000315468,0.000383369,0.000151257,2.08753E-05,-3.55727E-05,-4.60657E-06,-3.60562E-05,-5.63821E-05,-6.555E-05,-6.64194E-05,-6.81142E-05,-6.63044E-05,-5.64502E-05,-5.40018E-05,-5.00583E-05,-4.63348E-05,-4.38116E-05,-4.24829E-05,-3.89487E-05,-3.88283E-05,-4.77146E-05,-4.70026E-05,-4.08704E-05,-3.72763E-05,-2.86192E-05,-2.01978E-05,-1.58954E-05,-1.61942E-05,-2.46556E-05,-3.43518E-05,-4.21069E-05,-4.81009E-05,-5.20214E-05,-5.40639E-05,-5.43132E-05,-5.33008E-05,-5.15411E-05,-4.87786E-05,-3.9516E-05,-3.30293E-05,-2.72079E-05,-2.4049E-05,-2.24989E-05,-2.14084E-05,-2.02071E-05,-1.84548E-05,-1.7181E-05,-1.65318E-05,-1.61504E-05,-1.61312E-05,-1.62224E-05,-1.66696E-05,-1.51547E-05,-1.44776E-05,-1.2454E-05,-1.01677E-05,-8.20999E-06,-6.86121E-06,-5.88492E-06,-5.6234E-06,-5.54921E-06,-5.41096E-06,-5.01749E-06,-4.46986E-06,-3.89395E-06,-3.30155E-06,-2.63394E-06,-2.03821E-06,-1.67346E-06,-1.36172E-06,-1.02624E-06,-7.03476E-07,-4.0873E-07,-1.57249E-07
685,685,RDM01T,-0.001012082,0.000247272,-7.2172E-06,-0.000290951,-0.000261807,-0.000215484,-0.000189122,-0.000195185,-0.000223083,-0.000246845,-0.000253336,-0.00024993,-0.000241331,-0.00023556,-0.000227438,-0.000217634,-0.000209007,-0.00019838,-0.000189239,-0.000181527,-0.000166408,-0.000145571,-0.000125687,-0.000109201,-9.73338E-05,-8.60922E-05,-7.62667E-05,-6.57765E-05,-5.77739E-05,-5.2654E-05,-5.04977E-05,-5.08182E-05,-4.97647E-05,-4.87253E-05,-4.74277E-05,-4.55081E-05,-4.31595E-05,-4.06839E-05,-3.41539E-05,-2.98147E-05,-2.51694E-05,-2.07199E-05,-1.70519E-05,-1.42072E-05,-1.19369E-05,-1.00878E-05,-8.86703E-06,-8.09006E-06,-7.42435E-06,-7.01056E-06,-6.91318E-06,-7.59739E-06,-1.12389E-05,-1.13746E-05,-9.29727E-06,-7.48719E-06,-6.31133E-06,-5.17768E-06,-4.7094E-06,-4.7463E-06,-5.0403E-06,-5.03063E-06,-4.79274E-06,-4.38368E-06,-3.85012E-06,-3.27753E-06,-2.79075E-06,-2.35304E-06,-1.94654E-06,-1.60938E-06,-1.29494E-06,-9.95005E-07,-7.37607E-07,-5.08805E-07
686,686,RDM02T,-0.000227377,-0.000722859,-0.000107987,-0.000100196,-0.000178012,-0.000229516,-0.000231883,-0.000239149,-0.000238971,-0.000239009,-0.000241804,-0.000253354,-0.000258311,-0.000253154,-0.000242057,-0.000228568,-0.000215349,-0.000204818,-0.000194721,-0.000183684,-0.000171725,-0.000138288,-0.000112741,-9.90433E-05,-9.01114E-05,-8.44669E-05,-7.77105E-05,-6.76524E-05,-5.77666E-05,-5.18977E-05,-4.76552E-05,-4.59749E-05,-4.57689E-05,-4.59826E-05,-4.56765E-05,-4.51945E-05,-4.43725E-05,-4.3124E-05,-3.70737E-05,-3.19645E-05,-2.70079E-05,-2.26802E-05,-1.9145E-05,-1.56735E-05,-1.24674E-05,-1.00201E-05,-8.1299E-06,-6.92215E-06,-6.23717E-06,-5.967E-06,-6.07639E-06,-7.61368E-06,-1.1426E-05,-1.19086E-05,-1.01288E-05,-8.20184E-06,-6.98714E-06,-5.7131E-06,-5.04958E-06,-4.92128E-06,-5.14186E-06,-5.11448E-06,-4.86865E-06,-4.44994E-06,-3.90426E-06,-3.33013E-06,-2.82374E-06,-2.37022E-06,-1.96159E-06,-1.61877E-06,-1.29293E-06,-9.74171E-07,-7.02743E-07,-4.75634E-07
687,687,RDM03T,-0.000457515,0.000589045,0.000203889,-0.000139013,-0.000210631,-0.000235109,-0.000163552,-0.000172784,-0.000187643,-0.00019298,-0.000192031,-0.000183656,-0.000176257,-0.000179276,-0.000181497,-0.00017986,-0.000173082,-0.000164887,-0.000156321,-0.000147886,-0.000141145,-0.000120017,-0.000101897,-9.04486E-05,-8.49593E-05,-8.08578E-05,-7.49987E-05,-6.55388E-05,-5.64128E-05,-4.75001E-05,-4.31138E-05,-4.28319E-05,-4.4429E-05,-4.60615E-05,-4.74365E-05,-4.79675E-05,-4.7605E-05,-4.65228E-05,-3.9976E-05,-3.44062E-05,-2.91461E-05,-2.48437E-05,-2.10892E-05,-1.72674E-05,-1.34737E-05,-1.05611E-05,-8.36052E-06,-6.86197E-06,-5.98299E-06,-5.68851E-06,-5.81685E-06,-7.61368E-06,-1.1426E-05,-1.19086E-05,-1.01288E-05,-8.20184E-06,-6.98714E-06,-5.7131E-06,-5.04958E-06,-4.92128E-06,-5.14186E-06,-5.11448E-06,-4.86865E-06,-4.44994E-06,-3.90426E-06,-3.33013E-06,-2.82374E-06,-2.37022E-06,-1.96159E-06,-1.61877E-06,-1.29293E-06,-9.74171E-07,-7.02743E-07,-4.75634E-07
688,688,RDM04T,0.00230092,0.000790622,0.000525151,0.000513838,0.000441046,0.00035651,0.000317889,0.000261886,0.000210693,0.000147625,0.000102501,6.33943E-05,3.64432E-05,1.20106E-05,-8.94556E-06,-2.79206E-05,-4.27133E-05,-5.13162E-05,-5.71086E-05,-6.1201E-05,-6.06698E-05,-6.82392E-05,-6.46126E-05,-6.24174E-05,-6.14393E-05,-6.18024E-05,-5.84922E-05,-5.3747E-05,-4.76115E-05,-4.20922E-05,-3.83647E-05,-3.86453E-05,-4.20808E-05,-4.63545E-05,-4.99609E-05,-5.20687E-05,-5.24232E-05,-5.13366E-05,-4.36193E-05,-3.81466E-05,-3.35426E-05,-2.93827E-05,-2.53655E-05,-2.12947E-05,-1.71021E-05,-1.29479E-05,-9.53749E-06,-7.3988E-06,-6.16297E-06,-5.56115E-06,-5.42413E-06,-6.62946E-06,-1.04923E-05,-1.15307E-05,-1.0295E-05,-8.49503E-06,-7.27338E-06,-5.99024E-06,-5.212E-06,-4.9843E-06,-5.08805E-06,-5.12802E-06,-4.82976E-06,-4.44101E-06,-3.90879E-06,-3.35509E-06,-2.86969E-06,-2.44099E-06,-2.03229E-06,-1.65524E-06,-1.31987E-06,-9.89256E-07,-7.15551E-07,-5.0662E-07
689,689,RDM05T,-0.004446426,0.000789856,0.000154309,-5.75531E-05,-0.000159664,-0.000163675,-7.18517E-05,-2.19828E-05,1.6635E-06,7.76248E-06,7.033E-08,-2.16309E-06,-3.14042E-06,-8.82686E-06,-1.27048E-05,-1.74715E-05,-2.29517E-05,-2.87986E-05,-3.36282E-05,-3.79591E-05,-4.20358E-05,-5.51438E-05,-5.76857E-05,-5.90479E-05,-5.59381E-05,-5.35168E-05,-5.31928E-05,-5.32334E-05,-5.28256E-05,-5.15424E-05,-4.89788E-05,-4.75459E-05,-4.75604E-05,-4.78705E-05,-4.80874E-05,-4.79162E-05,-4.69437E-05,-4.50663E-05,-3.69558E-05,-3.28705E-05,-3.01959E-05,-2.72892E-05,-2.36804E-05,-1.98133E-05,-1.59999E-05,-1.23082E-05,-8.97884E-06,-6.84586E-06,-5.72354E-06,-5.2135E-06,-5.15767E-06,-6.15541E-06,-9.21828E-06,-1.08878E-05,-9.93525E-06,-8.23295E-06,-6.95615E-06,-5.77137E-06,-5.04771E-06,-4.87117E-06,-4.92137E-06,-5.04846E-06,-4.7026E-06,-4.33552E-06,-3.84887E-06,-3.3275E-06,-2.87762E-06,-2.47944E-06,-2.0757E-06,-1.67547E-06,-1.33515E-06,-1.01947E-06,-7.61625E-07,-5.65671E-07
690,690,RDM06T,0.001838555,4.68167E-05,-0.000277501,-0.000329158,-0.000276043,-0.000232763,-0.00019547,-0.000102011,-4.24765E-05,-4.27682E-05,-4.28962E-05,-4.17995E-05,-3.69289E-05,-3.13741E-05,-2.81049E-05,-2.86154E-05,-3.21607E-05,-3.48521E-05,-3.59016E-05,-3.7384E-05,-3.9297E-05,-4.5089E-05,-5.59379E-05,-5.5764E-05,-5.18493E-05,-4.92378E-05,-4.89825E-05,-5.07174E-05,-5.20092E-05,-5.13886E-05,-5.08513E-05,-4.98366E-05,-4.88846E-05,-4.81308E-05,-4.72813E-05,-4.65631E-05,-4.56187E-05,-4.42107E-05,-3.76906E-05,-3.38921E-05,-3.14062E-05,-2.8371E-05,-2.47076E-05,-2.07753E-05,-1.6851E-05,-1.3124E-05,-9.77725E-06,-7.40171E-06,-6.1685E-06,-5.51391E-06,-5.26207E-06,-6.15541E-06,-9.21828E-06,-1.08878E-05,-9.93525E-06,-8.23295E-06,-6.95615E-06,-5.77137E-06,-5.04771E-06,-4.87117E-06,-4.92137E-06,-5.04846E-06,-4.7026E-06,-4.33552E-06,-3.84887E-06,-3.3275E-06,-2.87762E-06,-2.47944E-06,-2.0757E-06,-1.67547E-06,-1.33515E-06,-1.01947E-06,-7.61625E-07,-5.65671E-07
691,691,RDM07T,-0.005647249,9.6039E-05,0.000303778,9.09411E-05,-4.96846E-05,-5.25374E-05,-2.60452E-05,-3.04345E-05,-2.61215E-05,-9.95242E-06,-1.21031E-05,-2.44489E-05,-3.41112E-05,-3.80166E-05,-4.05334E-05,-4.52131E-05,-4.47615E-05,-4.26423E-05,-4.27099E-05,-4.2434E-05,-4.0818E-05,-5.30506E-05,-5.77008E-05,-5.49011E-05,-5.04468E-05,-4.87734E-05,-4.97436E-05,-5.23234E-05,-5.49407E-05,-5.59303E-05,-5.56522E-05,-5.36415E-05,-5.08407E-05,-4.81369E-05,-4.57655E-05,-4.39424E-05,-4.23076E-05,-4.07261E-05,-3.51768E-05,-3.21318E-05,-3.01288E-05,-2.73334E-05,-2.37648E-05,-1.98657E-05,-1.60064E-05,-1.25671E-05,-9.57987E-06,-7.3456E-06,-6.12566E-06,-5.53222E-06,-5.28131E-06,-5.80708E-06,-8.1976E-06,-1.02484E-05,-9.542E-06,-7.98359E-06,-6.63965E-06,-5.54711E-06,-4.90875E-06,-4.77281E-06,-4.89097E-06,-4.95319E-06,-4.57343E-06,-4.21062E-06,-3.77042E-06,-3.29619E-06,-2.87992E-06,-2.50298E-06,-2.1057E-06,-1.69775E-06,-1.34259E-06,-1.04177E-06,-8.02056E-07,-6.10715E-07
692,692,RDM08T,0.001120756,-0.000180592,-0.000458448,0.000169041,0.000162083,0.000158777,8.8676E-05,5.31843E-05,2.60488E-05,9.85993E-06,8.10177E-06,1.09438E-05,-4.54545E-07,-1.96195E-05,-2.76877E-05,-3.46345E-05,-4.40973E-05,-5.22975E-05,-5.67275E-05,-5.85422E-05,-7.20651E-05,-6.29183E-05,-5.67909E-05,-5.37247E-05,-5.35967E-05,-5.49486E-05,-5.71231E-05,-5.98746E-05,-6.17928E-05,-6.19088E-05,-6.05641E-05,-5.67754E-05,-5.15764E-05,-4.65629E-05,-4.21735E-05,-3.89469E-05,-3.65742E-05,-3.47463E-05,-3.13444E-05,-2.98665E-05,-2.81334E-05,-2.52563E-05,-2.1648E-05,-1.78842E-05,-1.42436E-05,-1.12444E-05,-8.96752E-06,-7.33472E-06,-6.28326E-06,-5.75668E-06,-5.53018E-06,-5.80708E-06,-8.1976E-06,-1.02484E-05,-9.542E-06,-7.98359E-06,-6.63965E-06,-5.54711E-06,-4.90875E-06,-4.77281E-06,-4.89097E-06,-4.95319E-06,-4.57343E-06,-4.21062E-06,-3.77042E-06,-3.29619E-06,-2.87992E-06,-2.50298E-06,-2.1057E-06,-1.69775E-06,-1.34259E-06,-1.04177E-06,-8.02056E-07,-6.10715E-07
693,693,RDM09T,-0.000397771,0.000253056,9.9387E-05,0.000276316,6.64036E-05,6.27864E-05,6.19887E-05,6.50926E-05,5.75502E-05,3.83659E-05,1.46518E-05,-4.27947E-06,-1.61688E-05,-1.8245E-05,-1.96624E-05,-2.06861E-05,-2.00117E-05,-2.29957E-05,-3.57458E-05,-4.49937E-05,-5.62318E-05,-5.93182E-05,-5.88969E-05,-5.85897E-05,-5.84581E-05,-6.01332E-05,-6.20796E-05,-6.3361E-05,-6.37474E-05,-6.26013E-05,-5.97994E-05,-5.54112E-05,-4.98114E-05,-4.47159E-05,-4.08178E-05,-3.77205E-05,-3.5757E-05,-3.45041E-05,-3.3171E-05,-3.23953E-05,-3.02543E-05,-2.68325E-05,-2.29181E-05,-1.89448E-05,-1.51514E-05,-1.2028E-05,-9.70695E-06,-8.08487E-06,-6.96117E-06,-6.22296E-06,-5.8045E-06,-5.99746E-06,-7.67303E-06,-9.95419E-06,-9.82079E-06,-8.38524E-06,-6.9591E-06,-5.80594E-06,-5.11478E-06,-4.90205E-06,-4.94129E-06,-4.84716E-06,-4.5209E-06,-4.13375E-06,-3.72746E-06,-3.29836E-06,-2.90595E-06,-2.53614E-06,-2.13955E-06,-1.71601E-06,-1.3392E-06,-1.03515E-06,-7.95113E-07,-6.11433E-07
694,694,RDM10T,0.001555918,-3.55371E-05,0.000153699,8.44156E-05,1.5004E-05,1.37176E-06,-2.65073E-05,-3.42152E-05,-2.66724E-05,-8.249E-06,1.10519E-05,2.39573E-05,2.4869E-05,1.82933E-05,1.48371E-05,1.16077E-05,3.10411E-06,-5.9757E-06,-1.22316E-05,-2.01424E-05,-2.37153E-05,-5.5755E-05,-6.29866E-05,-6.50509E-05,-6.58666E-05,-6.61377E-05,-6.77715E-05,-6.77857E-05,-6.66421E-05,-6.40319E-05,-5.91471E-05,-5.32063E-05,-4.809E-05,-4.35584E-05,-3.96615E-05,-3.69252E-05,-3.50432E-05,-3.42727E-05,-3.47545E-05,-3.47738E-05,-3.23381E-05,-2.84217E-05,-2.42005E-05,-2.00028E-05,-1.61219E-05,-1.29037E-05,-1.05146E-05,-8.80216E-06,-7.57912E-06,-6.72554E-06,-6.09322E-06,-5.99746E-06,-7.67303E-06,-9.95419E-06,-9.82079E-06,-8.38524E-06,-6.9591E-06,-5.80594E-06,-5.11478E-06,-4.90205E-06,-4.94129E-06,-4.84716E-06,-4.5209E-06,-4.13375E-06,-3.72746E-06,-3.29836E-06,-2.90595E-06,-2.53614E-06,-2.13955E-06,-1.71601E-06,-1.3392E-06,-1.03515E-06,-7.95113E-07,-6.11433E-07
695,695,RHO11T,-0.006431069,-0.006658387,-0.005479117,-0.004680106,-0.004155899,-0.003700196,-0.00316041,-0.002648013,-0.002166498,-0.001744937,-0.001386439,-0.001094653,-0.000851733,-0.000615708,-0.00039467,-0.000207849,-7.23515E-05,1.65744E-05,6.7918E-05,9.42637E-05,0.000126909,9.52833E-05,3.25623E-05,-2.74469E-05,-5.9843E-05,-6.24487E-05,-4.90077E-05,-2.54251E-05,-6.83055E-06,3.99065E-06,1.46883E-05,2.75648E-05,4.02901E-05,4.89362E-05,5.28533E-05,5.25362E-05,5.01176E-05,4.6636E-05,2.92367E-05,1.26964E-05,-4.6798E-06,-1.9418E-05,-3.0806E-05,-3.35535E-05,-9.19787E-06,5.66539E-05,9.6347E-05,0.000101996,9.82097E-05,9.38642E-05,8.95767E-05,8.27901E-05,6.66263E-05,4.85267E-05,3.05924E-05,1.92192E-05,1.03471E-05,6.30903E-06,4.18671E-06,7.57219E-07,-2.7102E-06,-5.43409E-06,-6.83971E-06,-7.54993E-06,-7.84508E-06,-7.4183E-06,-6.68997E-06,-5.77705E-06,-4.73618E-06,-3.59887E-06,-2.55921E-06,-1.84185E-06,-1.38167E-06,-1.0037E-06
696,696,RHO12T,0.009861067,0.006526541,0.004541676,0.003185248,0.002032408,0.001480438,0.001191252,0.001021502,0.000854205,0.000675193,0.000486038,0.000313391,0.000158708,5.00134E-05,-2.6817E-05,-7.51751E-05,-0.000106494,-0.00012003,-0.00012084,-0.000113758,-0.000107869,-5.32288E-05,-2.12316E-05,-5.36749E-06,4.40392E-06,9.61744E-06,1.27892E-05,1.53387E-05,1.75361E-05,2.50844E-05,3.81689E-05,5.12743E-05,5.78981E-05,5.75003E-05,5.55286E-05,5.27224E-05,5.11887E-05,5.14159E-05,4.75443E-05,2.54713E-05,-9.23152E-06,-4.15771E-05,-5.63621E-05,-4.6452E-05,-1.08617E-05,3.72452E-05,7.5372E-05,9.15881E-05,9.51307E-05,9.45636E-05,9.32373E-05,8.78019E-05,7.08601E-05,5.44382E-05,3.37854E-05,2.09654E-05,1.18E-05,7.24299E-06,4.31089E-06,8.61639E-07,-2.61724E-06,-5.30615E-06,-6.83986E-06,-7.6154E-06,-7.7894E-06,-7.25824E-06,-6.5328E-06,-5.54925E-06,-4.44391E-06,-3.35435E-06,-2.43093E-06,-1.84497E-06,-1.44216E-06,-1.12059E-06
697,697,RHO13T,-0.007948035,0.001525758,0.000661521,1.87787E-05,-0.000432023,-0.000594308,-0.00070406,-0.000793055,-0.000822342,-0.000829545,-0.000800775,-0.000761664,-0.000699715,-0.000623152,-0.000537647,-0.00045489,-0.000379061,-0.000309378,-0.000247086,-0.000191514,-0.000121501,-4.0412E-06,8.05215E-05,0.000125997,0.000139842,0.000138929,0.000133877,0.000135826,0.000140214,0.000138408,0.000134795,0.00013065,0.000125122,0.000118036,0.000110527,0.000102802,9.60546E-05,9.12215E-05,9.10995E-05,9.46604E-05,7.65677E-05,9.75351E-06,-5.0086E-05,-3.42577E-05,4.42859E-06,3.9005E-05,6.57434E-05,8.26635E-05,9.08572E-05,9.4745E-05,9.64554E-05,9.21606E-05,7.40323E-05,5.85493E-05,3.73288E-05,2.25259E-05,1.33003E-05,7.99961E-06,4.32471E-06,8.86287E-07,-2.53658E-06,-5.18631E-06,-6.84301E-06,-7.66684E-06,-7.68376E-06,-7.07487E-06,-6.31452E-06,-5.27886E-06,-4.12573E-06,-3.10241E-06,-2.32853E-06,-1.85599E-06,-1.50887E-06,-1.24034E-06
698,698,RHO14T,0.000537499,0.001943862,0.001557517,0.001730702,0.001690637,0.001583119,0.001497625,0.001401741,0.00126538,0.001121159,0.000964865,0.000815127,0.000686117,0.000581415,0.000500189,0.000432244,0.000375267,0.000326261,0.000283597,0.000248644,0.000284889,0.000213542,0.000192597,0.000200941,0.000199111,0.000193452,0.000181703,0.000170758,0.000160728,0.000152732,0.000148455,0.000144929,0.00014071,0.000134905,0.000125347,0.00011477,0.000105576,9.82762E-05,8.63662E-05,8.59985E-05,8.73954E-05,8.63116E-05,7.17218E-05,-7.65053E-06,-6.99883E-06,4.44742E-05,6.87373E-05,8.29409E-05,9.13138E-05,9.57016E-05,9.67731E-05,9.58743E-05,7.99844E-05,6.3939E-05,4.3384E-05,2.62052E-05,1.71194E-05,9.59208E-06,4.33773E-06,5.39997E-07,-2.25964E-06,-4.79988E-06,-6.81712E-06,-7.58582E-06,-7.30994E-06,-6.6804E-06,-5.80172E-06,-4.68515E-06,-3.53351E-06,-2.6933E-06,-2.20189E-06,-1.88533E-06,-1.65984E-06,-1.45659E-06
