OBJECTID_1,OBJECTID,PadID,prc_9m,prc_15m,prc_21m,prc_27m,prc_33m,prc_39m,prc_45m,prc_51m,prc_57m,prc_63m,prc_69m,prc_75m,prc_81m,prc_87m,prc_93m,prc_99m,prc_105m,prc_111m,prc_117m,prc_123m,prc_130m,prc_150m,prc_170m,prc_190m,prc_210m,prc_230m,prc_250m,prc_270m,prc_290m,prc_310m,prc_330m,prc_350m,prc_370m,prc_390m,prc_410m,prc_430m,prc_450m,prc_470m,prc_530m,prc_570m,prc_610m,prc_650m,prc_690m,prc_730m,prc_770m,prc_810m,prc_850m,prc_890m,prc_930m,prc_970m,prc_1010m,prc_1110m,prc_1290m,prc_1470m,prc_1650m,prc_1830m,prc_2010m,prc_2190m,prc_2370m,prc_2550m,prc_2730m,prc_2910m,prc_3090m,prc_3270m,prc_3450m,prc_3630m,prc_3810m,prc_3990m,prc_4170m,prc_4350m,prc_4530m,prc_4710m,prc_4890m,prc_5070m
236,236,MCN05C,-0.003301946,0.000872148,0.001254387,0.001071078,0.000895136,0.000808063,0.000653807,0.000577435,0.000563493,0.000551777,0.000519859,0.000510332,0.000522364,0.000523927,0.000512612,0.000496935,0.000474527,0.000448852,0.000421798,0.000392927,0.000362712,0.00028923,0.000230687,0.000183107,0.000143401,0.000122282,0.000109127,0.000105619,0.00010428,0.000103029,9.54142E-05,8.73293E-05,7.74442E-05,6.79502E-05,5.99624E-05,5.31187E-05,4.85254E-05,4.43252E-05,3.82922E-05,3.51417E-05,3.18373E-05,3.03494E-05,3.01117E-05,2.94059E-05,2.87781E-05,2.84922E-05,2.89912E-05,2.97859E-05,3.08655E-05,3.1984E-05,3.25619E-05,3.20079E-05,2.01741E-05,1.24482E-05,1.99056E-05,2.75381E-05,2.31986E-05,1.77718E-05,1.29967E-05,1.04934E-05,9.85026E-06,9.48868E-06,8.9149E-06,8.36056E-06,7.21135E-06,5.76348E-06,4.22749E-06,3.00594E-06,1.95611E-06,1.06934E-06,5.01308E-07,4.49613E-07,7.25047E-07,1.07165E-06
237,237,MCN03C,0.003176105,0.003825754,0.003480345,0.003212174,0.003005559,0.002930942,0.002866768,0.002696431,0.002466422,0.002222628,0.001981412,0.001764497,0.001587737,0.001436952,0.001300931,0.001176136,0.001064171,0.000963711,0.000875376,0.000799238,0.000743524,0.000568601,0.000447412,0.000348859,0.000270716,0.000218762,0.00018699,0.000178971,0.000178937,0.000179505,0.000176131,0.000168999,0.000160536,0.000149465,0.000136513,0.000123132,0.000108857,9.42572E-05,4.7111E-05,2.00788E-05,4.50626E-06,-1.61273E-06,-2.19127E-06,-5.58329E-07,4.97729E-07,1.22147E-06,2.52106E-06,4.2993E-06,6.59518E-06,9.27327E-06,1.18835E-05,1.61853E-05,2.01736E-05,2.20701E-05,2.17601E-05,2.06031E-05,8.23047E-06,6.85668E-06,5.68977E-06,5.19694E-06,5.15081E-06,5.49588E-06,5.63728E-06,5.3876E-06,4.41589E-06,3.34978E-06,1.89527E-06,4.38306E-07,-6.46093E-07,-1.41558E-06,-1.7172E-06,-1.64853E-06,-1.18243E-06,-4.6335E-07
238,238,MCN07C,0.003582153,0.002411257,0.001790065,0.001241402,0.000866221,0.000601817,0.000425792,0.000287461,0.000215065,0.000198271,0.000184936,0.000176944,0.000169412,0.000154419,0.000131486,0.000102584,7.13598E-05,3.96631E-05,1.23905E-05,-9.71076E-06,-3.02563E-05,-5.991E-05,-6.04517E-05,-4.82224E-05,-3.27434E-05,-2.09018E-05,-9.34684E-06,2.35079E-06,1.44701E-05,2.54219E-05,3.35321E-05,3.42434E-05,3.45191E-05,3.37512E-05,3.25905E-05,3.29227E-05,3.41476E-05,3.63529E-05,4.75782E-05,5.48909E-05,5.73606E-05,5.43724E-05,5.04227E-05,4.55265E-05,4.01062E-05,3.45321E-05,2.89755E-05,2.45989E-05,2.11968E-05,1.81105E-05,1.57644E-05,1.54088E-05,2.16983E-05,2.62349E-05,2.44386E-05,2.43113E-05,2.26879E-05,1.8611E-05,1.49384E-05,1.30798E-05,1.19635E-05,1.11085E-05,9.78586E-06,8.40144E-06,7.12497E-06,5.88965E-06,4.75714E-06,3.94824E-06,3.547E-06,3.25141E-06,3.01474E-06,2.71282E-06,2.57216E-06,2.63388E-06
239,239,MCN02C,0.00412938,2.73647E-05,0.000288907,0.00075828,0.001096872,0.001130162,0.001152349,0.001130891,0.001108557,0.001115654,0.00110644,0.001068526,0.001024878,0.000992452,0.000966451,0.000938601,0.000909717,0.000881489,0.00085388,0.000824848,0.000752607,0.000677836,0.000609193,0.000554367,0.00051427,0.000462864,0.000394263,0.000340583,0.000297149,0.000266873,0.000246338,0.000227459,0.000209566,0.000193898,0.000178978,0.000163012,0.000145543,0.000126326,6.42651E-05,3.00033E-05,9.76216E-06,-7.85464E-07,-5.40825E-06,-6.16026E-06,-5.66086E-06,-4.17947E-06,-1.54006E-06,1.54376E-06,4.17908E-06,6.40764E-06,8.57959E-06,1.27018E-05,1.7474E-05,1.85326E-05,1.994E-05,1.93908E-05,4.45021E-06,2.38469E-06,2.48E-06,2.39244E-06,2.60662E-06,2.80814E-06,3.25445E-06,3.16233E-06,2.18524E-06,1.36046E-06,4.26074E-07,-6.3555E-07,-1.35938E-06,-1.76262E-06,-1.78349E-06,-1.52618E-06,-1.26571E-06,-8.74451E-07
240,240,MCN06C,-0.000583426,0.000134121,-6.01827E-05,-0.000192879,-0.000177206,-0.000114072,-0.00016871,-0.00022954,-0.000237964,-0.000227231,-0.000186689,-0.000128742,-8.40045E-05,-5.41847E-05,-2.8941E-05,-1.39227E-05,-6.98219E-06,-4.65316E-06,-6.26495E-06,-8.89856E-06,-2.33505E-06,-3.52793E-06,2.11262E-05,4.76961E-05,5.84129E-05,5.94453E-05,5.19882E-05,4.48284E-05,3.96012E-05,3.91117E-05,3.67849E-05,3.85784E-05,4.01266E-05,4.14273E-05,4.26074E-05,4.3493E-05,4.46399E-05,4.45117E-05,4.2471E-05,4.35061E-05,4.47273E-05,4.50517E-05,4.45045E-05,4.36741E-05,4.25675E-05,4.22318E-05,4.06329E-05,3.96969E-05,3.83388E-05,3.70159E-05,3.55612E-05,2.66377E-05,1.24763E-05,1.86315E-05,2.42536E-05,2.65524E-05,2.3577E-05,1.89861E-05,1.39629E-05,1.15305E-05,1.09352E-05,1.02074E-05,9.55975E-06,8.56855E-06,7.39114E-06,6.00556E-06,4.65255E-06,3.60806E-06,2.77353E-06,2.16081E-06,1.68035E-06,1.48359E-06,1.5164E-06,1.78979E-06
241,241,MCN08C,-0.000508157,0.000525332,0.001076826,0.000839546,0.000796468,0.000654252,0.000465283,0.000308503,0.000190265,9.68596E-05,2.68364E-05,-3.2792E-05,-8.89018E-05,-0.000133415,-0.000159234,-0.000173083,-0.000176154,-0.000170838,-0.000163608,-0.000156266,-0.000134229,-5.99305E-05,-1.6474E-05,8.24231E-06,2.0755E-05,2.60435E-05,3.04706E-05,3.26536E-05,3.34345E-05,2.92827E-05,2.663E-05,2.40538E-05,2.1501E-05,1.94872E-05,1.90679E-05,1.95989E-05,2.09659E-05,2.32968E-05,3.08057E-05,3.30708E-05,3.20459E-05,2.99086E-05,2.63567E-05,2.35876E-05,2.07776E-05,1.76829E-05,1.54286E-05,1.45116E-05,1.51312E-05,1.7089E-05,1.95597E-05,2.45951E-05,2.82911E-05,2.88532E-05,2.45137E-05,2.24347E-05,2.06857E-05,1.77842E-05,1.51076E-05,1.35867E-05,1.23811E-05,1.10624E-05,9.55907E-06,8.12142E-06,6.78393E-06,5.60583E-06,4.6379E-06,4.02699E-06,3.74035E-06,3.58055E-06,3.4164E-06,3.26297E-06,3.09339E-06,3.12229E-06
242,242,MCN09C,-0.002951567,-0.00191218,-0.00114689,-0.000634598,-0.000402497,-0.000245906,-0.000136656,-7.56257E-05,-4.39971E-05,-1.94387E-05,-6.51494E-06,2.28076E-06,6.89385E-06,5.18264E-06,-3.52189E-06,-1.28168E-05,-2.26533E-05,-2.92321E-05,-3.50521E-05,-3.6526E-05,-5.12837E-05,-3.75022E-05,-2.08759E-05,-5.07297E-06,1.33991E-05,3.14105E-05,4.06648E-05,4.33442E-05,3.89639E-05,3.07712E-05,2.06996E-05,1.11281E-05,3.62085E-06,-6.49858E-07,-2.61709E-06,-1.99065E-06,1.82134E-07,3.62585E-06,1.4039E-05,1.37917E-05,1.20771E-05,1.3039E-05,1.58414E-05,1.79228E-05,1.89471E-05,2.13636E-05,2.50538E-05,2.92317E-05,3.13614E-05,3.15932E-05,3.1462E-05,3.19969E-05,3.36561E-05,2.99941E-05,2.51296E-05,2.0567E-05,1.85429E-05,1.69191E-05,1.53067E-05,1.39286E-05,1.26145E-05,1.07492E-05,9.12019E-06,7.69093E-06,6.30061E-06,5.16932E-06,4.41284E-06,3.98169E-06,3.80639E-06,3.68265E-06,3.60273E-06,3.61485E-06,3.49662E-06,3.48203E-06
243,243,MCN10C,0.000869884,-0.000584088,-0.000319012,-7.46088E-05,-4.47506E-05,-1.73861E-05,4.89428E-06,3.04757E-05,4.9391E-05,6.54268E-05,9.05953E-05,0.000114532,0.000139456,0.000168942,0.00019903,0.000225248,0.000246253,0.000257285,0.000260638,0.000258454,0.000261293,0.000246374,0.000220321,0.00018606,0.000146157,9.82577E-05,4.14374E-05,-4.48196E-06,-1.72475E-05,-9.35084E-06,3.19674E-06,1.43336E-05,2.31912E-05,3.0504E-05,3.57934E-05,3.66097E-05,3.41806E-05,3.03429E-05,1.7719E-05,1.53332E-05,1.38434E-05,1.19677E-05,1.2516E-05,1.72087E-05,2.41735E-05,3.0771E-05,3.46496E-05,3.64612E-05,3.65939E-05,3.58935E-05,3.4948E-05,3.51292E-05,3.63366E-05,2.99735E-05,2.48618E-05,1.96919E-05,1.75279E-05,1.64466E-05,1.52173E-05,1.39979E-05,1.24659E-05,1.05275E-05,8.84756E-06,7.42716E-06,6.05881E-06,4.94541E-06,4.30139E-06,3.92269E-06,3.7552E-06,3.64983E-06,3.64061E-06,3.6793E-06,3.6708E-06,3.65241E-06
244,244,MCN15C,-0.002280896,-0.000177523,-0.000320824,-0.000240693,-0.000182117,-0.000224567,-0.000219969,-0.000216015,-0.000184616,-0.000134175,-8.70267E-05,-4.48432E-05,-3.15259E-05,-3.5513E-05,-4.96163E-05,-6.46503E-05,-7.7536E-05,-8.36737E-05,-8.32403E-05,-7.67017E-05,-6.30615E-05,-5.72443E-05,-6.24373E-05,-6.78055E-05,-5.71958E-05,-3.96406E-05,-2.24861E-05,-1.85057E-05,-1.21591E-05,-8.40733E-06,-4.20623E-06,7.66897E-07,6.66628E-06,1.28814E-05,1.88598E-05,2.39784E-05,2.86019E-05,3.21651E-05,3.34583E-05,2.97118E-05,3.00746E-05,3.36787E-05,3.68924E-05,3.74856E-05,3.69794E-05,3.60015E-05,3.45132E-05,3.17615E-05,2.7713E-05,2.25239E-05,1.86802E-05,1.03722E-05,1.70367E-05,2.37803E-05,2.39916E-05,2.42096E-05,2.3054E-05,1.87541E-05,1.42129E-05,1.20816E-05,1.14047E-05,1.07134E-05,9.74927E-06,8.49404E-06,7.28543E-06,6.05195E-06,4.91457E-06,3.89574E-06,3.32242E-06,2.8994E-06,2.58635E-06,2.31407E-06,2.25038E-06,2.44349E-06
245,245,MCN13C,4.93043E-05,0.000207246,-1.27098E-05,-0.000673281,-0.000862519,-0.000684725,-0.000494132,-0.000313159,-0.000148121,-1.93329E-05,5.99703E-05,0.000101374,9.5431E-05,6.84019E-05,4.39549E-05,2.5714E-05,1.1397E-05,7.39163E-06,1.00557E-05,2.16272E-05,2.6202E-05,5.88917E-05,7.25843E-05,7.49309E-05,6.5986E-05,5.39111E-05,3.38302E-05,1.89233E-05,8.87573E-06,3.96144E-06,2.25005E-06,3.12988E-06,4.97148E-06,7.37957E-06,1.01092E-05,1.31993E-05,1.56155E-05,1.7141E-05,1.45273E-05,1.0147E-05,7.70129E-06,7.297E-06,8.90491E-06,1.01427E-05,9.91552E-06,9.08111E-06,8.38072E-06,8.35241E-06,8.25968E-06,8.09468E-06,9.09205E-06,1.57409E-05,2.60667E-05,2.74624E-05,2.45202E-05,2.26475E-05,2.14404E-05,1.80853E-05,1.45093E-05,1.28488E-05,1.18735E-05,1.10493E-05,9.67724E-06,8.27766E-06,6.98753E-06,5.85942E-06,4.85117E-06,4.02975E-06,3.62212E-06,3.36853E-06,3.14327E-06,2.96579E-06,2.90855E-06,2.97907E-06
246,246,MCN14C,-0.000660354,0.00056229,0.000960401,0.001112987,0.001173777,0.00115376,0.001061401,0.000866091,0.000554881,0.000203828,-3.72229E-05,-0.000146557,-0.000185119,-0.000178889,-0.000156782,-0.000133087,-0.000108571,-8.74933E-05,-6.84737E-05,-5.36602E-05,-5.20323E-05,-4.41798E-05,-3.89368E-05,-3.61888E-05,-2.94743E-05,-1.9407E-05,-4.59006E-06,-8.6571E-07,2.44336E-06,3.3858E-06,4.13695E-06,6.0239E-06,9.20737E-06,1.30992E-05,1.73792E-05,2.091E-05,2.42242E-05,2.69662E-05,2.79805E-05,2.52405E-05,2.58139E-05,2.73844E-05,2.87948E-05,2.83682E-05,2.68751E-05,2.4718E-05,2.25946E-05,1.99766E-05,1.62343E-05,1.26024E-05,1.03255E-05,1.19016E-05,2.11653E-05,2.60849E-05,2.42948E-05,2.35402E-05,2.25312E-05,1.85842E-05,1.45308E-05,1.26554E-05,1.17326E-05,1.09854E-05,9.76263E-06,8.41249E-06,7.14479E-06,5.95499E-06,4.86723E-06,3.95607E-06,3.51079E-06,3.18693E-06,2.9376E-06,2.67922E-06,2.59125E-06,2.68824E-06
247,247,MCN28C,-0.004253258,-0.001712483,-0.001495709,-0.001575416,-0.001552391,-0.001488698,-0.001265098,-0.001012861,-0.000726351,-0.000524947,-0.000391601,-0.00028526,-0.00020764,-0.000149283,-9.70756E-05,-5.49449E-05,-2.56432E-05,-1.8669E-06,1.13283E-05,1.70189E-05,-8.2475E-06,-3.98201E-05,-3.727E-05,-2.83013E-05,-2.31994E-05,-1.8386E-05,-1.23744E-05,-5.6026E-06,4.04173E-06,1.36209E-05,2.17124E-05,2.74148E-05,2.93688E-05,2.85037E-05,2.63075E-05,2.32382E-05,2.05429E-05,1.8598E-05,1.65409E-05,1.4773E-05,1.44054E-05,1.50054E-05,1.5653E-05,1.80039E-05,2.10536E-05,2.26365E-05,2.12438E-05,1.88658E-05,1.64332E-05,1.30426E-05,1.03076E-05,7.85598E-06,1.58097E-05,2.0538E-05,2.34066E-05,2.28905E-05,2.21164E-05,1.7975E-05,1.35642E-05,1.13167E-05,1.08628E-05,1.05069E-05,9.64062E-06,8.43953E-06,7.26358E-06,6.1472E-06,5.1121E-06,4.03441E-06,3.31581E-06,2.82719E-06,2.48809E-06,2.2769E-06,2.32768E-06,2.58778E-06
248,248,MCN30C,-7.39726E-05,-0.000179844,0.000151932,0.000241296,0.000182644,0.000157953,0.000136869,0.000104433,8.22354E-05,6.45973E-05,5.08558E-05,2.18597E-05,-6.71417E-06,-3.8111E-05,-7.07716E-05,-0.000104445,-0.000136583,-0.00016474,-0.000186973,-0.000203829,-0.000168828,-0.000162878,-0.000111581,-5.81603E-05,-1.47278E-05,1.92535E-05,4.26798E-05,5.6814E-05,6.30225E-05,6.24421E-05,5.96136E-05,5.70259E-05,5.36505E-05,4.92882E-05,4.37973E-05,3.73819E-05,3.07869E-05,2.4389E-05,9.74284E-06,4.85029E-06,-5.04502E-07,-8.38988E-06,-1.72347E-05,-2.33871E-05,-2.59848E-05,-2.38641E-05,-1.91255E-05,-1.40266E-05,-8.36332E-06,-1.45573E-06,6.0785E-06,2.26114E-05,2.5571E-05,2.54217E-05,2.39274E-05,2.17263E-05,2.00623E-05,1.68846E-05,1.40007E-05,1.23724E-05,1.14314E-05,1.08821E-05,9.59881E-06,8.21154E-06,7.00539E-06,5.97901E-06,5.00742E-06,4.21982E-06,3.63294E-06,3.29305E-06,3.06874E-06,2.96414E-06,3.05939E-06,3.26095E-06
249,249,MCN21C,-0.000843604,-0.001730102,-0.000558171,-0.000103862,0.000101372,0.000179631,0.000236365,0.000269987,0.000279834,0.000283513,0.00029411,0.000298177,0.000296518,0.000282092,0.000253809,0.000221362,0.0001888,0.000159583,0.000126182,9.20627E-05,0.00010182,-4.27717E-06,-7.11747E-05,-9.33037E-05,-7.87426E-05,-4.52808E-05,-4.71414E-06,2.64721E-05,4.67701E-05,5.72743E-05,6.13944E-05,6.33823E-05,6.63358E-05,6.77949E-05,6.84781E-05,6.74464E-05,6.31776E-05,5.74777E-05,4.3486E-05,3.8678E-05,3.2326E-05,2.44188E-05,1.67451E-05,1.08022E-05,7.7452E-06,6.694E-06,6.65264E-06,7.14749E-06,8.27593E-06,9.55222E-06,1.04452E-05,1.26126E-05,1.60378E-05,1.85039E-05,1.84756E-05,1.91336E-05,1.99088E-06,2.02564E-06,2.5595E-06,3.25679E-06,3.38235E-06,3.48333E-06,4.18335E-06,4.12609E-06,3.44145E-06,2.83252E-06,1.74967E-06,4.8022E-07,-6.06436E-07,-1.30723E-06,-1.52524E-06,-1.43962E-06,-1.19657E-06,-6.58313E-07
250,250,MCN18C,0.000681036,-0.000638956,-0.00194798,-0.002387341,-0.002424586,-0.002432926,-0.002291066,-0.002089789,-0.001884717,-0.001660492,-0.001445737,-0.00123679,-0.001049081,-0.000897556,-0.000782782,-0.000691159,-0.000620262,-0.000570404,-0.000535894,-0.000507639,-0.000341318,-0.00032732,-0.000282841,-0.000215441,-0.000125519,-3.76417E-05,2.88786E-05,6.85191E-05,8.75956E-05,9.49333E-05,9.643E-05,9.76794E-05,9.97531E-05,0.000100751,0.000100012,9.65565E-05,8.95348E-05,8.02653E-05,5.02584E-05,3.37093E-05,1.88389E-05,1.00827E-05,7.98699E-06,8.36893E-06,8.88523E-06,8.88302E-06,8.82771E-06,9.39639E-06,1.04667E-05,1.18705E-05,1.32893E-05,1.7258E-05,1.81895E-05,2.00975E-05,1.77868E-05,2.02349E-05,9.33826E-06,7.96129E-06,6.37523E-06,5.66691E-06,5.56938E-06,6.02085E-06,6.42809E-06,6.16359E-06,5.28522E-06,4.28588E-06,2.83835E-06,1.3601E-06,5.51952E-08,-9.01887E-07,-1.38267E-06,-1.39894E-06,-9.30369E-07,-1.18052E-07
251,251,MCN17C,-0.001274255,-0.001234264,-0.001232233,-0.001424442,-0.001215926,-0.001064716,-0.000856804,-0.000692764,-0.000551227,-0.000439591,-0.000359688,-0.000299778,-0.000233626,-0.000167761,-0.000113772,-7.21572E-05,-4.44548E-05,-2.56301E-05,-1.44292E-05,-9.36591E-06,-4.32984E-05,-6.15E-05,-7.95654E-05,-6.67737E-05,-4.56945E-05,-2.01572E-05,-6.69834E-06,6.91492E-06,1.73938E-05,2.7748E-05,3.59329E-05,4.28502E-05,4.83794E-05,5.13219E-05,5.22991E-05,5.26352E-05,5.14349E-05,4.88141E-05,3.96547E-05,3.40151E-05,2.97097E-05,2.50534E-05,2.17757E-05,2.04845E-05,2.06521E-05,2.12806E-05,2.22065E-05,2.33992E-05,2.46044E-05,2.53484E-05,2.56196E-05,2.54322E-05,1.75961E-05,9.30933E-06,6.92926E-06,2.46348E-05,2.01029E-05,1.47573E-05,1.09885E-05,8.58643E-06,8.20385E-06,8.38181E-06,8.3144E-06,7.98783E-06,6.93439E-06,5.62924E-06,4.24554E-06,2.8397E-06,1.59201E-06,5.29833E-07,-1.08815E-07,-1.62006E-07,2.835E-07,8.6479E-07
252,252,MCN16C,-0.003355607,-0.002053499,-0.001893488,-0.001505438,-0.001112655,-0.000687508,-0.000377875,-0.00023009,-0.000123955,-4.36113E-05,-3.95904E-05,-6.63451E-05,-8.72911E-05,-0.000109843,-0.000135247,-0.00015709,-0.000172262,-0.000182318,-0.000188045,-0.000190349,-0.000234051,-0.000203512,-0.000177181,-0.000142741,-0.00011445,-8.71944E-05,-7.39486E-05,-5.71506E-05,-4.1879E-05,-2.57067E-05,-1.05145E-05,4.3528E-06,1.66227E-05,2.52056E-05,3.0292E-05,3.2709E-05,3.28879E-05,3.32669E-05,3.45524E-05,3.42902E-05,3.39413E-05,3.35224E-05,3.30869E-05,3.29943E-05,3.20011E-05,3.29504E-05,3.32416E-05,3.34842E-05,3.30213E-05,3.1904E-05,3.06435E-05,2.51466E-05,1.23689E-05,9.81504E-06,1.85786E-05,2.45271E-05,2.19462E-05,1.7519E-05,1.24209E-05,9.829E-06,9.54445E-06,9.34304E-06,9.10401E-06,8.43758E-06,7.30505E-06,6.04275E-06,4.80055E-06,3.53877E-06,2.44943E-06,1.62124E-06,1.03738E-06,8.9926E-07,1.15289E-06,1.57356E-06
253,253,MCN11C,0.002221643,0.000302152,4.47226E-05,0.000292258,0.000364101,0.00041068,0.000401953,0.000426004,0.000455349,0.000476846,0.000481582,0.00047781,0.000473357,0.00046302,0.000450913,0.000435927,0.000417308,0.000396939,0.000375867,0.000354019,0.000319168,0.000239807,0.000171466,0.000128789,0.000104986,8.06375E-05,4.74805E-05,1.66676E-05,-5.49819E-06,-1.76798E-05,-2.3525E-05,-2.76226E-05,-3.20908E-05,-3.76979E-05,-4.29863E-05,-4.65139E-05,-4.97887E-05,-5.27017E-05,-5.53887E-05,-4.86252E-05,-3.98628E-05,-3.31437E-05,-2.6646E-05,-1.88996E-05,-9.84977E-06,-1.3036E-06,7.17449E-06,1.41976E-05,1.99158E-05,2.34109E-05,2.5729E-05,3.4187E-05,3.58944E-05,3.04912E-05,2.5119E-05,2.03954E-05,1.78511E-05,1.66488E-05,1.5045E-05,1.37294E-05,1.24419E-05,1.07713E-05,9.14974E-06,7.69797E-06,6.37952E-06,5.25316E-06,4.47539E-06,4.02448E-06,3.7534E-06,3.60238E-06,3.52487E-06,3.57228E-06,3.57723E-06,3.63116E-06
254,254,MCN01C,0.002959021,0.000111851,0.000322703,0.000453397,0.000504069,0.000595117,0.000690613,0.000769101,0.000828022,0.000831145,0.000788268,0.000720525,0.000644652,0.000583271,0.000539787,0.000512844,0.000497305,0.00048695,0.000481813,0.000479763,0.000489392,0.000525213,0.000523459,0.000502487,0.000493756,0.000482246,0.000466091,0.000442599,0.000415274,0.000387002,0.000359388,0.000332368,0.000304905,0.000276993,0.000247849,0.000218832,0.000191915,0.000166915,9.09575E-05,4.60575E-05,1.7532E-05,2.34683E-06,-4.53092E-06,-5.44877E-06,-3.27681E-06,-8.55438E-07,1.51495E-06,3.66857E-06,5.40374E-06,6.94543E-06,8.30541E-06,1.10103E-05,1.3294E-05,1.40401E-05,1.58051E-05,1.6206E-05,8.53335E-06,1.24109E-06,1.30169E-07,4.00473E-07,-2.45795E-08,-2.07973E-07,3.70128E-07,4.94062E-07,-1.06012E-07,-6.18564E-07,-9.54574E-07,-1.35035E-06,-1.57975E-06,-1.62376E-06,-1.38448E-06,-9.80177E-07,-6.59235E-07,-7.09147E-07
255,255,MCN12C,-0.000191622,-0.000520659,-0.000853801,-0.000812371,-0.000683602,-0.000611013,-0.000522367,-0.000400205,-0.000307114,-0.000212352,-0.000138163,-9.94354E-05,-8.35782E-05,-8.39061E-05,-9.4102E-05,-0.000107013,-0.00012007,-0.000129779,-0.000134933,-0.0001347,-0.00016187,-0.000104794,-4.89446E-05,-1.32371E-05,8.61246E-06,1.84557E-05,2.34274E-05,2.8964E-05,3.00571E-05,2.56131E-05,1.62262E-05,5.04309E-06,-3.37618E-06,-8.31834E-06,-1.04845E-05,-1.23511E-05,-1.46346E-05,-1.6619E-05,-2.43297E-05,-2.94296E-05,-3.12403E-05,-2.84843E-05,-2.33852E-05,-1.77974E-05,-1.04783E-05,-2.45001E-06,5.51217E-06,1.14868E-05,1.57379E-05,1.8782E-05,2.06232E-05,2.73849E-05,3.33294E-05,2.97396E-05,2.47502E-05,2.12576E-05,1.91384E-05,1.72109E-05,1.49206E-05,1.34927E-05,1.23964E-05,1.09603E-05,9.37718E-06,7.90948E-06,6.58541E-06,5.4596E-06,4.59506E-06,4.0464E-06,3.73428E-06,3.58186E-06,3.45067E-06,3.44156E-06,3.37069E-06,3.41671E-06
256,256,MCN29C,-0.000200998,-0.001978923,-0.00116551,-0.000659422,-0.000535635,-0.000548447,-0.000483491,-0.000452646,-0.000428312,-0.00039386,-0.000342372,-0.000292321,-0.000251657,-0.000225102,-0.000203715,-0.000164943,-0.000135862,-0.000117805,-0.00010433,-9.535E-05,-0.000138129,-0.000110471,-8.92796E-05,-7.42108E-05,-6.05842E-05,-4.46043E-05,-2.18877E-05,2.37953E-06,2.23475E-05,3.45671E-05,3.91742E-05,3.98131E-05,3.85791E-05,3.57554E-05,3.13427E-05,2.59607E-05,2.09802E-05,1.71145E-05,9.27271E-06,7.93322E-06,7.97722E-06,4.42443E-06,-4.73198E-07,-4.24332E-06,-5.39977E-06,-3.83678E-06,-2.24179E-06,-2.22147E-06,-2.41035E-06,-9.3834E-07,2.34955E-06,1.28772E-05,2.02018E-05,2.27403E-05,2.37532E-05,2.20677E-05,2.1248E-05,1.7477E-05,1.37643E-05,1.18264E-05,1.11131E-05,1.0764E-05,9.6471E-06,8.35126E-06,7.14208E-06,6.09572E-06,5.10107E-06,4.14378E-06,3.49117E-06,3.08706E-06,2.81068E-06,2.64374E-06,2.72881E-06,2.92586E-06
257,257,MCN27C,-0.001697735,0.001027936,0.000819492,0.000821149,0.000921867,0.000844308,0.000685989,0.00052507,0.000405648,0.000330694,0.000293638,0.000256385,0.000214218,0.000170449,0.000123048,8.82355E-05,7.03309E-05,5.52295E-05,3.96439E-05,2.38407E-05,-8.15624E-05,-7.44926E-05,-6.67583E-05,-5.35355E-05,-4.23609E-05,-2.93371E-05,-1.33433E-05,1.40777E-06,1.4163E-05,2.52523E-05,3.29935E-05,3.73289E-05,3.79141E-05,3.57263E-05,3.17569E-05,2.77762E-05,2.47435E-05,2.35794E-05,2.17236E-05,2.11681E-05,2.02934E-05,2.00011E-05,2.14422E-05,2.42364E-05,2.62786E-05,2.67158E-05,2.56683E-05,2.43533E-05,2.26853E-05,2.01658E-05,1.66932E-05,8.12255E-06,8.1515E-06,1.38219E-05,2.12723E-05,2.24094E-05,2.14622E-05,1.71449E-05,1.28795E-05,1.04231E-05,1.01073E-05,9.94394E-06,9.45733E-06,8.44823E-06,7.34735E-06,6.23284E-06,5.20518E-06,4.09182E-06,3.13063E-06,2.50396E-06,2.07838E-06,1.88393E-06,2.02188E-06,2.41303E-06
258,258,MCN26C,0.002747122,0.000165841,-0.000489709,-0.000488527,-0.000249081,-3.95857E-05,0.000153365,0.000338523,0.000485101,0.000560876,0.000535968,0.000365036,0.000132787,4.05844E-06,-2.71347E-05,-2.46424E-05,-1.66658E-05,-1.44912E-05,-1.50513E-05,-1.70987E-05,4.86176E-06,-7.94585E-05,-0.000106713,-0.000124766,-0.000127593,-0.000109933,-8.28884E-05,-5.59778E-05,-3.23742E-05,-1.47606E-05,-2.09893E-06,6.01921E-06,1.08119E-05,1.23654E-05,1.19227E-05,1.13264E-05,1.29294E-05,1.59332E-05,2.43494E-05,2.52956E-05,2.51E-05,2.55328E-05,2.71612E-05,2.83752E-05,2.90781E-05,2.88929E-05,3.01394E-05,3.08166E-05,3.01348E-05,2.84444E-05,2.6102E-05,2.1025E-05,9.66693E-06,6.13185E-06,1.65649E-05,2.29013E-05,2.10753E-05,1.67285E-05,1.201E-05,9.37669E-06,9.13441E-06,9.15144E-06,9.00557E-06,8.37231E-06,7.28498E-06,6.08556E-06,4.92466E-06,3.67694E-06,2.49993E-06,1.63183E-06,1.04344E-06,8.96764E-07,1.18291E-06,1.63966E-06
