OBJECTID_1,OBJECTID,PadID,crosc_9m,crosc_15m,crosc_21m,crosc_27m,crosc_33m,crosc_39m,crosc_45m,crosc_51m,crosc_57m,crosc_63m,crosc_69m,crosc_75m,crosc_81m,crosc_87m,crosc_93m,crosc_99m,crosc_105m,crosc_111m,crosc_117m,crosc_123m,crosc_130m,crosc_150m,crosc_170m,crosc_190m,crosc_210m,crosc_230m,crosc_250m,crosc_270m,crosc_290m,crosc_310m,crosc_330m,crosc_350m,crosc_370m,crosc_390m,crosc_410m,crosc_430m,crosc_450m,crosc_470m,crosc_530m,crosc_570m,crosc_610m,crosc_650m,crosc_690m,crosc_730m,crosc_770m,crosc_810m,crosc_850m,crosc_890m,crosc_930m,crosc_970m,crosc_1010m,crosc_1110m,crosc_1290m,crosc_1470m,crosc_1650m,crosc_1830m,crosc_2010m,crosc_2190m,crosc_2370m,crosc_2550m,crosc_2730m,crosc_2910m,crosc_3090m,crosc_3270m,crosc_3450m,crosc_3630m,crosc_3810m,crosc_3990m,crosc_4170m,crosc_4350m,crosc_4530m,crosc_4710m,crosc_4890m,crosc_5070m
24,24,ARM06Cv,-0.001472619,0.000256709,0.00218515,0.003541331,0.003851887,0.003579582,0.00309516,0.002579365,0.002075804,0.001596713,0.00114684,0.00074234,0.00039291,9.53467E-05,-0.00015665,-0.000364487,-0.000529847,-0.000655228,-0.000744807,-0.000803188,-0.000809719,-0.000810147,-0.000713043,-0.000605129,-0.000517365,-0.000446221,-0.000388265,-0.000336364,-0.000291553,-0.000253511,-0.000220318,-0.000190988,-0.000165014,-0.000141132,-0.000121394,-0.0001006,-7.96295E-05,-5.87061E-05,-2.67194E-06,3.04019E-05,6.40651E-05,0.000100942,0.000141429,0.000174469,0.00018627,0.000181186,0.000168758,0.000155304,0.000143171,0.000132597,0.000123027,9.96112E-05,6.20908E-05,3.63803E-05,1.98372E-05,1.10721E-05,3.90152E-06,-5.35389E-07,-7.38348E-07,4.65714E-07,1.54812E-06,1.87174E-06,2.00426E-06,2.86803E-06,3.85573E-06,4.33766E-06,4.82211E-06,4.88674E-06,4.58879E-06,4.25861E-06,3.83544E-06,3.41497E-06,3.06057E-06,2.75971E-06
25,25,ARM05Cv,0.001122802,0.002005163,0.001958238,0.001974,0.001960828,0.001910138,0.00181322,0.001656507,0.001458181,0.001226497,0.00097637,0.000725938,0.000495278,0.000298909,0.000142456,2.14186E-05,-6.92865E-05,-0.000129493,-0.00015729,-0.000161357,-0.000161239,-0.000120047,-0.000136268,-0.000185744,-0.000237062,-0.000278716,-0.00030505,-0.000316368,-0.000313279,-0.000299715,-0.000273992,-0.000245485,-0.000219178,-0.000194982,-0.000175751,-0.000158596,-0.000143347,-0.000129493,-9.23998E-05,-6.77407E-05,-4.64007E-05,-2.76858E-05,-1.13651E-05,4.63969E-06,2.09098E-05,3.69375E-05,5.01947E-05,6.00559E-05,6.8539E-05,7.61818E-05,8.19129E-05,7.07847E-05,6.57824E-05,4.67945E-05,3.0865E-05,1.73305E-05,7.89516E-06,2.13567E-06,-1.93518E-07,4.01244E-07,1.29603E-06,1.68427E-06,2.25415E-06,3.40835E-06,4.14317E-06,4.40805E-06,4.73436E-06,4.86596E-06,4.78235E-06,4.40755E-06,3.92728E-06,3.5009E-06,3.12318E-06,2.80575E-06
26,26,ARM03Cv,0.00352647,0.003814317,0.003803688,0.003700243,0.003712057,0.003761789,0.003742491,0.003619791,0.003415071,0.003086097,0.002696778,0.002320455,0.001987497,0.001703765,0.001465742,0.001264572,0.001093713,0.000949074,0.000826181,0.000720703,0.000613761,0.00039609,0.000266911,0.000183222,0.000133476,7.32995E-05,2.27029E-05,-1.3927E-05,-4.99065E-05,-8.15507E-05,-0.000121899,-0.000152248,-0.000171195,-0.000179133,-0.000179206,-0.000174294,-0.000165506,-0.000154675,-0.00011753,-9.38475E-05,-7.23537E-05,-5.20047E-05,-3.53133E-05,-2.33646E-05,-1.28075E-05,-3.71659E-06,3.03427E-06,8.83229E-06,1.3948E-05,1.80191E-05,2.13866E-05,2.26876E-05,4.3578E-05,4.5228E-05,3.18841E-05,1.89864E-05,8.88849E-06,2.77348E-06,-1.80779E-07,-3.64496E-07,2.03872E-07,1.0269E-06,2.10025E-06,3.19975E-06,3.71424E-06,3.81768E-06,4.08728E-06,4.46883E-06,4.57528E-06,4.26245E-06,3.84645E-06,3.49971E-06,3.16446E-06,2.84829E-06
27,27,WHI17Tv,0.000716014,-0.00083357,-0.000121683,0.000129211,7.93521E-05,-2.44258E-05,-3.55966E-05,-4.19047E-05,-1.80421E-05,1.69712E-05,3.84507E-05,4.07267E-05,2.48591E-05,5.22204E-06,-2.93481E-06,-1.01152E-06,2.72365E-06,-4.12239E-06,-2.13302E-05,-4.40439E-05,-0.000154109,-0.00025416,-0.000323034,-0.000310243,-0.000240502,-0.000166182,-0.000109104,-9.36805E-05,-9.33557E-05,-0.000103932,-0.000123387,-0.000144727,-0.000164663,-0.000179671,-0.000187998,-0.000189283,-0.000185036,-0.000176554,-0.000149641,-0.000135562,-0.000119388,-0.000105213,-9.48315E-05,-8.66753E-05,-7.93378E-05,-7.24726E-05,-6.54796E-05,-5.83644E-05,-5.13108E-05,-4.43169E-05,-3.83103E-05,-2.86017E-05,-3.21153E-05,-2.74358E-05,-1.36566E-05,-1.817E-06,1.47015E-05,2.99933E-05,2.75079E-05,2.21034E-05,1.70554E-05,1.14557E-05,7.23962E-06,4.90921E-06,3.14733E-06,2.14463E-06,1.57496E-06,9.33317E-07,5.85861E-07,6.57185E-07,8.80433E-07,1.31685E-06,1.86586E-06,2.36615E-06
28,28,WHI16Tv,-0.001611379,-0.002503003,-0.001196475,-0.001263144,-0.001077387,-0.000991391,-0.000875984,-0.000824253,-0.000840181,-0.000877121,-0.000915095,-0.000968327,-0.001020488,-0.001057591,-0.001080194,-0.001094451,-0.001098787,-0.001095246,-0.001089556,-0.001080442,-0.001243716,-0.001111487,-0.000923222,-0.000708542,-0.000491302,-0.000286003,-0.000141387,-8.63917E-05,-6.78275E-05,-7.16103E-05,-9.20852E-05,-0.000117699,-0.000144524,-0.000168219,-0.000184317,-0.000190726,-0.00018995,-0.000183447,-0.000155049,-0.000137409,-0.000118512,-9.84915E-05,-8.21893E-05,-7.065E-05,-6.25484E-05,-5.65792E-05,-5.06838E-05,-4.46366E-05,-3.88418E-05,-3.37177E-05,-2.98652E-05,-2.34509E-05,-2.98438E-05,-2.60078E-05,-1.27384E-05,-1.52806E-06,1.33121E-05,2.61537E-05,2.41678E-05,2.07777E-05,1.67371E-05,1.14775E-05,7.54798E-06,5.2547E-06,3.48495E-06,2.43626E-06,1.80657E-06,1.08239E-06,6.69717E-07,6.60628E-07,8.11962E-07,1.19188E-06,1.7083E-06,2.20897E-06
29,29,WOR30Cv,0.001935214,0.001944403,0.001820417,0.001920104,0.001909625,0.001870755,0.001793741,0.001682373,0.001546765,0.001402166,0.001254545,0.001114035,0.000985919,0.000873513,0.000773861,0.000687656,0.000626707,0.000536629,0.000464158,0.00042545,0.00042168,0.00035679,0.000238891,0.000150068,7.85308E-05,3.81409E-05,1.30625E-05,-3.44558E-06,-1.55543E-05,-2.4828E-05,-3.24795E-05,-3.8248E-05,-4.06635E-05,-4.10531E-05,-3.96113E-05,-3.71699E-05,-3.47188E-05,-3.04532E-05,-1.33558E-05,-3.53966E-06,3.79213E-06,8.74237E-06,1.16688E-05,1.25065E-05,1.14422E-05,9.23849E-06,6.75165E-06,4.3169E-06,2.04085E-06,2.51271E-08,-1.60334E-06,-2.6527E-06,-1.99983E-06,-2.23567E-06,-2.32296E-06,-2.34537E-06,-3.23651E-06,-3.93566E-06,-4.2796E-06,-4.11753E-06,-3.68807E-06,-3.23337E-06,-2.84838E-06,-2.51404E-06,-2.24416E-06,-2.03577E-06,-1.81357E-06,-1.5676E-06,-1.31587E-06,-1.09525E-06,-9.04254E-07,-7.72477E-07,-6.86046E-07,-6.24316E-07
30,30,ARM02Cv,-6.88446E-05,0.000117843,0.000481245,0.000679834,0.000902961,0.001135661,0.001393381,0.001676369,0.001901376,0.002012049,0.001988157,0.001849281,0.001645637,0.001426435,0.001217573,0.001027195,0.000858484,0.00071063,0.000581601,0.000476945,0.00042727,0.000450866,0.000430821,0.000352228,0.000252422,0.00014403,3.89374E-05,-5.07938E-05,-0.000120345,-0.000162082,-0.000180327,-0.000186936,-0.000187775,-0.000184569,-0.000177687,-0.000167914,-0.000156809,-0.000146421,-0.000119725,-0.000103049,-8.57283E-05,-6.84711E-05,-5.27824E-05,-3.97688E-05,-2.90835E-05,-1.92741E-05,-9.42554E-06,2.77144E-07,7.99396E-06,1.30027E-05,1.61596E-05,2.4839E-05,4.23275E-05,4.39422E-05,3.11209E-05,1.82048E-05,7.5129E-06,1.32981E-06,-1.50583E-06,-1.786E-06,-1.08629E-06,4.65266E-08,1.27773E-06,2.22614E-06,2.74543E-06,2.94559E-06,3.05306E-06,3.53053E-06,3.86237E-06,3.80042E-06,3.55361E-06,3.29156E-06,3.00778E-06,2.76562E-06
31,31,ARM17Cv,0.000408104,0.000667472,0.000566633,0.000507295,0.000422904,0.000330216,0.000266969,0.000214871,0.000171542,0.000126329,7.34326E-05,2.25441E-05,-1.73373E-05,-4.03524E-05,-4.53187E-05,-3.88242E-05,-2.979E-05,-2.50302E-05,-2.82658E-05,-4.05943E-05,-0.000117021,-0.000223395,-0.000332449,-0.000408366,-0.000472936,-0.000525327,-0.00053566,-0.000532064,-0.000493568,-0.000441041,-0.000383465,-0.000328198,-0.000279115,-0.000238664,-0.000207255,-0.000183082,-0.000164789,-0.000151026,-0.000122934,-0.000104587,-8.28257E-05,-6.1356E-05,-4.22087E-05,-2.6002E-05,-1.40241E-05,-4.31975E-06,5.36724E-06,1.47669E-05,2.40922E-05,3.3399E-05,4.20657E-05,6.3134E-05,6.62665E-05,4.68173E-05,3.00215E-05,1.64822E-05,6.156E-06,4.10998E-07,-1.6097E-06,-1.02557E-06,4.48167E-08,6.71055E-07,1.37125E-06,2.41572E-06,3.10704E-06,3.45231E-06,3.64164E-06,3.9543E-06,4.15514E-06,3.99432E-06,3.66559E-06,3.33411E-06,3.01368E-06,2.75148E-06
32,32,ARM19Cv,-0.002213326,-0.002805641,-0.002476586,-0.002230556,-0.001910237,-0.001547534,-0.001161179,-0.000822576,-0.00057137,-0.000407661,-0.000305744,-0.000235664,-0.000179668,-0.000129687,-8.26391E-05,-3.63239E-05,7.42022E-06,4.56868E-05,7.59444E-05,9.57731E-05,8.30067E-05,7.23345E-05,3.26197E-05,-2.03913E-05,-0.000124639,-0.000246117,-0.000333659,-0.000364097,-0.000353823,-0.000326846,-0.000294909,-0.000264262,-0.000236655,-0.000212703,-0.000193665,-0.0001796,-0.000168319,-0.000158698,-0.000135339,-0.000120948,-0.000106756,-9.10167E-05,-7.37349E-05,-5.6276E-05,-4.0373E-05,-2.63633E-05,-1.37944E-05,-2.76771E-06,6.49256E-06,1.38697E-05,1.92224E-05,2.58009E-05,4.15989E-05,4.35933E-05,3.09639E-05,1.73986E-05,6.96802E-06,6.72587E-07,-2.19084E-06,-2.46689E-06,-1.71323E-06,-4.07573E-07,9.23102E-07,1.77632E-06,2.29221E-06,2.54519E-06,2.63219E-06,3.06766E-06,3.46922E-06,3.54804E-06,3.39351E-06,3.17213E-06,2.91094E-06,2.70602E-06
33,33,ARM27Cv,-0.000666993,-3.53429E-05,-4.39997E-05,0.000145822,0.000280198,0.000357433,0.000415477,0.000434078,0.00041309,0.00036239,0.000292223,0.000202709,9.02135E-05,-3.65684E-05,-0.00016032,-0.000266122,-0.000322893,-0.000352833,-0.000397056,-0.000480893,-0.000577718,-0.000657991,-0.000645,-0.000620446,-0.000558309,-0.000476562,-0.000403664,-0.000350145,-0.000312883,-0.000283728,-0.000259914,-0.000241906,-0.000230595,-0.000221115,-0.000209176,-0.000194278,-0.00017888,-0.000164398,-0.00013249,-0.000115958,-9.79055E-05,-7.91786E-05,-6.0092E-05,-4.02336E-05,-2.02878E-05,-1.44068E-06,1.52817E-05,2.98862E-05,4.35106E-05,5.60041E-05,6.68339E-05,8.74202E-05,7.20559E-05,4.48097E-05,2.70827E-05,1.30901E-05,3.44695E-06,-2.06059E-06,-3.19669E-06,-2.25058E-06,-9.29806E-07,-1.11933E-07,6.13118E-07,1.32803E-06,2.08565E-06,2.62248E-06,2.79797E-06,3.04416E-06,3.36366E-06,3.48679E-06,3.35291E-06,3.08943E-06,2.829E-06,2.62974E-06
34,34,ARM28Cv,0.003329822,0.003015653,0.003098589,0.002900718,0.002534286,0.002128029,0.0017861,0.001492351,0.001203881,0.000916078,0.000661089,0.000461796,0.000395781,0.000384013,0.000302689,8.68078E-05,-0.00013014,-0.000283289,-0.000390896,-0.000457525,-0.000471976,-0.000448673,-0.000430252,-0.000396788,-0.000366531,-0.00033174,-0.000289741,-0.000249628,-0.000221753,-0.000207916,-0.000206258,-0.000208768,-0.000208575,-0.00020563,-0.000198613,-0.00018826,-0.000175469,-0.000162405,-0.000131069,-0.000113923,-9.57712E-05,-7.68593E-05,-5.69094E-05,-3.59327E-05,-1.44373E-05,5.81975E-06,2.38266E-05,3.99811E-05,5.47385E-05,6.77146E-05,7.84319E-05,8.7161E-05,7.30749E-05,4.49482E-05,2.6991E-05,1.23256E-05,2.83209E-06,-2.64354E-06,-3.89097E-06,-2.86482E-06,-1.4877E-06,-5.33181E-07,2.85546E-07,9.30939E-07,1.65134E-06,2.2272E-06,2.42207E-06,2.59133E-06,2.97564E-06,3.22024E-06,3.18176E-06,2.96046E-06,2.73075E-06,2.56574E-06
35,35,ARM29Cv,0.002458438,0.002399349,0.001738311,0.001337817,0.00101246,0.000723641,0.000435675,0.000175531,9.86485E-06,8.32522E-05,0.000239723,0.000234787,-4.93904E-05,-0.000336856,-0.000497656,-0.000583611,-0.000607929,-0.00058813,-0.000552639,-0.000512264,-0.000450022,-0.000369687,-0.000315014,-0.000278948,-0.00025479,-0.000238818,-0.00021092,-0.000180828,-0.000163152,-0.00016327,-0.000173791,-0.000185354,-0.000190289,-0.000190655,-0.000187547,-0.000180788,-0.000171321,-0.000161205,-0.000134879,-0.000118144,-0.00010025,-8.098E-05,-6.01792E-05,-3.82775E-05,-1.61002E-05,4.49496E-06,2.27357E-05,3.92133E-05,5.41457E-05,6.73701E-05,7.83211E-05,8.7161E-05,7.30749E-05,4.49482E-05,2.6991E-05,1.23256E-05,2.83209E-06,-2.64354E-06,-3.89097E-06,-2.86482E-06,-1.4877E-06,-5.33181E-07,2.85546E-07,9.30939E-07,1.65134E-06,2.2272E-06,2.42207E-06,2.59133E-06,2.97564E-06,3.22024E-06,3.18176E-06,2.96046E-06,2.73075E-06,2.56574E-06
36,36,ARM02Tv,0.003274641,0.003196398,0.00320259,0.003290836,0.003369259,0.00331152,0.003117688,0.002832484,0.002506814,0.002171385,0.001848347,0.001546035,0.001272168,0.00103007,0.000821589,0.000645871,0.000498095,0.000373017,0.000266968,0.000177093,0.000101465,-0.000116342,-0.000197681,-0.000213465,-0.000201853,-0.00018015,-0.000157903,-0.000137814,-0.000121075,-0.000108723,-0.000100052,-9.33208E-05,-8.97871E-05,-8.65318E-05,-8.15982E-05,-7.45611E-05,-6.55873E-05,-5.31859E-05,-3.59276E-06,3.11783E-05,5.90501E-05,7.45218E-05,7.88153E-05,7.56696E-05,6.75646E-05,5.75398E-05,4.89941E-05,4.39767E-05,4.28791E-05,4.36924E-05,4.47317E-05,4.71834E-05,4.10757E-05,3.8103E-05,3.19696E-05,2.28302E-05,1.68192E-05,1.25327E-05,8.13219E-06,5.03976E-06,3.03637E-06,1.30971E-06,4.79458E-07,6.96257E-07,7.48405E-07,3.58679E-07,1.53115E-07,4.47221E-07,1.20227E-06,1.8869E-06,2.23815E-06,2.15794E-06,1.76944E-06,1.20733E-06
37,37,ARM14Tv,0.001551595,0.001023554,0.00082753,0.000660755,0.000448649,0.00019378,-5.81573E-05,-0.000258728,-0.000380985,-0.000416303,-0.000373732,-0.000274369,-0.000142477,3.74415E-06,0.000145802,0.000274567,0.000389318,0.00048503,0.000561072,0.000617374,0.000645659,0.000664314,0.000573965,0.000441033,0.00031108,0.000198389,0.000105053,3.51907E-05,-9.23773E-06,-3.72863E-05,-6.15622E-05,-8.00543E-05,-9.26868E-05,-0.00010067,-0.000106292,-0.000111011,-0.000114676,-0.000116547,-0.000108363,-9.5028E-05,-7.91481E-05,-6.20249E-05,-4.66923E-05,-3.53321E-05,-2.75557E-05,-2.19046E-05,-1.71689E-05,-1.2689E-05,-8.0054E-06,-2.75354E-06,3.15096E-06,1.73784E-05,3.0569E-05,2.73682E-05,2.31401E-05,1.86444E-05,1.42627E-05,1.06895E-05,7.36887E-06,5.36826E-06,3.91276E-06,2.78511E-06,1.99475E-06,1.39989E-06,1.29047E-06,1.7674E-06,2.38519E-06,2.87075E-06,3.00537E-06,2.97633E-06,2.86041E-06,2.52745E-06,1.91663E-06,9.16719E-07
38,38,ARM25Tv,0.006069942,0.002905845,0.000489321,-0.000840998,-0.001344727,-0.001483359,-0.001436222,-0.001324036,-0.001208572,-0.001096613,-0.000964319,-0.000861101,-0.000804047,-0.000771586,-0.000753939,-0.00075294,-0.000769944,-0.000795575,-0.000818898,-0.000836897,-0.000584847,-0.00066176,-0.000662774,-0.000629397,-0.000576422,-0.000516345,-0.000463827,-0.000423795,-0.000397975,-0.000381571,-0.00036972,-0.000360724,-0.000352905,-0.000343365,-0.000333122,-0.000320624,-0.0003038,-0.000285332,-0.000224871,-0.000184021,-0.000146985,-0.000113674,-8.30573E-05,-5.6642E-05,-3.5638E-05,-1.96452E-05,-7.65188E-06,1.39783E-06,7.85977E-06,1.21476E-05,1.48613E-05,1.89174E-05,2.77631E-05,3.36806E-05,3.06735E-05,2.32699E-05,1.63007E-05,1.08965E-05,7.91973E-06,5.16509E-06,3.2131E-06,2.09242E-06,1.40101E-06,8.59592E-07,5.05032E-07,4.83803E-07,8.0273E-07,1.24858E-06,1.74789E-06,1.98327E-06,1.972E-06,1.82675E-06,1.54E-06,1.06081E-06
39,39,ARM26Tv,0.001475767,0.000721725,0.000384538,-0.000138636,-0.000702929,-0.000974133,-0.001020035,-0.001023366,-0.001050757,-0.001103504,-0.001165527,-0.00123131,-0.00128583,-0.00131666,-0.001327512,-0.001323311,-0.001298744,-0.001254301,-0.00119696,-0.001133595,-0.001129635,-0.000913062,-0.000704719,-0.000530659,-0.000403203,-0.000325431,-0.000288654,-0.000278398,-0.000281447,-0.000290293,-0.000300848,-0.00031018,-0.000316013,-0.000318003,-0.000312468,-0.000303359,-0.000292213,-0.000277551,-0.000223241,-0.00018541,-0.000150026,-0.000117359,-8.85356E-05,-6.40023E-05,-4.39161E-05,-2.8275E-05,-1.65683E-05,-7.90984E-06,-1.31376E-06,3.68317E-06,7.95269E-06,1.6001E-05,2.56184E-05,2.98935E-05,2.76081E-05,2.18852E-05,1.56391E-05,1.05238E-05,7.49317E-06,5.09106E-06,3.40392E-06,2.27437E-06,1.5019E-06,8.84339E-07,5.35347E-07,6.37049E-07,1.07228E-06,1.50564E-06,1.88713E-06,2.00426E-06,1.95133E-06,1.80405E-06,1.52819E-06,1.01376E-06
40,40,WHI02Tv,-0.002581382,0.002515982,0.002788059,0.002583621,0.002711068,0.002793216,0.002890473,0.002959306,0.002936703,0.002845253,0.002783663,0.002719171,0.002627746,0.00251813,0.002395823,0.00228851,0.002185117,0.002087713,0.001997131,0.001917509,0.001771012,0.0014958,0.001094888,0.000691022,0.000324057,7.04193E-05,-8.69652E-05,-0.000176311,-0.000217729,-0.000227416,-0.00021867,-0.000204361,-0.00018985,-0.000175872,-0.00016264,-0.000153816,-0.000148185,-0.000143493,-0.000129586,-0.000119247,-0.000115762,-0.000115169,-0.000113289,-0.000108226,-0.000100331,-9.08641E-05,-8.18706E-05,-7.36002E-05,-6.5352E-05,-5.75338E-05,-5.08091E-05,-3.50837E-05,-3.32161E-05,-2.70509E-05,-1.31976E-05,1.06513E-06,3.07152E-05,3.97245E-05,3.37143E-05,2.52796E-05,1.81745E-05,1.1044E-05,7.08726E-06,4.71616E-06,2.89126E-06,1.93899E-06,1.25235E-06,5.9415E-07,3.26439E-07,4.38674E-07,7.87511E-07,1.30457E-06,1.89476E-06,2.39512E-06
41,41,WHI04Tv,0.005655651,0.002877808,0.001427627,0.000805833,0.000774,0.000908784,0.001035711,0.001135601,0.001150992,0.001116846,0.001054424,0.000982398,0.00091002,0.000847359,0.000786552,0.00073164,0.000673113,0.00060792,0.000547311,0.000497007,0.000665578,0.000527609,0.000377437,0.00021527,0.000107417,2.80548E-05,-2.74714E-05,-5.567E-05,-7.23203E-05,-8.97064E-05,-0.00010925,-0.00013192,-0.000152116,-0.000164306,-0.000168059,-0.000166604,-0.000162489,-0.000157823,-0.000138472,-0.000120725,-0.000102605,-8.99254E-05,-8.20266E-05,-7.56714E-05,-6.94846E-05,-6.31386E-05,-5.69043E-05,-5.11107E-05,-4.52764E-05,-3.97101E-05,-3.52639E-05,-2.89381E-05,-3.18408E-05,-2.63817E-05,-1.22681E-05,1.1502E-06,2.60054E-05,3.57375E-05,3.04574E-05,2.38654E-05,1.76504E-05,1.12059E-05,7.44963E-06,5.0673E-06,3.24998E-06,2.24033E-06,1.48099E-06,7.29134E-07,3.86192E-07,4.20657E-07,6.94283E-07,1.16767E-06,1.72323E-06,2.23977E-06
42,42,WHI05Tv,0.00857634,0.005196397,0.004035669,0.002720314,0.002053291,0.00164999,0.001304424,0.000913838,0.000566699,0.000303981,0.000130454,2.21565E-05,-5.96661E-05,-0.000121329,-0.000163568,-0.00019511,-0.000220588,-0.000236401,-0.000243463,-0.000244143,-0.000360896,-0.00032192,-0.000267489,-0.000252895,-0.000223971,-0.000166337,-0.000104046,-5.9452E-05,-3.79017E-05,-3.90348E-05,-6.08896E-05,-8.94955E-05,-0.000117665,-0.000142337,-0.000158079,-0.000164342,-0.000163151,-0.000158282,-0.000135317,-0.000115184,-9.58765E-05,-7.88864E-05,-6.7017E-05,-5.89376E-05,-5.22582E-05,-4.68032E-05,-4.18942E-05,-3.73862E-05,-3.2932E-05,-2.93786E-05,-2.72332E-05,-2.45752E-05,-2.92678E-05,-2.33013E-05,-9.76034E-06,6.85093E-06,3.53953E-05,3.55114E-05,2.96112E-05,2.40664E-05,1.75234E-05,1.13619E-05,8.05016E-06,5.4569E-06,3.72444E-06,2.6226E-06,1.55901E-06,6.54432E-07,2.50593E-07,1.81773E-07,4.50706E-07,9.06356E-07,1.4332E-06,1.95978E-06
43,43,WHI06Tv,-0.004301491,-0.003006836,-0.001819726,-0.001086563,-0.000639266,-0.000368161,-0.0002367,-0.000202771,-0.000199243,-0.000214294,-0.000265358,-0.000348061,-0.000457468,-0.000563322,-0.000649918,-0.00071657,-0.000768579,-0.000806365,-0.000828926,-0.000837459,-0.000858941,-0.000773914,-0.000619725,-0.000486643,-0.000399486,-0.000346743,-0.00030247,-0.00026188,-0.000227556,-0.000202693,-0.00017957,-0.000163184,-0.000154674,-0.000150123,-0.000150107,-0.000152922,-0.000155975,-0.000158424,-0.000150491,-0.000130734,-0.000106906,-8.14208E-05,-5.83704E-05,-3.88969E-05,-2.43784E-05,-1.46267E-05,-8.16405E-06,-4.96135E-06,-4.76026E-06,-7.18468E-06,-1.11546E-05,-1.98178E-05,-2.75069E-05,-2.40074E-05,-1.32317E-05,-3.23308E-06,6.82762E-06,1.84659E-05,1.93274E-05,1.80033E-05,1.55751E-05,1.15959E-05,7.53718E-06,5.33801E-06,3.737E-06,2.6353E-06,2.04711E-06,1.44067E-06,1.00374E-06,9.14221E-07,9.63761E-07,1.24438E-06,1.70498E-06,2.17125E-06
44,44,WHI07Tv,-0.000276259,0.0009507,0.000306537,0.000233329,0.000293113,0.000269054,0.000171023,3.04111E-05,-0.000100673,-0.000190821,-0.000238783,-0.00026466,-0.000268587,-0.00026144,-0.000253522,-0.000254858,-0.000266596,-0.000285861,-0.000303031,-0.000315359,-8.24965E-05,-5.27841E-05,-7.89132E-05,-0.000142683,-0.000201049,-0.000243171,-0.000261375,-0.000258856,-0.000243481,-0.000217218,-0.000193278,-0.000185863,-0.000179566,-0.000173731,-0.00017094,-0.000170985,-0.000173476,-0.000176338,-0.000166195,-0.000143966,-0.000116687,-8.98036E-05,-6.5873E-05,-4.67758E-05,-3.33391E-05,-2.39257E-05,-1.71243E-05,-1.29542E-05,-1.1246E-05,-1.18858E-05,-1.43292E-05,-1.98178E-05,-2.75069E-05,-2.40074E-05,-1.32317E-05,-3.23308E-06,6.82762E-06,1.84659E-05,1.93274E-05,1.80033E-05,1.55751E-05,1.15959E-05,7.53718E-06,5.33801E-06,3.737E-06,2.6353E-06,2.04711E-06,1.44067E-06,1.00374E-06,9.14221E-07,9.63761E-07,1.24438E-06,1.70498E-06,2.17125E-06
45,45,WHI09Tv,-0.003730056,-0.000695986,0.000285698,0.000702989,0.000931472,0.001156788,0.00137633,0.001581832,0.001778075,0.001956864,0.002117961,0.002216653,0.002246207,0.002224028,0.002162126,0.002070454,0.001950574,0.001812337,0.001662557,0.001508034,0.001286753,0.000825742,0.000473016,0.000201147,1.20693E-05,-0.0001111,-0.000177374,-0.000203965,-0.000207887,-0.000199836,-0.000190821,-0.000185367,-0.000187108,-0.000192723,-0.000197183,-0.000200028,-0.000196352,-0.000188798,-0.000157562,-0.000134917,-0.000113425,-9.3431E-05,-7.65054E-05,-6.41616E-05,-5.54485E-05,-4.87935E-05,-4.2898E-05,-3.74144E-05,-3.29741E-05,-2.99562E-05,-2.80524E-05,-2.83114E-05,-3.46009E-05,-2.61534E-05,-1.57454E-05,-7.06279E-06,4.60109E-07,9.33004E-06,1.61208E-05,1.56397E-05,1.36336E-05,1.12057E-05,7.45042E-06,4.61913E-06,3.25197E-06,2.26725E-06,1.74496E-06,1.57045E-06,1.40423E-06,1.29668E-06,1.39438E-06,1.70104E-06,2.15837E-06,2.5248E-06
46,46,WHI12Tv,0.002386462,0.003894238,0.00361135,0.003109988,0.00280966,0.00273845,0.002691041,0.002582512,0.002434755,0.002255797,0.00206593,0.001869121,0.001668289,0.001468458,0.001275149,0.001095773,0.000937105,0.000792414,0.000662744,0.000547417,0.000289413,7.60698E-05,-5.57191E-05,-0.000120838,-0.000141766,-0.000146606,-0.000149345,-0.000152591,-0.000154433,-0.000159088,-0.000163766,-0.000170496,-0.00017759,-0.000182917,-0.000185457,-0.000186046,-0.00018509,-0.000179561,-0.00015122,-0.000134881,-0.000123226,-0.000116275,-0.000110114,-0.000102791,-9.44121E-05,-8.61242E-05,-7.74983E-05,-6.83102E-05,-6.00473E-05,-5.348E-05,-4.79595E-05,-3.47099E-05,-3.69993E-05,-2.71647E-05,-1.62805E-05,-7.09714E-06,5.2783E-07,9.81022E-06,1.76541E-05,1.66281E-05,1.37849E-05,1.13121E-05,7.258E-06,4.31855E-06,2.97467E-06,2.0151E-06,1.53104E-06,1.42646E-06,1.31289E-06,1.28762E-06,1.46246E-06,1.83295E-06,2.32007E-06,2.68548E-06
