OBJECTID_1,OBJECTID,PadID,crosc_9m,crosc_15m,crosc_21m,crosc_27m,crosc_33m,crosc_39m,crosc_45m,crosc_51m,crosc_57m,crosc_63m,crosc_69m,crosc_75m,crosc_81m,crosc_87m,crosc_93m,crosc_99m,crosc_105m,crosc_111m,crosc_117m,crosc_123m,crosc_130m,crosc_150m,crosc_170m,crosc_190m,crosc_210m,crosc_230m,crosc_250m,crosc_270m,crosc_290m,crosc_310m,crosc_330m,crosc_350m,crosc_370m,crosc_390m,crosc_410m,crosc_430m,crosc_450m,crosc_470m,crosc_530m,crosc_570m,crosc_610m,crosc_650m,crosc_690m,crosc_730m,crosc_770m,crosc_810m,crosc_850m,crosc_890m,crosc_930m,crosc_970m,crosc_1010m,crosc_1110m,crosc_1290m,crosc_1470m,crosc_1650m,crosc_1830m,crosc_2010m,crosc_2190m,crosc_2370m,crosc_2550m,crosc_2730m,crosc_2910m,crosc_3090m,crosc_3270m,crosc_3450m,crosc_3630m,crosc_3810m,crosc_3990m,crosc_4170m,crosc_4350m,crosc_4530m,crosc_4710m,crosc_4890m,crosc_5070m
154,154,ARM20C,-0.001246399,-0.001618547,-0.001350908,-0.001250781,-0.001219836,-0.001185984,-0.001154255,-0.001115293,-0.001071313,-0.001016751,-0.000949468,-0.000874909,-0.000802986,-0.000737836,-0.000681053,-0.000629219,-0.000587206,-0.000554346,-0.000528823,-0.000511718,-0.000659148,-0.000761576,-0.000765223,-0.000679057,-0.000596599,-0.000526456,-0.000464582,-0.000413789,-0.000373875,-0.000337059,-0.000299684,-0.000265477,-0.000235166,-0.00020886,-0.000188474,-0.000174323,-0.000164978,-0.000158806,-0.000147315,-0.000136751,-0.000121123,-0.000104217,-8.76155E-05,-7.011E-05,-5.0878E-05,-3.23096E-05,-1.70295E-05,-5.04455E-06,4.22919E-06,1.18204E-05,1.80355E-05,2.61803E-05,4.08034E-05,4.33395E-05,3.08665E-05,1.6624E-05,6.50524E-06,1.76495E-07,-2.86096E-06,-3.1455E-06,-2.29012E-06,-8.37946E-07,5.71729E-07,1.37387E-06,1.85973E-06,2.16304E-06,2.25645E-06,2.6076E-06,3.06663E-06,3.27399E-06,3.21736E-06,3.03963E-06,2.80422E-06,2.63668E-06
155,155,ARM26C,-0.002412466,-0.001992305,-0.001819702,-0.001775283,-0.00183476,-0.00193414,-0.00205235,-0.002164682,-0.002244729,-0.002279241,-0.002260752,-0.002192573,-0.002087358,-0.001960209,-0.001827662,-0.001702757,-0.001597097,-0.001515465,-0.001455413,-0.001401713,-0.001252021,-0.001282156,-0.001188885,-0.000993749,-0.000800233,-0.0006523,-0.000557028,-0.000488836,-0.000429678,-0.000372311,-0.000324192,-0.000285073,-0.000253878,-0.000229373,-0.000209618,-0.000192743,-0.000178103,-0.000165756,-0.000137557,-0.000121714,-0.000104515,-8.59452E-05,-6.70255E-05,-4.79193E-05,-2.95894E-05,-1.27881E-05,1.92596E-06,1.45444E-05,2.61385E-05,3.71264E-05,4.72549E-05,6.16093E-05,6.66987E-05,4.6608E-05,2.96762E-05,1.50043E-05,4.80492E-06,-1.16037E-06,-2.95578E-06,-2.36317E-06,-1.16768E-06,-2.37691E-07,6.9521E-07,1.5013E-06,2.16777E-06,2.62482E-06,2.73293E-06,3.03702E-06,3.40672E-06,3.51291E-06,3.36332E-06,3.11247E-06,2.84601E-06,2.64759E-06
156,156,ARM25C,-0.00031983,-0.001041309,-0.001242917,-0.001343808,-0.001432678,-0.001501502,-0.00154436,-0.00156406,-0.001563869,-0.00155236,-0.001524406,-0.001481637,-0.001432377,-0.001381054,-0.001334483,-0.001298735,-0.001275197,-0.00125158,-0.001226281,-0.001217616,-0.001148024,-0.001295239,-0.001219234,-0.001010787,-0.000818215,-0.000679409,-0.000584156,-0.000510173,-0.000440114,-0.000382259,-0.000333458,-0.000291137,-0.000255779,-0.000227925,-0.000207225,-0.000190965,-0.000177659,-0.00016665,-0.000140375,-0.000125284,-0.000108414,-9.00946E-05,-7.1219E-05,-5.20099E-05,-3.37778E-05,-1.72842E-05,-3.03954E-06,9.01712E-06,1.99184E-05,3.01235E-05,3.94906E-05,6.16093E-05,6.66987E-05,4.6608E-05,2.96762E-05,1.50043E-05,4.80492E-06,-1.16037E-06,-2.95578E-06,-2.36317E-06,-1.16768E-06,-2.37691E-07,6.9521E-07,1.5013E-06,2.16777E-06,2.62482E-06,2.73293E-06,3.03702E-06,3.40672E-06,3.51291E-06,3.36332E-06,3.11247E-06,2.84601E-06,2.64759E-06
157,157,ARM22C,-0.001545045,-0.001244383,-0.001125343,-0.000994228,-0.000817456,-0.000640407,-0.000477752,-0.000346352,-0.00025556,-0.000217268,-0.000227999,-0.000274301,-0.000338446,-0.000438815,-0.000580909,-0.000750807,-0.000939477,-0.001114888,-0.001252981,-0.001351071,-0.001496927,-0.001383772,-0.001094853,-0.000817432,-0.0006219,-0.000501511,-0.000412779,-0.000348704,-0.000306544,-0.000278959,-0.000259265,-0.000244268,-0.000228891,-0.000212707,-0.000197712,-0.00018496,-0.000175402,-0.000168491,-0.000152589,-0.000139039,-0.00012284,-0.000104434,-8.5403E-05,-6.57609E-05,-4.55276E-05,-2.6579E-05,-1.11923E-05,9.8998E-07,1.10174E-05,1.98041E-05,2.78352E-05,4.02328E-05,5.50345E-05,4.62927E-05,3.08769E-05,1.56956E-05,5.46356E-06,-7.82667E-07,-3.30136E-06,-3.10454E-06,-2.01833E-06,-7.67141E-07,4.56522E-07,1.25141E-06,1.8014E-06,2.2131E-06,2.29533E-06,2.58975E-06,3.0412E-06,3.25974E-06,3.20184E-06,3.01016E-06,2.7696E-06,2.60504E-06
158,158,ARM27C,-0.000691505,0.000337953,0.000402064,0.000507727,0.000594833,0.000649948,0.000690119,0.000683248,0.0006368,0.00056331,0.000472221,0.000362851,0.000231174,8.70471E-05,-5.22234E-05,-0.000171306,-0.000235591,-0.00027122,-0.00032348,-0.000419081,-0.000577718,-0.000657991,-0.000645,-0.000620446,-0.000558309,-0.000476562,-0.000403664,-0.000350145,-0.000312883,-0.000283728,-0.000259914,-0.000241906,-0.000230595,-0.000221115,-0.000209176,-0.000194278,-0.00017888,-0.000164398,-0.00013249,-0.000115958,-9.79055E-05,-7.91786E-05,-6.0092E-05,-4.02336E-05,-2.02878E-05,-1.44068E-06,1.52817E-05,2.98862E-05,4.35106E-05,5.60041E-05,6.68339E-05,8.74202E-05,7.20559E-05,4.48097E-05,2.70827E-05,1.30901E-05,3.44695E-06,-2.06059E-06,-3.19669E-06,-2.25058E-06,-9.29806E-07,-1.11933E-07,6.13118E-07,1.32803E-06,2.08565E-06,2.62248E-06,2.79797E-06,3.04416E-06,3.36366E-06,3.48679E-06,3.35291E-06,3.08943E-06,2.829E-06,2.62974E-06
159,159,ARM28C,0.003018413,0.003073134,0.002789754,0.002647383,0.00242151,0.002106465,0.001808089,0.00154236,0.001300278,0.001053886,0.000806276,0.000579948,0.000397639,0.000319485,0.000280239,0.000187447,-7.13478E-06,-0.000196534,-0.000332293,-0.000428016,-0.000471976,-0.000448673,-0.000430252,-0.000396788,-0.000366531,-0.00033174,-0.000289741,-0.000249628,-0.000221753,-0.000207916,-0.000206258,-0.000208768,-0.000208575,-0.00020563,-0.000198613,-0.00018826,-0.000175469,-0.000162405,-0.000131069,-0.000113923,-9.57712E-05,-7.68593E-05,-5.69094E-05,-3.59327E-05,-1.44373E-05,5.81975E-06,2.38266E-05,3.99811E-05,5.47385E-05,6.77146E-05,7.84319E-05,8.7161E-05,7.30749E-05,4.49482E-05,2.6991E-05,1.23256E-05,2.83209E-06,-2.64354E-06,-3.89097E-06,-2.86482E-06,-1.4877E-06,-5.33181E-07,2.85546E-07,9.30939E-07,1.65134E-06,2.2272E-06,2.42207E-06,2.59133E-06,2.97564E-06,3.22024E-06,3.18176E-06,2.96046E-06,2.73075E-06,2.56574E-06
160,160,ARM29C,0.002654251,0.002496867,0.001864721,0.001527908,0.001239181,0.000920702,0.000562751,0.00024546,5.32447E-05,0.000150502,0.00033522,0.000334817,2.84174E-05,-0.000276426,-0.000446031,-0.00053648,-0.00056436,-0.000549476,-0.00051941,-0.000483781,-0.000450022,-0.000369687,-0.000315014,-0.000278948,-0.00025479,-0.000238818,-0.00021092,-0.000180828,-0.000163152,-0.00016327,-0.000173791,-0.000185354,-0.000190289,-0.000190655,-0.000187547,-0.000180788,-0.000171321,-0.000161205,-0.000134879,-0.000118144,-0.00010025,-8.098E-05,-6.01792E-05,-3.82775E-05,-1.61002E-05,4.49496E-06,2.27357E-05,3.92133E-05,5.41457E-05,6.73701E-05,7.83211E-05,8.7161E-05,7.30749E-05,4.49482E-05,2.6991E-05,1.23256E-05,2.83209E-06,-2.64354E-06,-3.89097E-06,-2.86482E-06,-1.4877E-06,-5.33181E-07,2.85546E-07,9.30939E-07,1.65134E-06,2.2272E-06,2.42207E-06,2.59133E-06,2.97564E-06,3.22024E-06,3.18176E-06,2.96046E-06,2.73075E-06,2.56574E-06
161,161,ARM30C,-0.00205502,-0.002567864,-0.002497918,-0.002642075,-0.002634152,-0.002439513,-0.001666826,-0.000890486,-0.000694571,-0.001231569,-0.001705817,-0.001828035,-0.001786872,-0.001635701,-0.001414598,-0.001186003,-0.000978252,-0.000798094,-0.000659795,-0.000560764,-0.000543653,-0.000315561,-0.000214368,-0.000176919,-0.000166275,-0.00015527,-0.000136827,-0.000119125,-0.000115184,-0.000126038,-0.000144517,-0.000159938,-0.000167364,-0.000171631,-0.000172825,-0.000170625,-0.000165522,-0.000159182,-0.000137679,-0.000121575,-0.000103907,-8.41759E-05,-6.23226E-05,-3.9513E-05,-1.71556E-05,3.4283E-06,2.18779E-05,3.85898E-05,5.36928E-05,6.70987E-05,7.82799E-05,8.7161E-05,7.30749E-05,4.49482E-05,2.6991E-05,1.23256E-05,2.83209E-06,-2.64354E-06,-3.89097E-06,-2.86482E-06,-1.4877E-06,-5.33181E-07,2.85546E-07,9.30939E-07,1.65134E-06,2.2272E-06,2.42207E-06,2.59133E-06,2.97564E-06,3.22024E-06,3.18176E-06,2.96046E-06,2.73075E-06,2.56574E-06
162,162,ARM24C,-0.001269567,-0.001495638,-0.001252886,-0.001194332,-0.001109999,-0.00099992,-0.000898058,-0.000797948,-0.000706144,-0.000631774,-0.000582934,-0.000562055,-0.000571719,-0.000608498,-0.00066767,-0.000736149,-0.000795702,-0.000857247,-0.000948229,-0.001053214,-0.001114425,-0.001289705,-0.001165293,-0.000949437,-0.000759656,-0.000626704,-0.000533218,-0.000454917,-0.000395704,-0.000350172,-0.000310753,-0.000276232,-0.000247565,-0.000224438,-0.000205318,-0.00019015,-0.000178042,-0.000168112,-0.000145084,-0.000131162,-0.000114838,-9.6914E-05,-7.83123E-05,-5.88087E-05,-3.95359E-05,-2.19418E-05,-7.33412E-06,4.54475E-06,1.4989E-05,2.44613E-05,3.31124E-05,6.16093E-05,6.66987E-05,4.6608E-05,2.96762E-05,1.50043E-05,4.80492E-06,-1.16037E-06,-2.95578E-06,-2.36317E-06,-1.16768E-06,-2.37691E-07,6.9521E-07,1.5013E-06,2.16777E-06,2.62482E-06,2.73293E-06,3.03702E-06,3.40672E-06,3.51291E-06,3.36332E-06,3.11247E-06,2.84601E-06,2.64759E-06
163,163,ARM23C,-0.001905928,-0.001524319,-0.001368075,-0.001253465,-0.001105851,-0.000946448,-0.000788522,-0.00065875,-0.000555116,-0.000481217,-0.000438757,-0.000432276,-0.000461145,-0.000518594,-0.000587444,-0.000664252,-0.000779948,-0.000918471,-0.001052015,-0.001174137,-0.00140623,-0.001336018,-0.001116325,-0.000860678,-0.000665468,-0.000540549,-0.000460873,-0.000393055,-0.00034204,-0.000305521,-0.000277931,-0.000256515,-0.000238147,-0.000220071,-0.000203298,-0.000189297,-0.000177873,-0.000168774,-0.000148541,-0.000134758,-0.000118336,-0.000100188,-8.13154E-05,-6.1574E-05,-4.13981E-05,-2.2861E-05,-7.8377E-06,4.37128E-06,1.4887E-05,2.43192E-05,3.30459E-05,4.02328E-05,5.50345E-05,4.62927E-05,3.08769E-05,1.56956E-05,5.46356E-06,-7.82667E-07,-3.30136E-06,-3.10454E-06,-2.01833E-06,-7.67141E-07,4.56522E-07,1.25141E-06,1.8014E-06,2.2131E-06,2.29533E-06,2.58975E-06,3.0412E-06,3.25974E-06,3.20184E-06,3.01016E-06,2.7696E-06,2.60504E-06
164,164,ARM21C,-0.001168259,-0.000906086,-0.000624288,-0.000693344,-0.000768525,-0.000762267,-0.000707594,-0.000656922,-0.000626251,-0.00061445,-0.000648414,-0.000750497,-0.000921141,-0.001104836,-0.001249074,-0.001357476,-0.001432913,-0.001476713,-0.001495381,-0.001490797,-0.001372688,-0.001175395,-0.000931183,-0.000698923,-0.000529421,-0.000418055,-0.000342988,-0.000290523,-0.000255186,-0.000234137,-0.000225186,-0.000219518,-0.00021181,-0.000202004,-0.000191203,-0.000181579,-0.000174509,-0.000169701,-0.000155827,-0.000141785,-0.000125445,-0.000106352,-8.63497E-05,-6.61915E-05,-4.61892E-05,-2.74452E-05,-1.16942E-05,7.21039E-07,1.07914E-05,1.95741E-05,2.75957E-05,4.02328E-05,5.50345E-05,4.62927E-05,3.08769E-05,1.56956E-05,5.46356E-06,-7.82667E-07,-3.30136E-06,-3.10454E-06,-2.01833E-06,-7.67141E-07,4.56522E-07,1.25141E-06,1.8014E-06,2.2131E-06,2.29533E-06,2.58975E-06,3.0412E-06,3.25974E-06,3.20184E-06,3.01016E-06,2.7696E-06,2.60504E-06
165,165,ARM10C,0.000851348,0.000685128,0.000670526,0.000575999,0.000429081,0.000346599,0.000296852,0.000251868,0.000280258,0.00053126,0.000700101,0.000765923,0.000706861,0.000601493,0.000526617,0.000488313,0.000493744,0.000499957,0.000484646,0.000458968,0.000603315,0.00055166,0.000478025,0.000420223,0.000374665,0.000328824,0.000276812,0.000220507,0.000158112,9.72006E-05,4.60721E-05,7.27791E-06,-1.76903E-05,-2.79466E-05,-2.71874E-05,-1.94812E-05,-7.52101E-06,7.36986E-06,5.92288E-05,9.87164E-05,0.0001432,0.000192127,0.000233382,0.000248171,0.000238689,0.00022007,0.000200103,0.000180934,0.000163198,0.00014694,0.000132534,0.000100341,6.12597E-05,3.00256E-05,1.07946E-05,6.39936E-07,-4.12384E-06,-5.20695E-06,-3.87735E-06,-2.15607E-06,-1.24651E-06,-3.45275E-07,2.76911E-07,5.40625E-07,1.24338E-06,2.0615E-06,2.47941E-06,2.73804E-06,2.9467E-06,3.08614E-06,3.09616E-06,2.95112E-06,2.7559E-06,2.57871E-06
166,166,ARM09C,-0.001555616,-0.000839511,-0.000663372,-0.000708694,-0.000743536,-0.000842352,-0.000968895,-0.001096072,-0.001182116,-0.001215956,-0.00119833,-0.00113103,-0.001037068,-0.000935773,-0.000835781,-0.000740847,-0.000651865,-0.000572686,-0.000504979,-0.000447854,-0.000366896,-0.000267995,-0.000160392,-0.000224939,-0.000241071,-0.00024041,-0.000227266,-0.000212596,-0.000185673,-0.000156384,-0.000127285,-9.88001E-05,-7.24504E-05,-4.9149E-05,-2.98467E-05,-1.32009E-05,3.64207E-06,2.29648E-05,9.55324E-05,0.000146942,0.00019025,0.000221293,0.000240102,0.00024025,0.000222748,0.000199531,0.000179218,0.000162916,0.000149062,0.00013735,0.000126875,0.000105799,6.29961E-05,3.3358E-05,1.49898E-05,5.75541E-06,-8.86672E-07,-3.71841E-06,-2.67232E-06,-1.23039E-06,-1.00295E-07,4.95398E-07,8.78409E-07,1.37225E-06,2.22737E-06,2.92677E-06,3.27322E-06,3.5911E-06,3.65402E-06,3.60339E-06,3.43477E-06,3.1699E-06,2.91167E-06,2.67075E-06
167,167,ARM08C,-0.000281633,0.000910659,0.001183452,0.001328929,0.001435598,0.001381285,0.001234053,0.001063895,0.000872057,0.000664672,0.000459992,0.000273209,0.000108891,-3.56778E-05,-0.000166224,-0.000284281,-0.000389175,-0.000476381,-0.000543481,-0.00059243,-0.000661357,-0.000708823,-0.000697649,-0.000648343,-0.000577384,-0.000504408,-0.000438601,-0.00037432,-0.000331987,-0.000287597,-0.000243609,-0.000196818,-0.000150108,-0.000105562,-6.48809E-05,-2.94215E-05,1.26597E-06,2.78392E-05,8.22631E-05,0.000112115,0.000147907,0.00018491,0.000212338,0.000221192,0.000210735,0.00019101,0.000170875,0.000154029,0.000141295,0.000132077,0.000124194,0.000100739,6.07321E-05,3.28894E-05,1.49613E-05,6.60467E-06,-2.64516E-08,-2.95521E-06,-2.09311E-06,-6.79844E-07,4.38683E-07,9.12857E-07,1.19556E-06,1.82208E-06,2.69892E-06,3.3426E-06,3.74706E-06,4.02907E-06,3.98816E-06,3.81796E-06,3.56562E-06,3.26247E-06,2.97647E-06,2.71092E-06
168,168,ARM07C,-0.009713711,-0.010412847,-0.008962485,-0.007825047,-0.006885013,-0.006082087,-0.005376486,-0.004773661,-0.004248247,-0.003785142,-0.003366064,-0.002967457,-0.002586558,-0.002245156,-0.001958082,-0.001722634,-0.001530194,-0.001372533,-0.001243038,-0.001136336,-0.001049467,-0.000831006,-0.00068232,-0.000573841,-0.000488277,-0.000417747,-0.000358209,-0.000306142,-0.000259348,-0.000218356,-0.000180756,-0.000154533,-0.000125201,-9.87486E-05,-7.11598E-05,-4.20777E-05,-1.25161E-05,1.69278E-05,9.524E-05,0.000136022,0.000174505,0.000211627,0.000231551,0.000224797,0.000203733,0.000180178,0.000159218,0.000142416,0.000129749,0.000120637,0.00011345,9.96112E-05,6.20908E-05,3.63803E-05,1.98372E-05,1.10721E-05,3.90152E-06,-5.35389E-07,-7.38348E-07,4.65714E-07,1.54812E-06,1.87174E-06,2.00426E-06,2.86803E-06,3.85573E-06,4.33766E-06,4.82211E-06,4.88674E-06,4.58879E-06,4.25861E-06,3.83544E-06,3.41497E-06,3.06057E-06,2.75971E-06
169,169,ARM06C,-0.001095905,0.001250613,0.002659292,0.003650913,0.003786791,0.003457499,0.002955119,0.002457342,0.001995869,0.001558808,0.001142771,0.000762666,0.000430144,0.000146213,-9.41179E-05,-0.00029389,-0.000455059,-0.000579808,-0.000671266,-0.000733448,-0.000809719,-0.000810147,-0.000713043,-0.000605129,-0.000517365,-0.000446221,-0.000388265,-0.000336364,-0.000291553,-0.000253511,-0.000220318,-0.000190988,-0.000165014,-0.000141132,-0.000121394,-0.0001006,-7.96295E-05,-5.87061E-05,-2.67194E-06,3.04019E-05,6.40651E-05,0.000100942,0.000141429,0.000174469,0.00018627,0.000181186,0.000168758,0.000155304,0.000143171,0.000132597,0.000123027,9.96112E-05,6.20908E-05,3.63803E-05,1.98372E-05,1.10721E-05,3.90152E-06,-5.35389E-07,-7.38348E-07,4.65714E-07,1.54812E-06,1.87174E-06,2.00426E-06,2.86803E-06,3.85573E-06,4.33766E-06,4.82211E-06,4.88674E-06,4.58879E-06,4.25861E-06,3.83544E-06,3.41497E-06,3.06057E-06,2.75971E-06
170,170,ARM05C,0.000964065,0.001954648,0.001957718,0.00197679,0.001950203,0.001881666,0.001769432,0.001606891,0.001410443,0.001186517,0.00094762,0.000710061,0.000491225,0.000304914,0.000155731,3.88174E-05,-5.02089E-05,-0.000109911,-0.000137374,-0.000140842,-0.000161239,-0.000120047,-0.000136268,-0.000185744,-0.000237062,-0.000278716,-0.00030505,-0.000316368,-0.000313279,-0.000299715,-0.000273992,-0.000245485,-0.000219178,-0.000194982,-0.000175751,-0.000158596,-0.000143347,-0.000129493,-9.23998E-05,-6.77407E-05,-4.64007E-05,-2.76858E-05,-1.13651E-05,4.63969E-06,2.09098E-05,3.69375E-05,5.01947E-05,6.00559E-05,6.8539E-05,7.61818E-05,8.19129E-05,7.07847E-05,6.57824E-05,4.67945E-05,3.0865E-05,1.73305E-05,7.89516E-06,2.13567E-06,-1.93518E-07,4.01244E-07,1.29603E-06,1.68427E-06,2.25415E-06,3.40835E-06,4.14317E-06,4.40805E-06,4.73436E-06,4.86596E-06,4.78235E-06,4.40755E-06,3.92728E-06,3.5009E-06,3.12318E-06,2.80575E-06
171,171,ARM04C,-0.001771734,-0.002340008,-0.002527868,-0.002488216,-0.002324305,-0.00191753,-0.001300788,-0.000593404,7.76942E-05,0.000618188,0.000996143,0.001220167,0.001322182,0.001337483,0.001296964,0.001221003,0.001124528,0.001019871,0.000917602,0.000823521,0.000737366,0.000505806,0.000297937,0.000122523,8.89351E-06,-5.76296E-05,-8.73132E-05,-0.000109486,-0.000127834,-0.000143161,-0.000156666,-0.000164311,-0.000172977,-0.000177361,-0.00017667,-0.000171821,-0.000164343,-0.000154109,-0.000115953,-8.99682E-05,-6.74483E-05,-4.67246E-05,-3.0105E-05,-1.62322E-05,-4.64513E-06,3.66361E-06,1.03832E-05,1.64016E-05,2.16921E-05,2.65598E-05,3.1736E-05,4.29554E-05,5.73456E-05,4.76415E-05,3.22344E-05,1.84686E-05,8.88742E-06,2.91793E-06,1.59827E-07,3.90533E-07,1.07779E-06,1.59014E-06,2.42314E-06,3.58161E-06,4.19801E-06,4.38619E-06,4.67673E-06,4.8891E-06,4.83631E-06,4.44095E-06,3.95263E-06,3.53885E-06,3.1636E-06,2.8355E-06
172,172,ARM03C,0.002145124,0.002186957,0.002289397,0.002382477,0.002510757,0.00269038,0.002846502,0.002899293,0.002844101,0.002687762,0.002428565,0.002138522,0.001862845,0.001619833,0.001411544,0.001234324,0.001082155,0.000950645,0.000837232,0.00073902,0.000613761,0.00039609,0.000266911,0.000183222,0.000133476,7.32995E-05,2.27029E-05,-1.3927E-05,-4.99065E-05,-8.15507E-05,-0.000121899,-0.000152248,-0.000171195,-0.000179133,-0.000179206,-0.000174294,-0.000165506,-0.000154675,-0.00011753,-9.38475E-05,-7.23537E-05,-5.20047E-05,-3.53133E-05,-2.33646E-05,-1.28075E-05,-3.71659E-06,3.03427E-06,8.83229E-06,1.3948E-05,1.80191E-05,2.13866E-05,4.03784E-05,5.68542E-05,4.74462E-05,3.17667E-05,1.81945E-05,8.05097E-06,2.06118E-06,-6.21228E-07,-3.46046E-07,4.36726E-07,1.07435E-06,1.92295E-06,3.06794E-06,3.67424E-06,3.87772E-06,4.1245E-06,4.43784E-06,4.53738E-06,4.24115E-06,3.8234E-06,3.46298E-06,3.11576E-06,2.81292E-06
173,173,ARM02C,0.007140972,0.007562869,0.00755212,0.007444621,0.00707408,0.006561683,0.00593048,0.005225031,0.004498881,0.003790554,0.003136563,0.002564408,0.002071495,0.001652444,0.001304453,0.001023608,0.000804096,0.000634793,0.00050894,0.000437086,0.00042727,0.000450866,0.000430821,0.000352228,0.000252422,0.00014403,3.89374E-05,-5.07938E-05,-0.000120345,-0.000162082,-0.000180327,-0.000186936,-0.000187775,-0.000184569,-0.000177687,-0.000167914,-0.000156809,-0.000146421,-0.000119725,-0.000103049,-8.57283E-05,-6.84711E-05,-5.27824E-05,-3.97688E-05,-2.90835E-05,-1.92741E-05,-9.42554E-06,2.77144E-07,7.99396E-06,1.30027E-05,1.61596E-05,1.60619E-05,2.87434E-05,3.78746E-05,3.01056E-05,1.84793E-05,8.19395E-06,2.13138E-06,-9.5028E-07,-1.77569E-06,-1.28945E-06,2.43526E-08,1.39218E-06,2.31607E-06,2.78155E-06,2.86769E-06,3.04172E-06,3.56351E-06,3.885E-06,3.8135E-06,3.5762E-06,3.32443E-06,3.06027E-06,2.80743E-06
174,174,ARM01C,-0.000767119,-0.000428521,-0.000337881,-0.00026563,-0.000213301,-0.000141818,-7.55399E-05,-3.39571E-05,-1.74063E-05,-2.47214E-05,-3.24282E-05,4.86327E-05,0.000336445,0.000721015,0.001056854,0.001293268,0.00140753,0.001417285,0.00135715,0.001261303,0.001106102,0.000823435,0.000562981,0.00030846,5.75686E-05,-0.000131569,-0.000238473,-0.000286704,-0.000298205,-0.000282927,-0.000257671,-0.000230406,-0.000205756,-0.000185025,-0.000168908,-0.000156548,-0.000146013,-0.000136572,-0.000112132,-0.000100662,-9.26908E-05,-8.42357E-05,-7.22561E-05,-5.65682E-05,-4.10592E-05,-2.74386E-05,-1.52616E-05,-4.62561E-06,4.15036E-06,1.04718E-05,1.3892E-05,1.71463E-05,2.82742E-05,3.74912E-05,2.99125E-05,1.771E-05,7.71705E-06,1.54897E-06,-1.62253E-06,-2.44968E-06,-1.9168E-06,-4.40262E-07,1.02334E-06,1.86479E-06,2.33506E-06,2.4725E-06,2.61963E-06,3.09675E-06,3.49061E-06,3.56037E-06,3.4147E-06,3.2028E-06,2.96004E-06,2.74733E-06
175,175,EIA10C,0.000700119,-0.002382176,-0.001620702,-0.001489767,-0.001235029,-0.001104407,-0.000963108,-0.000878317,-0.000827089,-0.000786865,-0.000782615,-0.000752573,-0.000712219,-0.000650103,-0.000670765,-0.000746094,-0.000778215,-0.000767787,-0.00072168,-0.000627062,-0.000554373,-0.000213105,-0.000106465,-5.23072E-05,6.95914E-06,6.51988E-05,0.000115859,0.000152227,0.000177487,0.000194491,0.000204817,0.000208365,0.000205877,0.000198575,0.000188125,0.000176577,0.000164796,0.000153151,0.000122561,0.000105983,9.05031E-05,7.63242E-05,6.35764E-05,5.18654E-05,4.13668E-05,3.31515E-05,2.74119E-05,2.32805E-05,2.01216E-05,1.76742E-05,1.57685E-05,8.84845E-06,3.45856E-06,-7.0006E-07,-4.88704E-06,-8.3433E-06,-9.0992E-06,-8.70091E-06,-7.77768E-06,-6.73391E-06,-5.79767E-06,-4.82936E-06,-3.90135E-06,-3.17084E-06,-2.53275E-06,-1.98589E-06,-1.46919E-06,-1.00555E-06,-6.51221E-07,-4.09737E-07,-2.50946E-07,-9.43735E-08,-3.04858E-08,-2.38075E-08
176,176,EIA09C,-0.002810016,-0.001306627,-0.00094741,-0.000569036,-0.000519833,-0.000465816,-0.000459613,-0.000483014,-0.000505299,-0.000520441,-0.000518403,-0.000513666,-0.00047618,-0.000366107,-0.000261928,-0.000303728,-0.000353802,-0.000385023,-0.000387986,-0.000336329,-0.000316456,0.000100298,0.000291337,0.000390634,0.000439244,0.000450728,0.000437794,0.000414606,0.000390988,0.000369408,0.000347985,0.000325814,0.000303411,0.000280609,0.000258366,0.00023659,0.000215638,0.000195705,0.000146921,0.000123625,0.000104437,8.7805E-05,7.28342E-05,5.94867E-05,4.79197E-05,3.74685E-05,2.85257E-05,2.17716E-05,1.68561E-05,1.32002E-05,1.04859E-05,4.71185E-06,7.51477E-07,-2.29377E-06,-5.73503E-06,-8.92069E-06,-9.28844E-06,-8.67363E-06,-7.8048E-06,-6.79041E-06,-5.85701E-06,-4.923E-06,-3.92405E-06,-3.13104E-06,-2.46613E-06,-1.93665E-06,-1.42533E-06,-9.66021E-07,-6.05047E-07,-3.707E-07,-2.31758E-07,-8.88046E-08,-1.93267E-08,-1.10127E-08
