OBJECTID_1,OBJECTID,PadID,tpi_9m,tpi_15m,tpi_21m,tpi_27m,tpi_33m,tpi_39m,tpi_45m,tpi_51m,tpi_57m,tpi_63m,tpi_69m,tpi_75m,tpi_81m,tpi_87m,tpi_93m,tpi_99m,tpi_105m,tpi_111m,tpi_117m,tpi_123m,tpi_130m,tpi_150m,tpi_170m,tpi_190m,tpi_210m,tpi_230m,tpi_250m,tpi_270m,tpi_290m,tpi_310m,tpi_330m,tpi_350m,tpi_370m,tpi_390m,tpi_410m,tpi_430m,tpi_450m,tpi_470m,tpi_490m,tpi_510m,tpi_530m,tpi_550m,tpi_570m,tpi_590m,tpi_610m,tpi_630m,tpi_650m,tpi_670m,tpi_690m,tpi_710m,tpi_730m,tpi_750m,tpi_770m,tpi_790m,tpi_810m,tpi_830m,tpi_850m,tpi_870m,tpi_890m,tpi_910m,tpi_930m,tpi_950m,tpi_970m,tpi_990m,tpi_1010m,tpi_1110m,tpi_1290m,tpi_1470m,tpi_1650m,tpi_1830m,tpi_2010m,tpi_2190m,tpi_2370m,tpi_2550m,tpi_2730m,tpi_2910m,tpi_3090m,tpi_3270m,tpi_3450m,tpi_3630m,tpi_3810m,tpi_3990m,tpi_4170m,tpi_4350m,tpi_4530m,tpi_4710m,tpi_4890m,tpi_5070m
495,495,WOR11C,0.016204834,0.028289795,0.037322998,0.046142578,0.053985596,0.062469482,0.071289063,0.077941895,0.079559326,0.074035645,0.066345215,0.054382324,0.044921875,0,0.03326416,0.028900146,0.02633667,0.022949219,0.017486572,0.008758545,-0.039489746,-0.111816406,-0.191253662,-0.261322021,-0.316101074,-0.360748291,-0.391571045,-0.387237549,-0.361358643,-0.308166504,-0.240814209,-0.178527832,-0.132202148,-0.077453613,-0.022888184,0.039703369,0.092803955,0.129302979,0.161468506,0.189300537,0.21270752,0.236694336,0.265716553,0.298736572,0.336853027,0.374633789,0.411682129,0.446899414,0.480712891,0.509002686,0.534332275,0.553924561,0.571136475,0.58770752,0.608062744,0.63293457,0.663482666,0.698822021,0.734924316,0.774017334,0.81350708,0.855407715,0.891876221,0.926513672,0.956970215,0.760650635,0.801422119,0.485870361,0.145782471,-0.139190674,-0.33795166,-0.490966797,-0.592315674,-0.587219238,-0.526641846,-0.471740723,-0.463226318,-0.411193848,-0.274841309,-0.147369385,-0.031677246,0.110229492,0.231811523,0.380462646,0.546386719,0.728637695,0.915161133,1.086730957
496,496,WOR20C,-0.00402832,0.004669189,0.013000488,0.026641846,0.049621582,0.087554932,0.13973999,0.199554443,0.271118164,0.34576416,0.429168701,0.519348145,0.614624023,0,0.817810059,0.9296875,1.044952393,1.152191162,1.26171875,1.363098145,1.671447754,1.996795654,2.230255127,2.403686523,2.534362793,2.663238525,2.801513672,2.939331055,3.074615479,3.202301025,3.324798584,3.434356689,3.510650635,3.566497803,3.614990234,3.664611816,3.709686279,3.745941162,3.780578613,3.813537598,3.842712402,3.870697021,3.89743042,3.925628662,3.958374023,3.996643066,4.04083252,4.087188721,4.144378662,4.199951172,4.256713867,4.307830811,4.355712891,4.399810791,4.443023682,4.482971191,4.522216797,4.561462402,4.603057861,4.650909424,4.699920654,4.749725342,4.796600342,4.844665527,4.894195557,5.155303955,5.102203369,4.811828613,4.496185303,4.204864502,4.003479004,3.814880371,3.727600098,3.756347656,3.83581543,3.852264404,3.859344482,3.929870605,4.061096191,4.207000732,4.323486328,4.452606201,4.573577881,4.718292236,4.906066895,5.102294922,5.29095459,5.470153809
497,497,WOR19C,-0.009796143,-0.024078369,-0.042236328,-0.066925049,-0.091491699,-0.115844727,-0.136535645,-0.149902344,-0.154693604,-0.149871826,-0.136047363,-0.114257813,-0.085906982,0,-0.006652832,0.047576904,0.111938477,0.180145264,0.257537842,0.334777832,0.4972229,0.769683838,0.972808838,1.128234863,1.258300781,1.390655518,1.522369385,1.643280029,1.764556885,1.887451172,2.010528564,2.114837646,2.187683105,2.244750977,2.294494629,2.34375,2.387298584,2.422088623,2.455505371,2.489807129,2.523284912,2.555267334,2.58404541,2.609039307,2.63470459,2.666015625,2.705718994,2.747558594,2.795776367,2.845153809,2.896484375,2.944488525,2.989868164,3.032226563,3.07598877,3.117889404,3.158233643,3.198486328,3.241485596,3.28994751,3.33795166,3.38671875,3.430999756,3.474884033,3.522979736,5.155303955,5.102203369,4.811828613,4.496185303,4.204864502,4.003479004,3.814880371,3.727600098,3.756347656,3.83581543,3.852264404,3.859344482,3.929870605,4.061096191,4.207000732,4.323486328,4.452606201,4.573577881,4.718292236,4.906066895,5.102294922,5.29095459,5.470153809
498,498,WOR18C,0.003936768,-0.00088501,-0.015838623,-0.038452148,-0.063812256,-0.094818115,-0.133239746,-0.177307129,-0.230804443,-0.2862854,-0.344787598,-0.400054932,-0.447814941,0,-0.508148193,-0.519134521,-0.515136719,-0.499176025,-0.470581055,-0.434936523,-0.23840332,-0.04864502,0.103302002,0.23550415,0.359649658,0.496368408,0.627624512,0.731048584,0.835784912,0.950531006,1.06552124,1.161834717,1.235687256,1.303955078,1.359008789,1.404693604,1.445495605,1.477813721,1.509643555,1.545013428,1.581085205,1.614654541,1.643920898,1.670135498,1.694641113,1.721862793,1.755462646,1.792419434,1.834411621,1.875793457,1.919921875,1.964355469,2.00692749,2.04776001,2.09072876,2.132598877,2.176574707,2.220092773,2.263946533,2.311157227,2.357391357,2.4034729,2.446960449,2.489654541,2.533691406,3.329833984,3.291259766,2.985778809,2.669921875,2.37411499,2.179138184,1.993682861,1.900299072,1.927642822,2.004577637,2.027770996,2.033660889,2.097290039,2.236450195,2.375732422,2.495117188,2.625396729,2.74395752,2.888427734,3.074432373,3.268035889,3.457489014,3.63494873
499,499,WOR17C,0.001983643,3.05176E-05,-0.009307861,-0.026397705,-0.050384521,-0.082763672,-0.124420166,-0.171569824,-0.229156494,-0.291137695,-0.360107422,-0.430419922,-0.496246338,0,-0.601867676,-0.640411377,-0.665710449,-0.679870605,-0.684844971,-0.682800293,-0.612060547,-0.532470703,-0.445007324,-0.342651367,-0.226959229,-0.093139648,0.026062012,0.124511719,0.219085693,0.314117432,0.412261963,0.506378174,0.585754395,0.663909912,0.724578857,0.770812988,0.807281494,0.83782959,0.8699646,0.903991699,0.93862915,0.971740723,1.000610352,1.030181885,1.05847168,1.084411621,1.113006592,1.144683838,1.181488037,1.216278076,1.252197266,1.291748047,1.332000732,1.370635986,1.411193848,1.453125,1.5,1.547332764,1.592529297,1.638214111,1.680786133,1.724975586,1.767028809,1.810394287,1.852050781,2.133514404,2.112518311,1.794555664,1.47769165,1.177093506,0.98727417,0.807373047,0.709228516,0.733154297,0.806640625,0.838256836,0.843383789,0.901519775,1.04574585,1.179962158,1.302032471,1.432922363,1.549591064,1.694854736,1.878326416,2.069580078,2.259063721,2.4347229
500,500,WOR16C,-0.001434326,-0.007385254,-0.018981934,-0.041107178,-0.069580078,-0.104827881,-0.14553833,-0.186401367,-0.232666016,-0.27911377,-0.32723999,-0.374786377,-0.420440674,0,-0.506256104,-0.549316406,-0.590789795,-0.627685547,-0.661651611,-0.690307617,-0.70413208,-0.733337402,-0.71697998,-0.647888184,-0.547912598,-0.436737061,-0.333740234,-0.235168457,-0.148345947,-0.074951172,0.006103516,0.101318359,0.187103271,0.269256592,0.331207275,0.382659912,0.420074463,0.449768066,0.4815979,0.511993408,0.541717529,0.572143555,0.60256958,0.636108398,0.667999268,0.69543457,0.723052979,0.750244141,0.781341553,0.811035156,0.842010498,0.874969482,0.910522461,0.946777344,0.985565186,1.027252197,1.075286865,1.123718262,1.170013428,1.215393066,1.25567627,1.297271729,1.338623047,1.381072998,1.422790527,2.133514404,2.112518311,1.794555664,1.47769165,1.177093506,0.98727417,0.807373047,0.709228516,0.733154297,0.806640625,0.838256836,0.843383789,0.901519775,1.04574585,1.179962158,1.302032471,1.432922363,1.549591064,1.694854736,1.878326416,2.069580078,2.259063721,2.4347229
501,501,WOR06C,0.001739502,-0.015869141,-0.03338623,-0.057128906,-0.084075928,-0.11505127,-0.146392822,-0.175964355,-0.205413818,-0.231903076,-0.259002686,-0.287200928,-0.3175354,0,-0.382904053,-0.419219971,-0.455963135,-0.491638184,-0.527954102,-0.562866211,-0.655670166,-0.728607178,-0.746063232,-0.704620361,-0.627166748,-0.532531738,-0.441894531,-0.358428955,-0.290100098,-0.219970703,-0.137237549,-0.035522461,0.059112549,0.147796631,0.209197998,0.258026123,0.298461914,0.327362061,0.352539063,0.378417969,0.404388428,0.435943604,0.468963623,0.501342773,0.534118652,0.56640625,0.597991943,0.624298096,0.649597168,0.675048828,0.705047607,0.737030029,0.769470215,0.805297852,0.846191406,0.890472412,0.939941406,0.989685059,1.039093018,1.089019775,1.132232666,1.174133301,1.212463379,1.253723145,1.292999268,1.533843994,1.533996582,1.205444336,0.889038086,0.586639404,0.396026611,0.222930908,0.122406006,0.141479492,0.211486816,0.251922607,0.255645752,0.310943604,0.457275391,0.586914063,0.71005249,0.842254639,0.958709717,1.105041504,1.284851074,1.474060059,1.663116455,1.837341309
502,502,WOR07C,-0.01449585,-0.025299072,-0.039337158,-0.055847168,-0.070281982,-0.080841064,-0.085357666,-0.087219238,-0.08795166,-0.089569092,-0.094512939,-0.104522705,-0.120147705,0,-0.167297363,-0.199676514,-0.237335205,-0.276641846,-0.319702148,-0.362548828,-0.435882568,-0.550567627,-0.602264404,-0.59942627,-0.555755615,-0.489532471,-0.415130615,-0.349578857,-0.290649414,-0.219146729,-0.135162354,-0.040802002,0.042541504,0.124694824,0.182800293,0.23550415,0.283538818,0.317230225,0.341125488,0.360229492,0.38192749,0.411560059,0.444610596,0.478240967,0.512634277,0.546417236,0.581420898,0.609558105,0.635894775,0.661437988,0.688934326,0.717132568,0.745269775,0.776123047,0.814208984,0.857208252,0.903503418,0.949432373,0.995788574,1.045074463,1.089599609,1.132507324,1.170837402,1.210357666,1.247833252,1.420196533,1.441162109,1.109283447,0.789093018,0.488800049,0.294952393,0.129974365,0.027923584,0.041717529,0.108428955,0.156402588,0.159637451,0.213653564,0.359008789,0.484191895,0.607421875,0.742523193,0.859741211,1.007324219,1.1824646,1.369598389,1.557861328,1.731231689
503,503,WOR08C,-0.011047363,0.000244141,0.020141602,0.047546387,0.073364258,0.096374512,0.116210938,0.131378174,0.142791748,0.149871826,0.152679443,0.15020752,0.142547607,0,0.109405518,0.082122803,0.047302246,0.010559082,-0.032012939,-0.071716309,-0.171508789,-0.285369873,-0.354248047,-0.3878479,-0.381652832,-0.344085693,-0.293212891,-0.245361328,-0.190826416,-0.117156982,-0.03414917,0.052459717,0.122283936,0.189178467,0.245635986,0.305175781,0.357971191,0.392547607,0.418212891,0.437255859,0.455322266,0.4815979,0.512695313,0.546936035,0.582885742,0.617767334,0.654052734,0.68637085,0.718444824,0.745849609,0.772003174,0.795898438,0.820983887,0.848907471,0.881988525,0.920776367,0.963470459,1.006103516,1.04901123,1.095489502,1.14050293,1.186065674,1.224975586,1.262695313,1.296295166,1.420196533,1.441162109,1.109283447,0.789093018,0.488800049,0.294952393,0.129974365,0.027923584,0.041717529,0.108428955,0.156402588,0.159637451,0.213653564,0.359008789,0.484191895,0.607421875,0.742523193,0.859741211,1.007324219,1.1824646,1.369598389,1.557861328,1.731231689
504,504,WOR09C,0.007232666,0.027038574,0.054107666,0.087524414,0.116363525,0.140350342,0.156494141,0.167297363,0.172698975,0.173614502,0.170532227,0.16293335,0.151611328,0,0.116821289,0.092712402,0.068237305,0.041351318,0.009613037,-0.024749756,-0.119171143,-0.222900391,-0.300628662,-0.355712891,-0.373535156,-0.364257813,-0.339416504,-0.302215576,-0.250762939,-0.181304932,-0.104919434,-0.027862549,0.029571533,0.084106445,0.136688232,0.199127197,0.252868652,0.286529541,0.315093994,0.339324951,0.356750488,0.379882813,0.408752441,0.442321777,0.479003906,0.514831543,0.552520752,0.590179443,0.62802124,0.658996582,0.685058594,0.707061768,0.729187012,0.754852295,0.78326416,0.815612793,0.852966309,0.893127441,0.933441162,0.976165771,1.020111084,1.066589355,1.106445313,1.142333984,1.173492432,1.276794434,1.312133789,0.984344482,0.654205322,0.361785889,0.164764404,0.007202148,-0.095306396,-0.086334229,-0.023223877,0.030273438,0.034545898,0.088470459,0.229919434,0.353912354,0.474822998,0.613342285,0.732147217,0.88067627,1.050689697,1.235687256,1.423217773,1.59576416
505,505,WOR10C,-0.006195068,-0.01739502,-0.03112793,-0.046234131,-0.057098389,-0.065124512,-0.071960449,-0.078521729,-0.088745117,-0.10269165,-0.119506836,-0.140930176,-0.158935547,0,-0.192352295,-0.211547852,-0.232269287,-0.252929688,-0.276428223,-0.303100586,-0.373626709,-0.475616455,-0.559631348,-0.617248535,-0.641845703,-0.648834229,-0.642791748,-0.613006592,-0.56918335,-0.511260986,-0.446563721,-0.383789063,-0.334655762,-0.285095215,-0.238220215,-0.181884766,-0.131164551,-0.096954346,-0.064910889,-0.036590576,-0.015350342,0.00869751,0.035583496,0.067596436,0.102905273,0.140014648,0.181274414,0.223632813,0.265350342,0.299438477,0.328613281,0.350463867,0.370910645,0.393249512,0.417510986,0.444671631,0.475952148,0.511901855,0.550567627,0.591156006,0.63180542,0.675872803,0.714904785,0.750549316,0.780090332,0.760650635,0.801422119,0.485870361,0.145782471,-0.139190674,-0.33795166,-0.490966797,-0.592315674,-0.587219238,-0.526641846,-0.471740723,-0.463226318,-0.411193848,-0.274841309,-0.147369385,-0.031677246,0.110229492,0.231811523,0.380462646,0.546386719,0.728637695,0.915161133,1.086730957
506,506,WOR01C,0.009460449,0.021636963,0.042449951,0.089080811,0.156158447,0.243347168,0.343933105,0.44619751,0.556549072,0.663330078,0.775238037,0.888366699,1.00112915,0,1.221618652,1.336608887,1.453826904,1.563690186,1.67565918,1.780426025,2.015319824,2.343933105,2.592651367,2.783843994,2.907836914,3.00994873,3.118621826,3.248565674,3.389282227,3.526275635,3.650756836,3.760406494,3.842315674,3.904510498,3.955993652,4.008026123,4.061157227,4.105407715,4.143371582,4.176971436,4.203796387,4.230560303,4.255645752,4.282104492,4.313781738,4.350341797,4.393707275,4.438110352,4.491027832,4.54284668,4.597290039,4.648223877,4.695709229,4.74206543,4.78894043,4.834197998,4.879852295,4.926208496,4.971893311,5.020172119,5.069030762,5.11932373,5.166015625,5.213745117,5.26473999,5.155303955,5.102203369,4.811828613,4.496185303,4.204864502,4.003479004,3.814880371,3.727600098,3.756347656,3.83581543,3.852264404,3.859344482,3.929870605,4.061096191,4.207000732,4.323486328,4.452606201,4.573577881,4.718292236,4.906066895,5.102294922,5.29095459,5.470153809
507,507,WOR02C,0.002655029,0.007080078,0.004272461,-0.000427246,-0.002716064,0.003265381,0.020782471,0.047302246,0.085296631,0.129455566,0.180938721,0.236358643,0.29486084,0,0.41809082,0.486968994,0.560150146,0.634155273,0.714477539,0.795196533,0.899078369,1.176574707,1.403289795,1.579650879,1.699645996,1.79888916,1.901885986,2.02822876,2.158691406,2.28515625,2.407043457,2.516723633,2.594543457,2.658996582,2.713745117,2.765655518,2.813049316,2.851104736,2.887756348,2.923065186,2.954162598,2.984741211,3.011871338,3.03692627,3.062957764,3.09286499,3.131469727,3.172058105,3.216278076,3.261932373,3.31237793,3.360046387,3.405395508,3.449737549,3.497131348,3.544403076,3.591522217,3.638427734,3.685974121,3.736053467,3.783752441,3.832275391,3.876922607,3.920135498,3.967163086,5.155303955,5.102203369,4.811828613,4.496185303,4.204864502,4.003479004,3.814880371,3.727600098,3.756347656,3.83581543,3.852264404,3.859344482,3.929870605,4.061096191,4.207000732,4.323486328,4.452606201,4.573577881,4.718292236,4.906066895,5.102294922,5.29095459,5.470153809
508,508,WOR03C,0.001617432,0.001617432,-0.002532959,-0.014068604,-0.033111572,-0.061096191,-0.095428467,-0.130950928,-0.168243408,-0.20111084,-0.231048584,-0.25491333,-0.271606445,0,-0.278320313,-0.267578125,-0.247497559,-0.218933105,-0.180633545,-0.136047363,0.046539307,0.248931885,0.430511475,0.582763672,0.692382813,0.796478271,0.911102295,1.026550293,1.133972168,1.249237061,1.364440918,1.469207764,1.551269531,1.625274658,1.683959961,1.735534668,1.775360107,1.805999756,1.839752197,1.877349854,1.911621094,1.944030762,1.971740723,1.999084473,2.024261475,2.051452637,2.084075928,2.119140625,2.158325195,2.196838379,2.240692139,2.284576416,2.328125,2.371887207,2.417907715,2.465148926,2.514892578,2.564422607,2.612792969,2.663208008,2.709899902,2.755493164,2.798339844,2.840545654,2.88369751,3.329833984,3.291259766,2.985778809,2.669921875,2.37411499,2.179138184,1.993682861,1.900299072,1.927642822,2.004577637,2.027770996,2.033660889,2.097290039,2.236450195,2.375732422,2.495117188,2.625396729,2.74395752,2.888427734,3.074432373,3.268035889,3.457489014,3.63494873
509,509,WOR04C,-0.007415771,-0.016540527,-0.026428223,-0.043212891,-0.064941406,-0.093811035,-0.13168335,-0.176757813,-0.233093262,-0.292602539,-0.355499268,-0.414855957,-0.465423584,0,-0.533569336,-0.552215576,-0.559539795,-0.557678223,-0.54800415,-0.532592773,-0.465911865,-0.361816406,-0.243377686,-0.127502441,-0.026367188,0.088409424,0.207061768,0.308410645,0.399810791,0.49798584,0.59777832,0.702697754,0.79296875,0.875701904,0.938720703,0.988494873,1.023101807,1.048065186,1.079650879,1.117279053,1.150970459,1.183776855,1.212615967,1.242279053,1.27041626,1.297729492,1.326782227,1.355804443,1.390106201,1.423980713,1.459899902,1.499450684,1.541900635,1.584411621,1.628173828,1.673980713,1.725738525,1.777862549,1.827453613,1.877319336,1.921875,1.965637207,2.006561279,2.048431396,2.090057373,2.133514404,2.112518311,1.794555664,1.47769165,1.177093506,0.98727417,0.807373047,0.709228516,0.733154297,0.806640625,0.838256836,0.843383789,0.901519775,1.04574585,1.179962158,1.302032471,1.432922363,1.549591064,1.694854736,1.878326416,2.069580078,2.259063721,2.4347229
510,510,WOR05C,-0.007873535,-0.020904541,-0.032897949,-0.053466797,-0.079437256,-0.113616943,-0.156463623,-0.201690674,-0.254364014,-0.30859375,-0.366119385,-0.423034668,-0.475250244,0,-0.55859375,-0.591705322,-0.618652344,-0.641174316,-0.660308838,-0.675750732,-0.682891846,-0.675018311,-0.630310059,-0.55456543,-0.45791626,-0.345214844,-0.237945557,-0.144836426,-0.064056396,0.015075684,0.1015625,0.207519531,0.304168701,0.391815186,0.45602417,0.504608154,0.5390625,0.563293457,0.592437744,0.625610352,0.655914307,0.68850708,0.719299316,0.750640869,0.781738281,0.811645508,0.840118408,0.866729736,0.895141602,0.924438477,0.956176758,0.991424561,1.029937744,1.07019043,1.111816406,1.157043457,1.208343506,1.260650635,1.31137085,1.360748291,1.403991699,1.446105957,1.48614502,1.527252197,1.568145752,2.133514404,2.112518311,1.794555664,1.47769165,1.177093506,0.98727417,0.807373047,0.709228516,0.733154297,0.806640625,0.838256836,0.843383789,0.901519775,1.04574585,1.179962158,1.302032471,1.432922363,1.549591064,1.694854736,1.878326416,2.069580078,2.259063721,2.4347229
511,511,ARM17T,-0.027252197,-0.081970215,-0.146362305,-0.232086182,-0.309570313,-0.379547119,-0.444091797,-0.502502441,-0.559204102,-0.613220215,-0.673858643,-0.744995117,-0.827392578,0,-1.019012451,-1.129943848,-1.244445801,-1.355102539,-1.468231201,-1.576477051,-1.636962891,-1.952819824,-2.242279053,-2.51461792,-2.728302002,-2.892242432,-3.018127441,-3.123809814,-3.1902771,-3.212402344,-3.171173096,-3.089416504,-2.998199463,-2.909362793,-2.828521729,-2.731689453,-2.601287842,-2.46206665,-2.305206299,-2.129333496,-1.962005615,-1.784515381,-1.609100342,-1.442352295,-1.28338623,-1.135131836,-0.981231689,-0.811126709,-0.609832764,-0.398376465,-0.176757813,0.03704834,0.237518311,0.437103271,0.637329102,0.83416748,1.02822876,1.211486816,1.387390137,1.568969727,1.740264893,1.907287598,2.060516357,2.199584961,2.333068848,3.495910645,4.427154541,5.304046631,5.843109131,6.423187256,7.089294434,8.059783936,9.087493896,10.09231567,11.01339722,11.777771,12.22875977,12.68865967,13.27352905,13.90948486,14.5625,15.1920166,15.82156372,16.35992432,16.80596924,17.17797852,17.52703857,17.8527832
512,512,ARM18T,-0.034820557,-0.076416016,-0.106933594,-0.135253906,-0.159515381,-0.186218262,-0.221130371,-0.25793457,-0.305999756,-0.36126709,-0.42086792,-0.477355957,-0.525390625,0,-0.603210449,-0.64251709,-0.677185059,-0.711364746,-0.74899292,-0.784851074,-0.847961426,-0.988891602,-1.171905518,-1.384490967,-1.590148926,-1.757385254,-1.87689209,-1.961242676,-2.009552002,-2.013763428,-1.946777344,-1.825531006,-1.680847168,-1.530548096,-1.416137695,-1.32623291,-1.239685059,-1.144958496,-1.034118652,-0.904663086,-0.771728516,-0.62689209,-0.467681885,-0.312591553,-0.162902832,-0.024993896,0.119506836,0.274688721,0.451538086,0.626739502,0.799926758,0.962921143,1.120513916,1.283416748,1.450836182,1.617919922,1.790496826,1.95791626,2.122833252,2.299346924,2.470031738,2.635498047,2.788238525,2.92956543,3.072601318,3.101043701,4.028747559,4.796661377,5.294494629,5.816711426,6.439758301,7.382141113,8.411376953,9.373779297,10.29888916,11.10717773,11.59841919,12.08572388,12.6895752,13.34686279,14.04046631,14.67373657,15.29351807,15.84640503,16.29693604,16.66113281,17.00366211,17.32537842
513,513,ARM19T,-0.016540527,-0.048126221,-0.083404541,-0.131530762,-0.187469482,-0.252197266,-0.323791504,-0.402099609,-0.49307251,-0.578918457,-0.64932251,-0.719512939,-0.776794434,0,-0.873382568,-0.924407959,-0.978942871,-1.034423828,-1.093811035,-1.153442383,-1.005493164,-1.189727783,-1.396514893,-1.66506958,-1.9581604,-2.204864502,-2.345153809,-2.38961792,-2.382507324,-2.353057861,-2.299377441,-2.198913574,-2.092956543,-1.963928223,-1.850524902,-1.750518799,-1.66897583,-1.605743408,-1.528778076,-1.435455322,-1.335266113,-1.224090576,-1.091003418,-0.957366943,-0.809295654,-0.665893555,-0.526947021,-0.401702881,-0.282073975,-0.171173096,-0.059570313,0.051605225,0.165283203,0.288970947,0.421630859,0.561279297,0.716552734,0.878051758,1.044158936,1.219543457,1.383361816,1.539672852,1.6847229,1.820281982,1.964141846,1.28704834,2.212219238,2.897857666,3.384857178,3.878295898,4.480743408,5.393310547,6.39074707,7.30770874,8.237670898,9.053466797,9.585296631,10.09222412,10.71334839,11.40176392,12.12103271,12.7572937,13.36627197,13.92315674,14.37301636,14.72698975,15.05291748,15.36618042
514,514,ARM20T,-0.034820557,-0.08392334,-0.12991333,-0.132843018,-0.143829346,-0.160736084,-0.174163818,-0.19744873,-0.239532471,-0.295623779,-0.373260498,-0.470794678,-0.579833984,0,-0.811737061,-0.931243896,-1.04788208,-1.153991699,-1.262298584,-1.366607666,-1.467346191,-1.80581665,-2.146514893,-2.493011475,-2.775970459,-2.993011475,-3.11026001,-3.138092041,-3.105804443,-3.042175293,-2.960845947,-2.882110596,-2.829101563,-2.778656006,-2.721740723,-2.647827148,-2.562194824,-2.483398438,-2.410522461,-2.35144043,-2.283447266,-2.187591553,-2.05368042,-1.905181885,-1.756896973,-1.633605957,-1.535125732,-1.45916748,-1.389312744,-1.325378418,-1.258239746,-1.1847229,-1.099914551,-1.000701904,-0.883453369,-0.750030518,-0.596984863,-0.44354248,-0.289245605,-0.131744385,0.013916016,0.156585693,0.295562744,0.432647705,0.576019287,2.056610107,2.955383301,3.542144775,3.964996338,4.390167236,4.970458984,5.857696533,6.846618652,7.707305908,8.638031006,9.486907959,10.07470703,10.6164856,11.25906372,11.96463013,12.71047974,13.36184692,13.95584106,14.52444458,14.97720337,15.32830811,15.65042114,15.95791626
515,515,ARM16T,-0.024475098,-0.073577881,-0.142425537,-0.236663818,-0.342956543,-0.472106934,-0.62411499,-0.781951904,-0.960784912,-1.140686035,-1.332275391,-1.527923584,-1.718322754,0,-2.070098877,-2.240875244,-2.404083252,-2.550109863,-2.707489014,-2.848449707,-2.933807373,-3.395965576,-3.743774414,-3.987518311,-4.161254883,-4.284637451,-4.341918945,-4.367523193,-4.362487793,-4.346679688,-4.334442139,-4.309051514,-4.269500732,-4.206176758,-4.11050415,-3.988128662,-3.835174561,-3.662536621,-3.463806152,-3.247344971,-3.049194336,-2.852783203,-2.671508789,-2.494689941,-2.319763184,-2.142700195,-1.955718994,-1.765319824,-1.552581787,-1.325286865,-1.071960449,-0.818572998,-0.577056885,-0.343597412,-0.122406006,0.085449219,0.284912109,0.47442627,0.659393311,0.85043335,1.023468018,1.188049316,1.338195801,1.475982666,1.6065979,2.686523438,3.594268799,4.557128906,5.175567627,5.855773926,6.608520508,7.586242676,8.582550049,9.609344482,10.53253174,11.21148682,11.62768555,12.06259155,12.6262207,13.24926758,13.84710693,14.46884155,15.10366821,15.62417603,16.05621338,16.43487549,16.78497314,17.1076355
516,516,ARM15T,0.024841309,0.071868896,0.127258301,0.198791504,0.256256104,0.296630859,0.320739746,0.331634521,0.331817627,0.31640625,0.281524658,0.23538208,0.179168701,0,0.040771484,-0.042724609,-0.139556885,-0.234741211,-0.342376709,-0.440856934,-0.437866211,-0.7684021,-1.062896729,-1.313262939,-1.466247559,-1.532073975,-1.536529541,-1.539123535,-1.573272705,-1.627563477,-1.677459717,-1.702148438,-1.686157227,-1.630828857,-1.529296875,-1.3800354,-1.192504883,-0.997070313,-0.787963867,-0.57598877,-0.388366699,-0.199615479,-0.01071167,0.183502197,0.384521484,0.584411621,0.792266846,1.002105713,1.235534668,1.4815979,1.747436523,2.012329102,2.260040283,2.499633789,2.727050781,2.9402771,3.139099121,3.32409668,3.500427246,3.680847168,3.846801758,4.006011963,4.147521973,4.277923584,4.399353027,3.493133545,4.389282227,5.308074951,5.926849365,6.627197266,7.393127441,8.31048584,9.261566162,10.26660156,11.20040894,11.85110474,12.29077148,12.73614502,13.31469727,13.9887085,14.60015869,15.21160889,15.84289551,16.36465454,16.79418945,17.15313721,17.47415161,17.79055786
517,517,ARM14T,0.048614502,0.111968994,0.172668457,0.229003906,0.257171631,0.270019531,0.287506104,0.320739746,0.378570557,0.44744873,0.531036377,0.624816895,0.717590332,0,0.872680664,0.931640625,0.976470947,1.000213623,1.013183594,1.011138916,0.932403564,0.836700439,0.73638916,0.655670166,0.595550537,0.506408691,0.378540039,0.247283936,0.126068115,0.015289307,-0.076202393,-0.155029297,-0.182647705,-0.14239502,-0.033447266,0.127166748,0.313476563,0.486297607,0.654541016,0.822723389,0.989685059,1.163970947,1.356079102,1.557403564,1.768157959,1.981170654,2.199737549,2.416900635,2.662811279,2.917480469,3.179107666,3.434753418,3.669433594,3.898345947,4.112823486,4.310211182,4.491241455,4.655853271,4.8125,4.97442627,5.123931885,5.266571045,5.393371582,5.515716553,5.632354736,7.17300415,8.008453369,8.942047119,9.61151123,10.38919067,11.26052856,12.11993408,13.02764893,14.04315186,14.95977783,15.54403687,15.97909546,16.418396,17.00415039,17.69052124,18.2755127,18.87463379,19.50463867,20.02548218,20.44052124,20.7878418,21.09640503,21.40631104
